,area,axis,height,metamer,organ,plant,species
2992,16.0,MS,22.7876168772,1,blade,231,Soissons
2990,3.14159265359,MS,2.5,1,internode,231,Soissons
2991,6.22035345411,MS,10.5,1,sheath,231,Soissons
2994,22.8,MS,34.8077422808,2,blade,231,Soissons
2993,10.1536274564,MS,21.05,2,sheath,231,Soissons
2997,34.0,MS,49.6296353898,3,blade,231,Soissons
2995,0.292168116784,MS,26.25,3,internode,231,Soissons
2996,15.8336269741,MS,33.4,3,sheath,231,Soissons
3000,34.6,MS,67.4177282347,4,blade,231,Soissons
2998,3.75734481369,MS,42.7,4,internode,231,Soissons
2999,18.6767683256,MS,52.25,4,sheath,231,Soissons
3001,8.1367249728,MS,63.2,5,internode,231,Soissons
3002,47.1238898038,MS,71.4,6,internode,231,Soissons
3005,16.0,MS,24.3026618089,1,blade,232,Soissons
3003,3.14159265359,MS,2.5,1,internode,232,Soissons
3004,6.22035345411,MS,10.5,1,sheath,232,Soissons
3007,22.8,MS,30.5641315331,2,blade,232,Soissons
3006,10.1536274564,MS,21.05,2,sheath,232,Soissons
3010,34.0,MS,47.9498926896,3,blade,232,Soissons
3008,0.292168116784,MS,26.25,3,internode,232,Soissons
3009,15.8336269741,MS,33.4,3,sheath,232,Soissons
3013,34.6,MS,66.9804811676,4,blade,232,Soissons
3011,3.75734481369,MS,42.7,4,internode,232,Soissons
3012,18.6767683256,MS,52.25,4,sheath,232,Soissons
3014,8.1367249728,MS,63.2,5,internode,232,Soissons
3015,47.1238898038,MS,71.4,6,internode,232,Soissons
3018,16.0,MS,21.0231491949,1,blade,233,Soissons
3016,3.14159265359,MS,2.5,1,internode,233,Soissons
3017,6.22035345411,MS,10.5,1,sheath,233,Soissons
3020,22.8,MS,34.8077422808,2,blade,233,Soissons
3019,10.1536274564,MS,21.05,2,sheath,233,Soissons
3023,34.0,MS,38.760353583,3,blade,233,Soissons
3021,0.292168116784,MS,26.25,3,internode,233,Soissons
3022,15.8336269741,MS,33.4,3,sheath,233,Soissons
3026,34.6,MS,61.5847214771,4,blade,233,Soissons
3024,3.75734481369,MS,42.7,4,internode,233,Soissons
3025,18.6767683256,MS,52.25,4,sheath,233,Soissons
3027,8.1367249728,MS,63.2,5,internode,233,Soissons
3028,47.1238898038,MS,71.4,6,internode,233,Soissons
3031,16.0,MS,24.2889122789,1,blade,234,Soissons
3029,3.14159265359,MS,2.5,1,internode,234,Soissons
3030,6.22035345411,MS,10.5,1,sheath,234,Soissons
3033,22.8,MS,30.5218428592,2,blade,234,Soissons
3032,10.1536274564,MS,21.05,2,sheath,234,Soissons
3036,34.0,MS,49.9691195119,3,blade,234,Soissons
3034,0.292168116784,MS,26.25,3,internode,234,Soissons
3035,15.8336269741,MS,33.4,3,sheath,234,Soissons
3039,34.6,MS,62.0827321211,4,blade,234,Soissons
3037,3.75734481369,MS,42.7,4,internode,234,Soissons
3038,18.6767683256,MS,52.25,4,sheath,234,Soissons
3040,8.1367249728,MS,63.2,5,internode,234,Soissons
3041,47.1238898038,MS,71.4,6,internode,234,Soissons
3044,16.0,MS,12.672595127,1,blade,235,Soissons
3042,3.14159265359,MS,2.5,1,internode,235,Soissons
3043,6.22035345411,MS,10.5,1,sheath,235,Soissons
3046,22.8,MS,30.5641315331,2,blade,235,Soissons
3045,10.1536274564,MS,21.05,2,sheath,235,Soissons
3049,34.0,MS,52.3358386849,3,blade,235,Soissons
3047,0.292168116784,MS,26.25,3,internode,235,Soissons
3048,15.8336269741,MS,33.4,3,sheath,235,Soissons
3052,34.6,MS,63.3348996245,4,blade,235,Soissons
3050,3.75734481369,MS,42.7,4,internode,235,Soissons
3051,18.6767683256,MS,52.25,4,sheath,235,Soissons
3053,8.1367249728,MS,63.2,5,internode,235,Soissons
3054,47.1238898038,MS,71.4,6,internode,235,Soissons
3057,16.0,MS,24.8089628103,1,blade,236,Soissons
3055,3.14159265359,MS,2.5,1,internode,236,Soissons
3056,6.22035345411,MS,10.5,1,sheath,236,Soissons
3059,22.8,MS,24.2379240015,2,blade,236,Soissons
3058,10.1536274564,MS,21.05,2,sheath,236,Soissons
3062,34.0,MS,49.2657236946,3,blade,236,Soissons
3060,0.292168116784,MS,26.25,3,internode,236,Soissons
3061,15.8336269741,MS,33.4,3,sheath,236,Soissons
3065,34.6,MS,58.603700885,4,blade,236,Soissons
3063,3.75734481369,MS,42.7,4,internode,236,Soissons
3064,18.6767683256,MS,52.25,4,sheath,236,Soissons
3066,8.1367249728,MS,63.2,5,internode,236,Soissons
3067,47.1238898038,MS,71.4,6,internode,236,Soissons
3070,16.0,MS,23.7479191815,1,blade,237,Soissons
3068,3.14159265359,MS,2.5,1,internode,237,Soissons
3069,6.22035345411,MS,10.5,1,sheath,237,Soissons
3072,22.8,MS,36.0589670434,2,blade,237,Soissons
3071,10.1536274564,MS,21.05,2,sheath,237,Soissons
3075,34.0,MS,46.8821286358,3,blade,237,Soissons
3073,0.292168116784,MS,26.25,3,internode,237,Soissons
3074,15.8336269741,MS,33.4,3,sheath,237,Soissons
3078,34.6,MS,67.7061824855,4,blade,237,Soissons
3076,3.75734481369,MS,42.7,4,internode,237,Soissons
3077,18.6767683256,MS,52.25,4,sheath,237,Soissons
3079,8.1367249728,MS,63.2,5,internode,237,Soissons
3080,47.1238898038,MS,71.4,6,internode,237,Soissons
3083,16.0,MS,25.7483203047,1,blade,238,Soissons
3081,3.14159265359,MS,2.5,1,internode,238,Soissons
3082,6.22035345411,MS,10.5,1,sheath,238,Soissons
3085,22.8,MS,36.4290910639,2,blade,238,Soissons
3084,10.1536274564,MS,21.05,2,sheath,238,Soissons
3088,34.0,MS,49.5508340605,3,blade,238,Soissons
3086,0.292168116784,MS,26.25,3,internode,238,Soissons
3087,15.8336269741,MS,33.4,3,sheath,238,Soissons
3091,34.6,MS,66.9804811676,4,blade,238,Soissons
3089,3.75734481369,MS,42.7,4,internode,238,Soissons
3090,18.6767683256,MS,52.25,4,sheath,238,Soissons
3092,8.1367249728,MS,63.2,5,internode,238,Soissons
3093,47.1238898038,MS,71.4,6,internode,238,Soissons
3096,16.0,MS,24.4667996798,1,blade,239,Soissons
3094,3.14159265359,MS,2.5,1,internode,239,Soissons
3095,6.22035345411,MS,10.5,1,sheath,239,Soissons
3098,22.8,MS,34.3084936023,2,blade,239,Soissons
3097,10.1536274564,MS,21.05,2,sheath,239,Soissons
3101,34.0,MS,47.1464156482,3,blade,239,Soissons
3099,0.292168116784,MS,26.25,3,internode,239,Soissons
3100,15.8336269741,MS,33.4,3,sheath,239,Soissons
3104,34.6,MS,66.1988597543,4,blade,239,Soissons
3102,3.75734481369,MS,42.7,4,internode,239,Soissons
3103,18.6767683256,MS,52.25,4,sheath,239,Soissons
3105,8.1367249728,MS,63.2,5,internode,239,Soissons
3106,47.1238898038,MS,71.4,6,internode,239,Soissons
3109,16.0,MS,25.157729273,1,blade,240,Soissons
3107,3.14159265359,MS,2.5,1,internode,240,Soissons
3108,6.22035345411,MS,10.5,1,sheath,240,Soissons
3111,22.8,MS,34.3084936023,2,blade,240,Soissons
3110,10.1536274564,MS,21.05,2,sheath,240,Soissons
3114,34.0,MS,46.8821286358,3,blade,240,Soissons
3112,0.292168116784,MS,26.25,3,internode,240,Soissons
3113,15.8336269741,MS,33.4,3,sheath,240,Soissons
3117,34.6,MS,66.2101883856,4,blade,240,Soissons
3115,3.75734481369,MS,42.7,4,internode,240,Soissons
3116,18.6767683256,MS,52.25,4,sheath,240,Soissons
3118,8.1367249728,MS,63.2,5,internode,240,Soissons
3119,47.1238898038,MS,71.4,6,internode,240,Soissons
3122,16.0,MS,23.8069001752,1,blade,241,Soissons
3120,3.14159265359,MS,2.5,1,internode,241,Soissons
3121,6.22035345411,MS,10.5,1,sheath,241,Soissons
3124,22.8,MS,30.5218428592,2,blade,241,Soissons
3123,10.1536274564,MS,21.05,2,sheath,241,Soissons
3127,34.0,MS,46.7509907978,3,blade,241,Soissons
3125,0.292168116784,MS,26.25,3,internode,241,Soissons
3126,15.8336269741,MS,33.4,3,sheath,241,Soissons
3130,34.6,MS,67.7061824855,4,blade,241,Soissons
3128,3.75734481369,MS,42.7,4,internode,241,Soissons
3129,18.6767683256,MS,52.25,4,sheath,241,Soissons
3131,8.1367249728,MS,63.2,5,internode,241,Soissons
3132,47.1238898038,MS,71.4,6,internode,241,Soissons
3135,16.0,MS,19.1777896104,1,blade,242,Soissons
3133,3.14159265359,MS,2.5,1,internode,242,Soissons
3134,6.22035345411,MS,10.5,1,sheath,242,Soissons
3137,22.8,MS,36.9378953704,2,blade,242,Soissons
3136,10.1536274564,MS,21.05,2,sheath,242,Soissons
3140,34.0,MS,47.1352222041,3,blade,242,Soissons
3138,0.292168116784,MS,26.25,3,internode,242,Soissons
3139,15.8336269741,MS,33.4,3,sheath,242,Soissons
3143,34.6,MS,66.9542846314,4,blade,242,Soissons
3141,3.75734481369,MS,42.7,4,internode,242,Soissons
3142,18.6767683256,MS,52.25,4,sheath,242,Soissons
3144,8.1367249728,MS,63.2,5,internode,242,Soissons
3145,47.1238898038,MS,71.4,6,internode,242,Soissons
3148,16.0,MS,23.0165270993,1,blade,243,Soissons
3146,3.14159265359,MS,2.5,1,internode,243,Soissons
3147,6.22035345411,MS,10.5,1,sheath,243,Soissons
3150,22.8,MS,34.8077422808,2,blade,243,Soissons
3149,10.1536274564,MS,21.05,2,sheath,243,Soissons
3153,34.0,MS,51.3199432164,3,blade,243,Soissons
3151,0.292168116784,MS,26.25,3,internode,243,Soissons
3152,15.8336269741,MS,33.4,3,sheath,243,Soissons
3156,34.6,MS,57.5197632462,4,blade,243,Soissons
3154,3.75734481369,MS,42.7,4,internode,243,Soissons
3155,18.6767683256,MS,52.25,4,sheath,243,Soissons
3157,8.1367249728,MS,63.2,5,internode,243,Soissons
3158,47.1238898038,MS,71.4,6,internode,243,Soissons
3161,16.0,MS,23.6559231177,1,blade,244,Soissons
3159,3.14159265359,MS,2.5,1,internode,244,Soissons
3160,6.22035345411,MS,10.5,1,sheath,244,Soissons
3163,22.8,MS,30.5218428592,2,blade,244,Soissons
3162,10.1536274564,MS,21.05,2,sheath,244,Soissons
3166,34.0,MS,46.7509907978,3,blade,244,Soissons
3164,0.292168116784,MS,26.25,3,internode,244,Soissons
3165,15.8336269741,MS,33.4,3,sheath,244,Soissons
3169,34.6,MS,66.1988597543,4,blade,244,Soissons
3167,3.75734481369,MS,42.7,4,internode,244,Soissons
3168,18.6767683256,MS,52.25,4,sheath,244,Soissons
3170,8.1367249728,MS,63.2,5,internode,244,Soissons
3171,47.1238898038,MS,71.4,6,internode,244,Soissons
3174,16.0,MS,23.7479191815,1,blade,245,Soissons
3172,3.14159265359,MS,2.5,1,internode,245,Soissons
3173,6.22035345411,MS,10.5,1,sheath,245,Soissons
3176,22.8,MS,24.2379240015,2,blade,245,Soissons
3175,10.1536274564,MS,21.05,2,sheath,245,Soissons
3179,34.0,MS,46.8821286358,3,blade,245,Soissons
3177,0.292168116784,MS,26.25,3,internode,245,Soissons
3178,15.8336269741,MS,33.4,3,sheath,245,Soissons
3182,34.6,MS,58.603700885,4,blade,245,Soissons
3180,3.75734481369,MS,42.7,4,internode,245,Soissons
3181,18.6767683256,MS,52.25,4,sheath,245,Soissons
3183,8.1367249728,MS,63.2,5,internode,245,Soissons
3184,47.1238898038,MS,71.4,6,internode,245,Soissons
3187,16.0,MS,23.6559231177,1,blade,246,Soissons
3185,3.14159265359,MS,2.5,1,internode,246,Soissons
3186,6.22035345411,MS,10.5,1,sheath,246,Soissons
3189,22.8,MS,34.3084936023,2,blade,246,Soissons
3188,10.1536274564,MS,21.05,2,sheath,246,Soissons
3192,34.0,MS,51.779545412,3,blade,246,Soissons
3190,0.292168116784,MS,26.25,3,internode,246,Soissons
3191,15.8336269741,MS,33.4,3,sheath,246,Soissons
3195,34.6,MS,64.7035609378,4,blade,246,Soissons
3193,3.75734481369,MS,42.7,4,internode,246,Soissons
3194,18.6767683256,MS,52.25,4,sheath,246,Soissons
3196,8.1367249728,MS,63.2,5,internode,246,Soissons
3197,47.1238898038,MS,71.4,6,internode,246,Soissons
3200,16.0,MS,24.4667996798,1,blade,247,Soissons
3198,3.14159265359,MS,2.5,1,internode,247,Soissons
3199,6.22035345411,MS,10.5,1,sheath,247,Soissons
3202,22.8,MS,35.5388411642,2,blade,247,Soissons
3201,10.1536274564,MS,21.05,2,sheath,247,Soissons
3205,34.0,MS,49.5032848884,3,blade,247,Soissons
3203,0.292168116784,MS,26.25,3,internode,247,Soissons
3204,15.8336269741,MS,33.4,3,sheath,247,Soissons
3208,34.6,MS,68.5515776005,4,blade,247,Soissons
3206,3.75734481369,MS,42.7,4,internode,247,Soissons
3207,18.6767683256,MS,52.25,4,sheath,247,Soissons
3209,8.1367249728,MS,63.2,5,internode,247,Soissons
3210,47.1238898038,MS,71.4,6,internode,247,Soissons
3213,16.0,MS,23.6559231177,1,blade,248,Soissons
3211,3.14159265359,MS,2.5,1,internode,248,Soissons
3212,6.22035345411,MS,10.5,1,sheath,248,Soissons
3215,22.8,MS,34.5610070054,2,blade,248,Soissons
3214,10.1536274564,MS,21.05,2,sheath,248,Soissons
3218,34.0,MS,49.6296353898,3,blade,248,Soissons
3216,0.292168116784,MS,26.25,3,internode,248,Soissons
3217,15.8336269741,MS,33.4,3,sheath,248,Soissons
3221,34.6,MS,63.3348996245,4,blade,248,Soissons
3219,3.75734481369,MS,42.7,4,internode,248,Soissons
3220,18.6767683256,MS,52.25,4,sheath,248,Soissons
3222,8.1367249728,MS,63.2,5,internode,248,Soissons
3223,47.1238898038,MS,71.4,6,internode,248,Soissons
3226,16.0,MS,23.8788511329,1,blade,249,Soissons
3224,3.14159265359,MS,2.5,1,internode,249,Soissons
3225,6.22035345411,MS,10.5,1,sheath,249,Soissons
3228,22.8,MS,34.8077422808,2,blade,249,Soissons
3227,10.1536274564,MS,21.05,2,sheath,249,Soissons
3231,34.0,MS,49.3652139021,3,blade,249,Soissons
3229,0.292168116784,MS,26.25,3,internode,249,Soissons
3230,15.8336269741,MS,33.4,3,sheath,249,Soissons
3234,34.6,MS,66.1988597543,4,blade,249,Soissons
3232,3.75734481369,MS,42.7,4,internode,249,Soissons
3233,18.6767683256,MS,52.25,4,sheath,249,Soissons
3235,8.1367249728,MS,63.2,5,internode,249,Soissons
3236,47.1238898038,MS,71.4,6,internode,249,Soissons
3239,16.0,MS,24.2889122789,1,blade,250,Soissons
3237,3.14159265359,MS,2.5,1,internode,250,Soissons
3238,6.22035345411,MS,10.5,1,sheath,250,Soissons
3241,22.8,MS,36.9378953704,2,blade,250,Soissons
3240,10.1536274564,MS,21.05,2,sheath,250,Soissons
3244,34.0,MS,46.7509907978,3,blade,250,Soissons
3242,0.292168116784,MS,26.25,3,internode,250,Soissons
3243,15.8336269741,MS,33.4,3,sheath,250,Soissons
3247,34.6,MS,60.0186156492,4,blade,250,Soissons
3245,3.75734481369,MS,42.7,4,internode,250,Soissons
3246,18.6767683256,MS,52.25,4,sheath,250,Soissons
3248,8.1367249728,MS,63.2,5,internode,250,Soissons
3249,47.1238898038,MS,71.4,6,internode,250,Soissons
3252,16.0,MS,24.2889122789,1,blade,251,Soissons
3250,3.14159265359,MS,2.5,1,internode,251,Soissons
3251,6.22035345411,MS,10.5,1,sheath,251,Soissons
3254,22.8,MS,30.771457565,2,blade,251,Soissons
3253,10.1536274564,MS,21.05,2,sheath,251,Soissons
3257,34.0,MS,49.3652139021,3,blade,251,Soissons
3255,0.292168116784,MS,26.25,3,internode,251,Soissons
3256,15.8336269741,MS,33.4,3,sheath,251,Soissons
3260,34.6,MS,66.9543607563,4,blade,251,Soissons
3258,3.75734481369,MS,42.7,4,internode,251,Soissons
3259,18.6767683256,MS,52.25,4,sheath,251,Soissons
3261,8.1367249728,MS,63.2,5,internode,251,Soissons
3262,47.1238898038,MS,71.4,6,internode,251,Soissons
3265,16.0,MS,22.9669207042,1,blade,252,Soissons
3263,3.14159265359,MS,2.5,1,internode,252,Soissons
3264,6.22035345411,MS,10.5,1,sheath,252,Soissons
3267,22.8,MS,33.7770384667,2,blade,252,Soissons
3266,10.1536274564,MS,21.05,2,sheath,252,Soissons
3270,34.0,MS,46.7509907978,3,blade,252,Soissons
3268,0.292168116784,MS,26.25,3,internode,252,Soissons
3269,15.8336269741,MS,33.4,3,sheath,252,Soissons
3273,34.6,MS,66.9804811676,4,blade,252,Soissons
3271,3.75734481369,MS,42.7,4,internode,252,Soissons
3272,18.6767683256,MS,52.25,4,sheath,252,Soissons
3274,8.1367249728,MS,63.2,5,internode,252,Soissons
3275,47.1238898038,MS,71.4,6,internode,252,Soissons
3278,16.0,MS,22.194383965,1,blade,253,Soissons
3276,3.14159265359,MS,2.5,1,internode,253,Soissons
3277,6.22035345411,MS,10.5,1,sheath,253,Soissons
3280,22.8,MS,30.5218428592,2,blade,253,Soissons
3279,10.1536274564,MS,21.05,2,sheath,253,Soissons
3283,34.0,MS,51.2776126713,3,blade,253,Soissons
3281,0.292168116784,MS,26.25,3,internode,253,Soissons
3282,15.8336269741,MS,33.4,3,sheath,253,Soissons
3286,34.6,MS,67.0060920447,4,blade,253,Soissons
3284,3.75734481369,MS,42.7,4,internode,253,Soissons
3285,18.6767683256,MS,52.25,4,sheath,253,Soissons
3287,8.1367249728,MS,63.2,5,internode,253,Soissons
3288,47.1238898038,MS,71.4,6,internode,253,Soissons
3291,16.0,MS,24.0935920453,1,blade,254,Soissons
3289,3.14159265359,MS,2.5,1,internode,254,Soissons
3290,6.22035345411,MS,10.5,1,sheath,254,Soissons
3293,22.8,MS,37.4894223497,2,blade,254,Soissons
3292,10.1536274564,MS,21.05,2,sheath,254,Soissons
3296,34.0,MS,49.6296353898,3,blade,254,Soissons
3294,0.292168116784,MS,26.25,3,internode,254,Soissons
3295,15.8336269741,MS,33.4,3,sheath,254,Soissons
3299,34.6,MS,64.7035609378,4,blade,254,Soissons
3297,3.75734481369,MS,42.7,4,internode,254,Soissons
3298,18.6767683256,MS,52.25,4,sheath,254,Soissons
3300,8.1367249728,MS,63.2,5,internode,254,Soissons
3301,47.1238898038,MS,71.4,6,internode,254,Soissons
3304,16.0,MS,24.1926888093,1,blade,255,Soissons
3302,3.14159265359,MS,2.5,1,internode,255,Soissons
3303,6.22035345411,MS,10.5,1,sheath,255,Soissons
3306,22.8,MS,30.771457565,2,blade,255,Soissons
3305,10.1536274564,MS,21.05,2,sheath,255,Soissons
3309,34.0,MS,51.2776126713,3,blade,255,Soissons
3307,0.292168116784,MS,26.25,3,internode,255,Soissons
3308,15.8336269741,MS,33.4,3,sheath,255,Soissons
3312,34.6,MS,66.9804811676,4,blade,255,Soissons
3310,3.75734481369,MS,42.7,4,internode,255,Soissons
3311,18.6767683256,MS,52.25,4,sheath,255,Soissons
3313,8.1367249728,MS,63.2,5,internode,255,Soissons
3314,47.1238898038,MS,71.4,6,internode,255,Soissons
3317,16.0,MS,22.194383965,1,blade,256,Soissons
3315,3.14159265359,MS,2.5,1,internode,256,Soissons
3316,6.22035345411,MS,10.5,1,sheath,256,Soissons
3319,22.8,MS,30.5641315331,2,blade,256,Soissons
3318,10.1536274564,MS,21.05,2,sheath,256,Soissons
3322,34.0,MS,49.6296353898,3,blade,256,Soissons
3320,0.292168116784,MS,26.25,3,internode,256,Soissons
3321,15.8336269741,MS,33.4,3,sheath,256,Soissons
3325,34.6,MS,67.7061824855,4,blade,256,Soissons
3323,3.75734481369,MS,42.7,4,internode,256,Soissons
3324,18.6767683256,MS,52.25,4,sheath,256,Soissons
3326,8.1367249728,MS,63.2,5,internode,256,Soissons
3327,47.1238898038,MS,71.4,6,internode,256,Soissons
3330,16.0,MS,24.412135298,1,blade,257,Soissons
3328,3.14159265359,MS,2.5,1,internode,257,Soissons
3329,6.22035345411,MS,10.5,1,sheath,257,Soissons
3332,22.8,MS,37.0078279864,2,blade,257,Soissons
3331,10.1536274564,MS,21.05,2,sheath,257,Soissons
3335,34.0,MS,47.1352222041,3,blade,257,Soissons
3333,0.292168116784,MS,26.25,3,internode,257,Soissons
3334,15.8336269741,MS,33.4,3,sheath,257,Soissons
3338,34.6,MS,59.8488063484,4,blade,257,Soissons
3336,3.75734481369,MS,42.7,4,internode,257,Soissons
3337,18.6767683256,MS,52.25,4,sheath,257,Soissons
3339,8.1367249728,MS,63.2,5,internode,257,Soissons
3340,47.1238898038,MS,71.4,6,internode,257,Soissons
3343,16.0,MS,12.672595127,1,blade,258,Soissons
3341,3.14159265359,MS,2.5,1,internode,258,Soissons
3342,6.22035345411,MS,10.5,1,sheath,258,Soissons
3345,22.8,MS,35.5388411642,2,blade,258,Soissons
3344,10.1536274564,MS,21.05,2,sheath,258,Soissons
3348,34.0,MS,49.6296353898,3,blade,258,Soissons
3346,0.292168116784,MS,26.25,3,internode,258,Soissons
3347,15.8336269741,MS,33.4,3,sheath,258,Soissons
3351,34.6,MS,67.1671821531,4,blade,258,Soissons
3349,3.75734481369,MS,42.7,4,internode,258,Soissons
3350,18.6767683256,MS,52.25,4,sheath,258,Soissons
3352,8.1367249728,MS,63.2,5,internode,258,Soissons
3353,47.1238898038,MS,71.4,6,internode,258,Soissons
3356,16.0,MS,19.1777896104,1,blade,259,Soissons
3354,3.14159265359,MS,2.5,1,internode,259,Soissons
3355,6.22035345411,MS,10.5,1,sheath,259,Soissons
3358,22.8,MS,36.9378953704,2,blade,259,Soissons
3357,10.1536274564,MS,21.05,2,sheath,259,Soissons
3361,34.0,MS,48.3173664836,3,blade,259,Soissons
3359,0.292168116784,MS,26.25,3,internode,259,Soissons
3360,15.8336269741,MS,33.4,3,sheath,259,Soissons
3364,34.6,MS,59.8488063484,4,blade,259,Soissons
3362,3.75734481369,MS,42.7,4,internode,259,Soissons
3363,18.6767683256,MS,52.25,4,sheath,259,Soissons
3365,8.1367249728,MS,63.2,5,internode,259,Soissons
3366,47.1238898038,MS,71.4,6,internode,259,Soissons
3369,16.0,MS,24.2963155489,1,blade,260,Soissons
3367,3.14159265359,MS,2.5,1,internode,260,Soissons
3368,6.22035345411,MS,10.5,1,sheath,260,Soissons
3371,22.8,MS,30.771457565,2,blade,260,Soissons
3370,10.1536274564,MS,21.05,2,sheath,260,Soissons
3374,34.0,MS,38.760353583,3,blade,260,Soissons
3372,0.292168116784,MS,26.25,3,internode,260,Soissons
3373,15.8336269741,MS,33.4,3,sheath,260,Soissons
3377,34.6,MS,58.9115635031,4,blade,260,Soissons
3375,3.75734481369,MS,42.7,4,internode,260,Soissons
3376,18.6767683256,MS,52.25,4,sheath,260,Soissons
3378,8.1367249728,MS,63.2,5,internode,260,Soissons
3379,47.1238898038,MS,71.4,6,internode,260,Soissons
3382,16.0,MS,21.2639698903,1,blade,261,Soissons
3380,3.14159265359,MS,2.5,1,internode,261,Soissons
3381,6.22035345411,MS,10.5,1,sheath,261,Soissons
3384,22.8,MS,30.771457565,2,blade,261,Soissons
3383,10.1536274564,MS,21.05,2,sheath,261,Soissons
3387,34.0,MS,48.3173664836,3,blade,261,Soissons
3385,0.292168116784,MS,26.25,3,internode,261,Soissons
3386,15.8336269741,MS,33.4,3,sheath,261,Soissons
3390,34.6,MS,63.3348996245,4,blade,261,Soissons
3388,3.75734481369,MS,42.7,4,internode,261,Soissons
3389,18.6767683256,MS,52.25,4,sheath,261,Soissons
3391,8.1367249728,MS,63.2,5,internode,261,Soissons
3392,47.1238898038,MS,71.4,6,internode,261,Soissons
3395,16.0,MS,23.3631473781,1,blade,262,Soissons
3393,3.14159265359,MS,2.5,1,internode,262,Soissons
3394,6.22035345411,MS,10.5,1,sheath,262,Soissons
3397,22.8,MS,34.8077422808,2,blade,262,Soissons
3396,10.1536274564,MS,21.05,2,sheath,262,Soissons
3400,34.0,MS,40.6633120358,3,blade,262,Soissons
3398,0.292168116784,MS,26.25,3,internode,262,Soissons
3399,15.8336269741,MS,33.4,3,sheath,262,Soissons
3403,34.6,MS,67.4177282347,4,blade,262,Soissons
3401,3.75734481369,MS,42.7,4,internode,262,Soissons
3402,18.6767683256,MS,52.25,4,sheath,262,Soissons
3404,8.1367249728,MS,63.2,5,internode,262,Soissons
3405,47.1238898038,MS,71.4,6,internode,262,Soissons
3408,16.0,MS,23.1085331504,1,blade,263,Soissons
3406,3.14159265359,MS,2.5,1,internode,263,Soissons
3407,6.22035345411,MS,10.5,1,sheath,263,Soissons
3410,22.8,MS,35.5388411642,2,blade,263,Soissons
3409,10.1536274564,MS,21.05,2,sheath,263,Soissons
3413,34.0,MS,46.8821286358,3,blade,263,Soissons
3411,0.292168116784,MS,26.25,3,internode,263,Soissons
3412,15.8336269741,MS,33.4,3,sheath,263,Soissons
3416,34.6,MS,66.9804811676,4,blade,263,Soissons
3414,3.75734481369,MS,42.7,4,internode,263,Soissons
3415,18.6767683256,MS,52.25,4,sheath,263,Soissons
3417,8.1367249728,MS,63.2,5,internode,263,Soissons
3418,47.1238898038,MS,71.4,6,internode,263,Soissons
3421,16.0,MS,25.157729273,1,blade,264,Soissons
3419,3.14159265359,MS,2.5,1,internode,264,Soissons
3420,6.22035345411,MS,10.5,1,sheath,264,Soissons
3423,22.8,MS,34.5610070054,2,blade,264,Soissons
3422,10.1536274564,MS,21.05,2,sheath,264,Soissons
3426,34.0,MS,51.779545412,3,blade,264,Soissons
3424,0.292168116784,MS,26.25,3,internode,264,Soissons
3425,15.8336269741,MS,33.4,3,sheath,264,Soissons
3429,34.6,MS,67.4177282347,4,blade,264,Soissons
3427,3.75734481369,MS,42.7,4,internode,264,Soissons
3428,18.6767683256,MS,52.25,4,sheath,264,Soissons
3430,8.1367249728,MS,63.2,5,internode,264,Soissons
3431,47.1238898038,MS,71.4,6,internode,264,Soissons
3434,16.0,MS,24.4667996798,1,blade,265,Soissons
3432,3.14159265359,MS,2.5,1,internode,265,Soissons
3433,6.22035345411,MS,10.5,1,sheath,265,Soissons
3436,22.8,MS,24.2379240015,2,blade,265,Soissons
3435,10.1536274564,MS,21.05,2,sheath,265,Soissons
3439,34.0,MS,49.3652139021,3,blade,265,Soissons
3437,0.292168116784,MS,26.25,3,internode,265,Soissons
3438,15.8336269741,MS,33.4,3,sheath,265,Soissons
3442,34.6,MS,67.4177282347,4,blade,265,Soissons
3440,3.75734481369,MS,42.7,4,internode,265,Soissons
3441,18.6767683256,MS,52.25,4,sheath,265,Soissons
3443,8.1367249728,MS,63.2,5,internode,265,Soissons
3444,47.1238898038,MS,71.4,6,internode,265,Soissons
3447,16.0,MS,23.8788511329,1,blade,266,Soissons
3445,3.14159265359,MS,2.5,1,internode,266,Soissons
3446,6.22035345411,MS,10.5,1,sheath,266,Soissons
3449,22.8,MS,29.3869495669,2,blade,266,Soissons
3448,10.1536274564,MS,21.05,2,sheath,266,Soissons
3452,34.0,MS,52.3358386849,3,blade,266,Soissons
3450,0.292168116784,MS,26.25,3,internode,266,Soissons
3451,15.8336269741,MS,33.4,3,sheath,266,Soissons
3455,34.6,MS,57.5197632462,4,blade,266,Soissons
3453,3.75734481369,MS,42.7,4,internode,266,Soissons
3454,18.6767683256,MS,52.25,4,sheath,266,Soissons
3456,8.1367249728,MS,63.2,5,internode,266,Soissons
3457,47.1238898038,MS,71.4,6,internode,266,Soissons
3460,16.0,MS,24.1337857544,1,blade,267,Soissons
3458,3.14159265359,MS,2.5,1,internode,267,Soissons
3459,6.22035345411,MS,10.5,1,sheath,267,Soissons
3462,22.8,MS,29.3869495669,2,blade,267,Soissons
3461,10.1536274564,MS,21.05,2,sheath,267,Soissons
3465,34.0,MS,49.9691195119,3,blade,267,Soissons
3463,0.292168116784,MS,26.25,3,internode,267,Soissons
3464,15.8336269741,MS,33.4,3,sheath,267,Soissons
3468,34.6,MS,66.2101883856,4,blade,267,Soissons
