t,plant,axis,Conc_Nitrates_Soil,Tsoil,mineralisation,nitrates,volume
847,1,MS,44974.06744823058,15.0,0.007379999999999999,44974.06744823058,1
848,1,MS,44959.22516314877,15.0,0.007379999999999999,44959.22516314877,1
849,1,MS,44944.335235433755,15.0,0.007379999999999999,44944.335235433755,1
850,1,MS,44930.73905406004,15.0,0.007379999999999999,44930.73905406004,1
851,1,MS,44916.573812182665,15.0,0.007379999999999999,44916.573812182665,1
852,1,MS,44903.02639463425,15.0,0.007379999999999999,44903.02639463425,1
853,1,MS,44888.21829795924,15.0,0.007379999999999999,44888.21829795924,1
854,1,MS,44873.464055686425,15.0,0.007379999999999999,44873.464055686425,1
855,1,MS,44856.87903938261,15.0,0.007379999999999999,44856.87903938261,1
856,1,MS,44840.128658264315,15.0,0.007379999999999999,44840.128658264315,1
857,1,MS,44821.33676900634,15.0,0.007379999999999999,44821.33676900634,1
858,1,MS,44802.6098816398,15.0,0.007379999999999999,44802.6098816398,1
859,1,MS,44782.09189862439,15.0,0.007379999999999999,44782.09189862439,1
860,1,MS,44762.263540253814,15.0,0.007379999999999999,44762.263540253814,1
861,1,MS,44741.28903022807,15.0,0.007379999999999999,44741.28903022807,1
862,1,MS,44721.71972787712,15.0,0.007379999999999999,44721.71972787712,1
863,1,MS,44701.662906765356,15.0,0.007379999999999999,44701.662906765356,1
864,1,MS,44683.43931188208,15.0,0.007379999999999999,44683.43931188208,1
865,1,MS,44665.13961517997,15.0,0.007379999999999999,44665.13961517997,1
866,1,MS,44648.787528851084,15.0,0.007379999999999999,44648.787528851084,1
867,1,MS,44632.57113400044,15.0,0.007379999999999999,44632.57113400044,1
868,1,MS,44618.22836284812,15.0,0.007379999999999999,44618.22836284812,1
869,1,MS,44604.096672254374,15.0,0.007379999999999999,44604.096672254374,1
870,1,MS,44591.64828163281,15.0,0.007379999999999999,44591.64828163281,1
871,1,MS,44579.34372979498,15.0,0.007379999999999999,44579.34372979498,1
872,1,MS,44568.3613580588,15.0,0.007379999999999999,44568.3613580588,1
873,1,MS,44557.23673543792,15.0,0.007379999999999999,44557.23673543792,1
874,1,MS,44546.981196097455,15.0,0.007379999999999999,44546.981196097455,1
875,1,MS,44536.19583208748,15.0,0.007379999999999999,44536.19583208748,1
876,1,MS,44525.85155693688,15.0,0.007379999999999999,44525.85155693688,1
877,1,MS,44514.54769913248,15.0,0.007379999999999999,44514.54769913248,1
878,1,MS,44503.34285460812,15.0,0.007379999999999999,44503.34285460812,1
879,1,MS,44490.81249292002,15.0,0.007379999999999999,44490.81249292002,1
880,1,MS,44478.236001555095,15.0,0.007379999999999999,44478.236001555095,1
881,1,MS,44464.214896490565,15.0,0.007379999999999999,44464.214896490565,1
882,1,MS,44450.41196478719,15.0,0.007379999999999999,44450.41196478719,1
883,1,MS,44435.49388754171,15.0,0.007379999999999999,44435.49388754171,1
884,1,MS,44421.3214799014,15.0,0.007379999999999999,44421.3214799014,1
885,1,MS,44406.534080516394,15.0,0.007379999999999999,44406.534080516394,1
886,1,MS,44392.934103247884,15.0,0.007379999999999999,44392.934103247884,1
887,1,MS,44379.12926892378,15.0,0.007379999999999999,44379.12926892378,1
888,1,MS,44366.71976587345,15.0,0.007379999999999999,44366.71976587345,1
889,1,MS,44354.34618402723,15.0,0.007379999999999999,44354.34618402723,1
890,1,MS,44343.378623970755,15.0,0.007379999999999999,44343.378623970755,1
891,1,MS,44332.55313354472,15.0,0.007379999999999999,44332.55313354472,1
892,1,MS,44323.03563999315,15.0,0.007379999999999999,44323.03563999315,1
893,1,MS,44313.68514005436,15.0,0.007379999999999999,44313.68514005436,1
894,1,MS,44305.4731515821,15.0,0.007379999999999999,44305.4731515821,1
895,1,MS,44297.327598919706,15.0,0.007379999999999999,44297.327598919706,1
896,1,MS,44289.97760654601,15.0,0.007379999999999999,44289.97760654601,1
897,1,MS,44282.349229999934,15.0,0.007379999999999999,44282.349229999934,1
898,1,MS,44275.071851603156,15.0,0.007379999999999999,44275.071851603156,1
899,1,MS,44267.098380259675,15.0,0.007379999999999999,44267.098380259675,1
900,1,MS,44259.145615946065,15.0,0.007379999999999999,44259.145615946065,1
901,1,MS,44249.999248341184,15.0,0.007379999999999999,44249.999248341184,1
902,1,MS,44239.859622333744,15.0,0.007379999999999999,44239.859622333744,1
903,1,MS,44226.784459323964,15.0,0.007379999999999999,44226.784459323964,1
904,1,MS,44211.63042181769,15.0,0.007379999999999999,44211.63042181769,1
905,1,MS,44192.37214393851,15.0,0.007379999999999999,44192.37214393851,1
906,1,MS,44170.90221225591,15.0,0.007379999999999999,44170.90221225591,1
907,1,MS,44144.8426043685,15.0,0.007379999999999999,44144.8426043685,1
908,1,MS,44116.90623844818,15.0,0.007379999999999999,44116.90623844818,1
909,1,MS,44084.231381683785,15.0,0.007379999999999999,44084.231381683785,1
910,1,MS,44050.215843623926,15.0,0.007379999999999999,44050.215843623926,1
911,1,MS,44011.49813555129,15.0,0.007379999999999999,44011.49813555129,1
912,1,MS,43972.063713391886,15.0,0.007379999999999999,43972.063713391886,1
