mstruct,Dry_Mass,nitrates,organ,S_grain_structure,Unloading_Sucrose,starch,Respi_growth,S_cytokinins,axis,N_tot,Conc_Nitrates,AA_consumption_mstruct,cytokinins,R_residual,Conc_Amino_Acids,regul_transpiration,sucrose_consumption_mstruct,RGR_Structure,R_Nnit_upt,Conc_cytokinins,S_Proteins,plant,synthetized_mstruct,amino_acids,HATS_LATS,Export_cytokinins,Conc_Sucrose,R_grain_growth_starch,Export_Amino_Acids,Uptake_Nitrates,N_exudation,sum_respi,R_Nnit_red,S_grain_starch,sucrose,S_Amino_Acids,Total_Organic_Nitrogen,Nstruct,Unloading_Amino_Acids,R_grain_growth_struct,senesced_mstruct,structure,age_from_flowering,t,Export_Nitrates,Proteins_N_Mass,WSC_g,C_exudation,proteins
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006212,NA,NA,NA,NA,62.88347696522852,NA,NA,NA,NA,NA,NA,1,NA,4.43698588,NA,NA,224.15238278780154,NA,NA,NA,NA,NA,NA,NA,151.83297183,NA,NA,NA,NA,NA,NA,NA,NA,30.00000000,NA,NA,0.004338084909359442,NA,NA
0.03595961,NA,25.45409710,roots,NA,49.35569537,NA,0.67291251,0.93706559,MS,0.00057109,707.8524547784423,0.01948588,9.44072156,0.05300987,55.19865611947224,0.00002462,1.95404439,NA,0.06214328,262.53682884211264,NA,1,NA,2.48115257,1.13090422,0.00139756,174.92074070712752,NA,0.00989722,0.15653218,0.32447649,0.19530303,0.08039538,NA,75.48097611,1.12914815,15.33794130,0.00018000,1.44231204,NA,0.00000000,NA,NA,30.00000000,0.01128171,NA,0.0021565993173035137,9.87113907,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006070,NA,NA,NA,NA,61.354680904954606,NA,NA,NA,NA,NA,NA,1,NA,4.33574687,NA,NA,219.9624892845031,NA,NA,NA,NA,NA,NA,NA,149.22310634,NA,NA,NA,NA,NA,NA,NA,NA,31.00000000,NA,NA,0.004263517323903179,NA,NA
0.03601398,NA,25.54962112,roots,NA,47.98637082,NA,0.67060548,0.93248941,MS,0.00057331,709.4361636966289,0.01941908,9.47199074,0.05295448,56.09019554258485,0.00003917,1.94734510,NA,0.06139795,263.00870545017096,NA,1,NA,2.52503911,1.13686990,0.00223073,171.0348846635171,NA,0.01602397,0.15465478,0.32785282,0.19486462,0.08072986,NA,73.91576678,1.13213414,15.40124691,0.00018027,1.39426636,NA,0.00000000,NA,NA,31.00000000,0.01801541,NA,0.0021118790508146737,9.59727416,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005931,NA,NA,NA,NA,59.85637452186798,NA,NA,NA,NA,NA,NA,1,NA,4.23625211,NA,NA,215.68042829979584,NA,NA,NA,NA,NA,NA,NA,146.53904622,NA,NA,NA,NA,NA,NA,NA,NA,32.00000000,NA,NA,0.004186829891953519,NA,NA
0.03606736,NA,25.63710218,roots,NA,46.98446981,NA,0.65839164,0.91915339,MS,0.00057533,710.8116219487296,0.01906540,9.50220289,0.05248432,56.84766641042011,0.00005001,1.91187782,NA,0.06013446,263.4570865958242,NA,1,NA,2.56293191,1.13311896,0.00285673,167.21974596039902,NA,0.02076246,0.15147219,0.33276541,0.19277148,0.08034608,NA,72.37410726,1.12508438,15.45820511,0.00018053,1.35825955,NA,0.00000000,NA,NA,32.00000000,0.02307640,NA,0.0020678316360010223,9.39689396,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005804,NA,NA,NA,NA,58.49319508710882,NA,NA,NA,NA,NA,NA,1,NA,4.14600683,NA,NA,211.40472375997106,NA,NA,NA,NA,NA,NA,NA,143.85023939,NA,NA,NA,NA,NA,NA,NA,NA,33.00000000,NA,NA,0.004110006839832306,NA,NA
0.03612037,NA,25.71859114,roots,NA,45.03296904,NA,0.65374258,0.91177040,MS,0.00057719,712.0245542089631,0.01893077,9.53172623,0.05229485,57.482333776337846,0.00005811,1.89837757,NA,0.05930613,263.8878265475078,NA,1,NA,2.59535404,1.13816826,0.00333015,163.33492875580075,NA,0.02443343,0.14938572,0.33017537,0.19198013,0.08055230,NA,70.79661890,1.12631675,15.50955800,0.00018080,1.29792622,NA,0.00000000,NA,NA,33.00000000,0.02690249,NA,0.0020227605399884205,9.00659381,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005686,NA,NA,NA,NA,57.21591853063998,NA,NA,NA,NA,NA,NA,1,NA,4.06145644,NA,NA,207.18074621732984,NA,NA,NA,NA,NA,NA,NA,141.18402259,NA,NA,NA,NA,NA,NA,NA,NA,34.00000000,NA,NA,0.0040338292167437124,NA,NA
0.03617208,NA,25.79022933,roots,NA,43.61830729,NA,0.63768502,0.89428236,MS,0.00057880,712.9872732189389,0.01846578,9.55984801,0.05162059,57.94899063678371,0.00007222,1.85174865,NA,0.05788781,264.28807112695273,NA,1,NA,2.62016907,1.13164787,0.00415103,159.53029896171896,NA,0.03065705,0.14581313,0.33008840,0.18927175,0.07990700,NA,69.24650384,1.11569682,15.55283882,0.00018106,1.25477269,NA,0.00000000,NA,NA,34.00000000,0.03352847,NA,0.0019784715382337,8.72366146,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005576,NA,NA,NA,NA,56.03321119925516,NA,NA,NA,NA,NA,NA,1,NA,3.98318531,NA,NA,203.0384477660951,NA,NA,NA,NA,NA,NA,NA,138.55892869,NA,NA,NA,NA,NA,NA,NA,NA,35.00000000,NA,NA,0.00395882653391663,NA,NA
0.03622190,NA,25.86237109,roots,NA,42.29739344,NA,0.61445432,0.87044192,MS,0.00058044,713.9982719009639,0.01779308,9.58768882,0.05066463,58.47170298293327,0.00006265,1.78428993,NA,0.05610882,264.6931800598042,NA,1,NA,2.64744492,1.11702352,0.00361121,155.88293280527446,NA,0.02686966,0.14133204,0.33053659,0.18532538,0.07869833,NA,67.75650441,1.09730946,15.59790775,0.00018131,1.21593287,NA,0.00000000,NA,NA,35.00000000,0.02916494,NA,0.0019359001260535814,8.45947869,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005472,NA,NA,NA,NA,54.9007510106567,NA,NA,NA,NA,NA,NA,1,NA,3.90824519,NA,NA,198.9301516645642,NA,NA,NA,NA,NA,NA,NA,135.94879519,NA,NA,NA,NA,NA,NA,NA,NA,36.00000000,NA,NA,0.0038842512912631625,NA,NA
0.03627133,NA,25.94109199,roots,NA,41.04267514,NA,0.60967285,0.86195696,MS,0.00058227,715.1955224981751,0.01765462,9.61632509,0.05048731,59.14075791905426,0.00004401,1.77040521,NA,0.05534773,265.1219404677229,NA,1,NA,2.68139235,1.12284744,0.00254458,152.21103825212035,NA,0.01911894,0.13941493,0.33222718,0.18460609,0.07893753,NA,66.25075948,1.09914474,15.64950980,0.00018155,1.17989157,NA,0.00000000,NA,NA,36.00000000,0.02055177,NA,0.001892878842340229,8.20853503,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005368,NA,NA,NA,NA,53.78859764197348,NA,NA,NA,NA,NA,NA,1,NA,3.83453878,NA,NA,194.85067968789178,NA,NA,NA,NA,NA,NA,NA,133.35093656,NA,NA,NA,NA,NA,NA,NA,NA,37.00000000,NA,NA,0.003810026758997499,NA,NA
0.03632054,NA,26.00201740,roots,NA,39.86967270,NA,0.60698272,0.85475777,MS,0.00058362,715.9038596763631,0.01757672,9.64275912,0.05035259,59.45581497028853,0.00007829,1.76259345,NA,0.05475039,265.49049500881966,NA,1,NA,2.69933440,1.13275292,0.00453849,148.49830225038718,NA,0.03423443,0.13791031,0.33256327,0.18438100,0.07939204,NA,64.72246886,1.10397553,15.68502857,0.00018180,1.14646218,NA,0.00000000,NA,NA,37.00000000,0.03664131,NA,0.0018492133959472526,7.97393454,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005278,NA,NA,NA,NA,52.80500670381242,NA,NA,NA,NA,NA,NA,1,NA,3.76967847,NA,NA,190.87115289433655,NA,NA,NA,NA,NA,NA,NA,130.80993709,NA,NA,NA,NA,NA,NA,NA,NA,38.00000000,NA,NA,0.0037374267739280205,NA,NA
0.03636841,NA,26.04707160,roots,NA,38.43472815,NA,0.59031357,0.83506713,MS,0.00058456,716.2005103607464,0.01709402,9.66691681,0.04959473,59.48321723433944,0.00010560,1.71418857,NA,0.05343410,265.8053411842995,NA,1,NA,2.70413731,1.12761031,0.00613696,144.86661448199888,NA,0.04625837,0.13459470,0.32878252,0.18169994,0.07874026,NA,63.22281583,1.09347121,15.70692550,0.00018204,1.10761132,NA,0.00000000,NA,NA,38.00000000,0.04950830,NA,0.0018063661666828622,7.68694563,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005204,NA,NA,NA,NA,51.997192634445966,NA,NA,NA,NA,NA,NA,1,NA,3.71691886,NA,NA,187.21041944777028,NA,NA,NA,NA,NA,NA,NA,128.47080144,NA,NA,NA,NA,NA,NA,NA,NA,39.00000000,NA,NA,0.0036705943269785286,NA,NA
0.03641341,NA,26.10250256,roots,NA,36.75753421,NA,0.55498893,0.79945097,MS,0.00058580,716.837709149119,0.01607111,9.69168077,0.04809706,59.789247676956506,0.00007334,1.61161071,NA,0.05112205,266.1569413043201,NA,1,NA,2.72141269,1.09947618,0.00427297,141.48476121278125,NA,0.03233116,0.12877090,0.32360748,0.17565348,0.07653628,NA,61.82330469,1.06155098,15.74027199,0.00018226,1.06346945,NA,0.00000000,NA,NA,39.00000000,0.03445613,NA,0.0017663801340128435,7.35150684,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005125,NA,NA,NA,NA,51.14540369278505,NA,NA,NA,NA,NA,NA,1,NA,3.66070748,NA,NA,183.4608685585267,NA,NA,NA,NA,NA,NA,NA,126.05877839,NA,NA,NA,NA,NA,NA,NA,NA,40.00000000,NA,NA,0.003601679382469192,NA,NA
0.03645663,NA,26.14841529,roots,NA,36.26937366,NA,0.53310136,0.77546021,MS,0.00058681,717.2471770500456,0.01543730,9.71481971,0.04715649,59.956683019519524,0.00008654,1.54805226,NA,0.04961269,266.47607278019984,NA,1,NA,2.73227330,1.08681385,0.00505446,138.29617738779342,NA,0.03830541,0.12496900,0.32758668,0.17209111,0.07540058,NA,60.50175161,1.04455902,15.76656989,0.00018248,1.05325126,NA,0.00000000,NA,NA,40.00000000,0.04073229,NA,0.0017286214745750115,7.25387473,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005057,NA,NA,NA,NA,50.406051090643814,NA,NA,NA,NA,NA,NA,1,NA,3.61235905,NA,NA,179.81447656082082,NA,NA,NA,NA,NA,NA,NA,123.70980486,NA,NA,NA,NA,NA,NA,NA,NA,41.00000000,NA,NA,0.003534565853060295,NA,NA
0.03649913,NA,26.19382777,roots,NA,34.61004661,NA,0.52417100,0.76157887,MS,0.00058781,717.6562065895083,0.01517870,9.73766904,0.04674475,60.13059204871942,0.00008319,1.52211972,NA,0.04879105,266.79180622137966,NA,1,NA,2.74339293,1.08930079,0.00487029,135.09299369783113,NA,0.03697293,0.12289937,0.32093982,0.17076289,0.07530493,NA,59.16932220,1.04201914,15.79286822,0.00018269,1.01062252,NA,0.00000000,NA,NA,41.00000000,0.03922404,NA,0.0016905520627755976,6.92200932,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00004998,NA,NA,NA,NA,49.75777644820408,NA,NA,NA,NA,NA,NA,1,NA,3.57033341,NA,NA,176.26981306340505,NA,NA,NA,NA,NA,NA,NA,121.42188932,NA,NA,NA,NA,NA,NA,NA,NA,42.00000000,NA,NA,0.0034691968378190753,NA,NA
0.03654052,NA,26.25098670,roots,NA,32.99232008,NA,0.51041917,0.74330826,MS,0.00058915,718.4076598041406,0.01478048,9.76164691,0.04616834,60.57187417790728,0.00005295,1.48218631,NA,0.04770610,267.1458406753902,NA,1,NA,2.76665943,1.08584379,0.00310743,131.9252230545985,NA,0.02373173,0.12016649,0.31558387,0.16858788,0.07482439,NA,57.84738893,1.03419716,15.83091520,0.00018290,0.97011818,NA,0.00000000,NA,NA,42.00000000,0.02501940,NA,0.001652782540994163,6.59846402,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00004941,NA,NA,NA,NA,49.129945420158535,NA,NA,NA,NA,NA,NA,1,NA,3.52956475,NA,NA,172.83915473507633,NA,NA,NA,NA,NA,NA,NA,119.20328907,NA,NA,NA,NA,NA,NA,NA,NA,43.00000000,NA,NA,0.0034058082592588503,NA,NA
0.03658061,NA,26.30245452,roots,NA,31.57753760,NA,0.49443475,0.72289965,MS,0.00059034,719.0273149674688,0.01431761,9.78452435,0.04548720,60.92629223480887,0.00005935,1.43576978,NA,0.04653279,267.4784691933982,NA,1,NA,2.78590082,1.07990701,0.00349096,128.82768619606847,NA,0.02678347,0.11721107,0.31112332,0.16607976,0.07415599,NA,56.55113713,1.02383547,15.86447420,0.00018310,0.93499906,NA,0.00000000,NA,NA,43.00000000,0.02809668,NA,0.0016157467752621617,6.31550752,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00004889,NA,NA,NA,NA,48.55495671322332,NA,NA,NA,NA,NA,NA,1,NA,3.49231248,NA,NA,169.54630887529746,NA,NA,NA,NA,NA,NA,NA,117.06824222,NA,NA,NA,NA,NA,NA,NA,NA,44.00000000,NA,NA,0.0033448069204620972,NA,NA
0.03661865,NA,26.35145625,roots,NA,30.30107211,NA,0.46924450,0.69497446,MS,0.00059148,719.618407286236,0.01358816,9.80651496,0.04441354,61.27702283111064,0.00005739,1.36262080,NA,0.04490572,267.8010888872431,NA,1,NA,2.80485249,1.06199723,0.00338348,125.89997030272549,NA,0.02607687,0.11311264,0.30724780,0.16190196,0.07267362,NA,55.32344686,1.00232651,15.89701403,0.00018329,0.90392416,NA,0.00000000,NA,NA,44.00000000,0.02722122,NA,0.0015806699103832482,6.06021442,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005051,NA,NA,NA,NA,50.10539782733282,NA,NA,NA,NA,NA,NA,1,NA,3.60774772,NA,NA,171.74577797499924,NA,NA,NA,NA,NA,NA,NA,118.71591628,NA,NA,NA,NA,NA,NA,NA,NA,45.00000000,NA,NA,0.0033918833221693342,NA,NA
0.03665393,NA,26.28110466,roots,NA,34.44215619,NA,0.43505865,0.66216390,MS,0.00058947,717.0065138703177,0.01259822,9.81285919,0.04274228,59.3473616553074,0.00030207,1.26334986,NA,0.04314478,267.71644689058473,NA,1,NA,2.71914235,1.03603436,0.01782089,123.5904674979281,NA,0.13306436,0.10867704,0.34456054,0.15648351,0.07039897,NA,54.36091218,0.97001977,15.82390212,0.00018347,1.04668872,NA,0.00000000,NA,NA,45.00000000,0.14289956,NA,0.0015531689195433104,6.88843124,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005162,NA,NA,NA,NA,51.158165484366826,NA,NA,NA,NA,NA,NA,1,NA,3.68743551,NA,NA,182.73618932639658,NA,NA,NA,NA,NA,NA,NA,126.44605047,NA,NA,NA,NA,NA,NA,NA,NA,46.00000000,NA,NA,0.003612744299244955,NA,NA
0.03668784,NA,26.05456856,roots,NA,47.07369036,NA,0.41819736,0.64723869,MS,0.00058355,710.1691444481959,0.01210996,9.79907084,0.04159669,54.74816994637693,0.00063356,1.21438701,NA,0.04272770,267.09318721670223,NA,1,NA,2.51073980,1.03500431,0.03732425,122.29258724479077,NA,0.25769379,0.10762645,0.43904242,0.15439016,0.06954328,NA,53.83980349,0.95734378,15.62760952,0.00018364,1.37276884,NA,0.00000000,NA,NA,46.00000000,0.29712803,NA,0.0015382800997551912,9.41473807,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005403,NA,NA,NA,NA,53.485972930623184,NA,NA,NA,NA,NA,NA,1,NA,3.85940094,NA,NA,197.9361306519244,NA,NA,NA,NA,NA,NA,NA,137.11226580,NA,NA,NA,NA,NA,NA,NA,NA,47.00000000,NA,NA,0.003917493308513568,NA,NA
0.03672247,NA,25.81919131,roots,NA,64.96095503,NA,0.42718557,0.65686917,MS,0.00057781,703.0896880593459,0.01237024,9.78392773,0.04167686,50.621114364537156,0.00066223,1.24048752,NA,0.04385883,266.42889834794795,NA,1,NA,2.32366556,1.06378075,0.03895306,122.10118583859906,NA,0.24928608,0.11047565,0.56107767,0.15679166,0.07078479,NA,53.80628839,0.97351549,15.45290553,0.00018381,1.82850433,NA,0.00000000,NA,NA,47.00000000,0.30776875,NA,0.0015373225254639322,12.99219101,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00005694,NA,NA,NA,NA,56.30520868181817,NA,NA,NA,NA,NA,NA,1,NA,4.06744843,NA,NA,219.06869590708635,NA,NA,NA,NA,NA,NA,NA,151.92352869,NA,NA,NA,NA,NA,NA,NA,NA,48.00000000,NA,NA,0.0043406722481922535,NA,NA
0.03675871,NA,25.37637564,roots,NA,94.06595055,NA,0.44696865,0.68214512,MS,0.00056755,690.3499563553346,0.01294311,9.74217206,0.04204749,43.97930465890422,0.00113053,1.29793483,NA,0.04628050,265.03028444877145,NA,1,NA,2.02077828,1.11084041,0.06621492,123.65679825698253,NA,0.37009634,0.11657558,0.69698202,0.16200086,0.07286883,NA,54.54557650,1.00118961,15.16296135,0.00018399,2.51842757,NA,0.00000000,NA,NA,48.00000000,0.51639641,NA,0.0015584450428619708,18.81319011,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006166,NA,NA,NA,NA,60.89903319849883,NA,NA,NA,NA,NA,NA,1,NA,4.40459631,NA,NA,239.5196389841584,NA,NA,NA,NA,NA,NA,NA,166.30605977,NA,NA,NA,NA,NA,NA,NA,NA,49.00000000,NA,NA,0.0047516017076272305,NA,NA
0.03679723,NA,25.00417421,roots,NA,123.06702979,NA,0.47502763,0.71839631,MS,0.00055978,679.5124341223172,0.01375563,9.70917504,0.04304768,39.66596989831949,0.00100587,1.37941420,NA,0.04928649,263.8561509524031,NA,1,NA,1.82449719,1.15825859,0.05871402,126.87156389386801,NA,0.29730262,0.12414734,0.80159365,0.16815063,0.07529195,NA,56.02226290,1.03339951,14.98043589,0.00018418,3.25941572,NA,0.00000000,NA,NA,49.00000000,0.45271568,NA,0.0016006360828659805,24.61340596,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006648,NA,NA,NA,NA,65.57275350279147,NA,NA,NA,NA,NA,NA,1,NA,4.74853725,NA,NA,254.88970702107494,NA,NA,NA,NA,NA,NA,NA,177.19846687,NA,NA,NA,NA,NA,NA,NA,NA,50.00000000,NA,NA,0.00506281333904466,NA,NA
0.03683752,NA,24.77353792,roots,NA,143.39734479,NA,0.49694077,0.74888854,MS,0.00055574,672.5082835667605,0.01439018,9.69448983,0.04400354,38.050210074616,0.00071363,1.44304692,NA,0.05169321,263.1688997461121,NA,1,NA,1.75209426,1.18168277,0.04159255,131.22942756669775,NA,0.20255551,0.13020960,0.86621499,0.17247925,0.07661142,NA,58.01000129,1.05035947,14.92242313,0.00018438,3.84273999,NA,0.00000000,NA,NA,50.00000000,0.31822340,NA,0.0016574286082614317,28.67946896,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007013,NA,NA,NA,NA,69.09102042636793,NA,NA,NA,NA,NA,NA,1,NA,5.00963317,NA,NA,265.21791887527263,NA,NA,NA,NA,NA,NA,NA,184.61135699,NA,NA,NA,NA,NA,NA,NA,NA,51.00000000,NA,NA,0.005274610199680254,NA,NA
0.03687892,NA,24.62264272,roots,NA,154.15038916,NA,0.51065068,0.76953688,MS,0.00055369,667.6616182543916,0.01478718,9.69025380,0.04466899,37.78457875592074,0.00054867,1.48285861,NA,0.05338565,262.7585759431404,NA,1,NA,1.74181831,1.18419502,0.03196421,136.17423612642708,NA,0.15482022,0.13447268,0.89109299,0.17485726,0.07681612,NA,60.26351323,1.05198349,14.92693436,0.00018459,4.18304115,NA,0.00000000,NA,NA,51.00000000,0.24317391,NA,0.001721814663603083,30.83007783,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007248,NA,NA,NA,NA,71.30635774662242,NA,NA,NA,NA,NA,NA,1,NA,5.17684370,NA,NA,264.8145849943511,NA,NA,NA,NA,NA,NA,NA,184.56524911,NA,NA,NA,NA,NA,NA,NA,NA,52.00000000,NA,NA,0.005273292831757302,NA,NA
0.03692131,NA,24.65008965,roots,NA,146.28349530,NA,0.52279874,0.78309074,MS,0.00055566,667.6384706668581,0.01513896,9.70959608,0.04541016,39.86806085494285,0.00015385,1.51813488,NA,0.05436466,262.9807830128562,NA,1,NA,1.83997649,1.17593425,0.00898100,140.48157753990924,NA,0.04585976,0.13693868,0.86488791,0.17612658,0.07669383,NA,62.24117331,1.04910290,15.04023151,0.00018480,4.10308438,NA,0.00000000,NA,NA,52.00000000,0.06826460,NA,0.0017783192372922126,29.25669906,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007280,NA,NA,NA,NA,71.53514306732315,NA,NA,NA,NA,NA,NA,1,NA,5.19989180,NA,NA,260.6752744099462,NA,NA,NA,NA,NA,NA,NA,181.90554144,NA,NA,NA,NA,NA,NA,NA,NA,53.00000000,NA,NA,0.0051973011840440115,NA,NA
0.03696313,NA,24.70468310,roots,NA,131.41740302,NA,0.51569497,0.77770092,MS,0.00055809,668.3602013086594,0.01493325,9.73240494,0.04535163,42.06289811331975,0.00009334,1.49750653,NA,0.05403626,263.3003669394221,NA,1,NA,1.94347031,1.14662628,0.00546120,143.8729827254171,NA,0.02938612,0.13611148,0.80044517,0.17418913,0.07515556,NA,63.81594425,1.02689774,15.15865858,0.00018501,3.75665453,NA,0.00000000,NA,NA,53.00000000,0.04150506,NA,0.0018233126929032848,26.28348060,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007226,NA,NA,NA,NA,70.9204650121972,NA,NA,NA,NA,NA,NA,1,NA,5.16116869,NA,NA,255.6713452057433,NA,NA,NA,NA,NA,NA,NA,178.61987007,NA,NA,NA,NA,NA,NA,NA,NA,54.00000000,NA,NA,0.005103424859090072,NA,NA
0.03700358,NA,24.76749971,roots,NA,117.97181869,NA,0.49887824,0.76444649,MS,0.00056053,669.3271811686313,0.01444628,9.75604273,0.04494729,44.12715091489353,0.00007282,1.44867307,NA,0.05316371,263.6513436937956,NA,1,NA,2.04107802,1.11165951,0.00427100,146.53707171542575,NA,0.02407751,0.13391363,0.74010854,0.17095844,0.07317726,NA,65.06874934,0.99877407,15.27071257,0.00018521,3.40876106,NA,0.00000000,NA,NA,54.00000000,0.03246322,NA,0.0018591071240382905,23.59436374,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007133,NA,NA,NA,NA,69.92959288450795,NA,NA,NA,NA,NA,NA,1,NA,5.09493901,NA,NA,250.39192667878677,NA,NA,NA,NA,NA,NA,NA,175.13362822,NA,NA,NA,NA,NA,NA,NA,NA,55.00000000,NA,NA,0.00500381794906096,NA,NA
0.03704325,NA,24.84327044,roots,NA,105.95472410,NA,0.48932277,0.75706631,MS,0.00056314,670.6557710785885,0.01416958,9.78125464,0.04485138,46.162493282445446,0.00004272,1.42092531,NA,0.05267138,264.04956989290235,NA,1,NA,2.13751106,1.08974452,0.00251221,148.49742625918054,NA,0.01479335,0.13267351,0.68619795,0.16921349,0.07201324,NA,66.00993020,0.98183403,15.38131519,0.00018541,3.08240549,NA,0.00000000,NA,NA,55.00000000,0.01910401,NA,0.0018859980057577264,21.19094482,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00007012,NA,NA,NA,NA,68.67042373306681,NA,NA,NA,NA,NA,NA,1,NA,5.00880771,NA,NA,245.15602831631503,NA,NA,NA,NA,NA,NA,NA,171.66368921,NA,NA,NA,NA,NA,NA,NA,NA,56.00000000,NA,NA,0.004904676834443881,NA,NA
0.03708198,NA,24.91592177,roots,NA,97.83076111,NA,0.47761280,0.74842740,MS,0.00056557,671.9146022009496,0.01383049,9.80590299,0.04467940,47.983012704853294,0.00004794,1.38692117,NA,0.05209029,264.43851722324615,NA,1,NA,2.22413121,1.06892361,0.00282611,150.03407977461399,NA,0.01727260,0.13120979,0.65182616,0.16734923,0.07086944,NA,66.76272340,0.96523024,15.48176583,0.00018561,2.85450856,NA,0.00000000,NA,NA,56.00000000,0.02149967,NA,0.0019075063829306817,19.56615222,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006881,NA,NA,NA,NA,67.31336565178593,NA,NA,NA,NA,NA,NA,1,NA,4.91523441,NA,NA,240.0709204365114,NA,NA,NA,NA,NA,NA,NA,168.28822106,NA,NA,NA,NA,NA,NA,NA,NA,57.00000000,NA,NA,0.004808234887398959,NA,NA
0.03712022,NA,24.98623044,roots,NA,89.76361136,NA,0.47167718,0.74385323,MS,0.00056782,673.1164242360692,0.01365861,9.83017944,0.04468904,49.594778408195104,0.00005233,1.36968498,NA,0.05178211,264.8200677076859,NA,1,NA,2.30121142,1.05666816,0.00309248,151.0944424765994,NA,0.01950735,0.13043354,0.61382779,0.16645507,0.07024431,NA,67.30390919,0.95573039,15.57250464,0.00018580,2.62174731,NA,0.00000000,NA,NA,57.00000000,0.02353423,NA,0.0019229688339920342,17.95272227,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006748,NA,NA,NA,NA,65.93967307391007,NA,NA,NA,NA,NA,NA,1,NA,4.82017544,NA,NA,235.18156971622767,NA,NA,NA,NA,NA,NA,NA,165.04051651,NA,NA,NA,NA,NA,NA,NA,NA,58.00000000,NA,NA,0.004715443328824606,NA,NA
0.03715819,NA,25.05623336,roots,NA,82.41317846,NA,0.46828904,0.74083132,MS,0.00056997,674.3125296083232,0.01356049,9.85439173,0.04476262,51.046837175545924,0.00005236,1.35984629,NA,0.05156536,265.2010667615659,NA,1,NA,2.37101012,1.04889971,0.00310211,151.70165807119423,NA,0.02011205,0.12988755,0.57774200,0.16596914,0.06987950,NA,67.64350913,0.94979533,15.65586383,0.00018599,2.40696035,NA,0.00000000,NA,NA,58.00000000,0.02361545,NA,0.0019326716895028263,16.48263569,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006623,NA,NA,NA,NA,64.64579642112449,NA,NA,NA,NA,NA,NA,1,NA,4.73065318,NA,NA,230.58419128557466,NA,NA,NA,NA,NA,NA,NA,161.98752924,NA,NA,NA,NA,NA,NA,NA,NA,59.00000000,NA,NA,0.004628215121053349,NA,NA
0.03719616,NA,25.13223662,roots,NA,74.90144810,NA,0.46825975,0.73972165,MS,0.00057217,675.6675520240876,0.01355965,9.87942141,0.04493330,52.45469497405501,0.00003867,1.35976123,NA,0.05144980,265.60327987461244,NA,1,NA,2.43889136,1.04594163,0.00229678,151.81271155393628,NA,0.01527833,0.12959648,0.53916936,0.16596178,0.06981121,NA,67.76219418,0.94789859,15.73730472,0.00018618,2.18740773,NA,0.00000000,NA,NA,59.00000000,0.01749331,NA,0.0019360626908863662,14.98028962,NA
NA,NA,NA,phloem,NA,NA,NA,NA,NA,MS,0.00006502,NA,NA,NA,NA,63.398928331642146,NA,NA,NA,NA,NA,NA,1,NA,4.64444583,NA,NA,226.1476447172872,NA,NA,NA,NA,NA,NA,NA,159.04326648,NA,NA,NA,NA,NA,NA,NA,NA,60.00000000,NA,NA,0.004544093327904886,NA,NA
