Cont_WSC_DM,mstruct,S_Fructan,internode_L,Unloading_Sucrose,Respi_growth,AA_consumption_mstruct,Cont_Fructan_DM,axis,Conc_Proteins,leaf_pseudostem_length,sucrose_consumption_mstruct,ratio_DZ,Conc_Amino_Acids,RER,leaf_L,S_Proteins,plant,sum_dry_mass,amino_acids,Conc_Fructan,D_Proteins,delta_leaf_L,metamer,sucrose,N_content,fructan,Nstruct,D_Fructan,Unloading_Amino_Acids,leaf_is_emerged,t,nb_replications,Conc_Sucrose,Cont_Proteins_DM,proteins
5.38022077,0.00000056,77.11523980,0.00000000,0.00008384,0.00002465,0.00000074,2.65140050,MS,2.13893773,0.02900000,0.00007395,1.00000000,71.29457883,0.00000084,0.00018523,119.94911296,1,0.00000187,0.00005006,514.59990374,6.82191709,0.00000056,8,0.00178497,8.86620143,0.00173433,0.00000000,0.00173433,0.00006499,False,52.00000000,3.00000000,264.81300202,57.47478960,0.01158549
5.33531340,0.00000021,77.11531602,0.00000000,0.00003185,0.00000829,0.00000025,2.64111620,MS,2.18091301,0.02900000,0.00002486,1.00000000,71.29786784,0.00000083,0.00008084,119.95319229,1,0.00000071,0.00001881,519.19216735,6.95579284,0.00000024,9,0.00067064,8.92239320,0.00065742,0.00000000,0.00065742,0.00002439,False,52.00000000,3.00000000,264.81343010,57.85905513,0.00443822
5.29501388,0.00000014,77.11533818,0.00000000,0.00002211,0.00000480,0.00000014,2.63667808,MS,2.22532654,0.02900000,0.00001440,1.00000000,71.29887824,0.00000076,0.00005706,119.95444546,1,0.00000049,0.00001291,525.31218697,7.09744510,0.00000016,10,0.00046024,8.97869932,0.00045649,0.00000000,0.00045649,0.00001672,False,52.00000000,3.00000000,264.81355458,58.25148417,0.00310784
11.29477973,0.00214568,0.00154972,0.00005000,-0.27536505,0.20557258,0.00614996,6.07603169,MS,0.50999264,0.02895000,0.61671774,0.00000000,71.49571387,0.00000049,0.10205332,36.02889382,1,0.00367492,0.19175871,607.04365022,1.49517155,0.00018150,3,6.71247312,4.38352174,7.81513095,0.00001068,2.63691867,0.05178338,True,53.00000000,1.00000000,260.69711504,26.62181315,10.55199866
13.40724656,0.00073340,70.20317357,0.00001270,0.04668064,0.09806052,0.00293360,9.22237240,MS,0.84000127,0.02893736,0.29418157,0.23665640,71.47682897,0.00000117,0.03321280,53.63982129,1,0.00156624,0.06552635,1148.88740320,2.46267476,0.00013953,4,2.29408310,5.60271285,5.05556148,0.00000367,2.63720701,0.03743947,True,53.00000000,1.50000000,260.66770069,35.16565756,5.94054584
6.07579877,0.00002056,70.20389754,0.00006351,0.00182208,0.00346930,0.00010379,2.69834882,MS,1.47613168,0.02887414,0.01040791,1.00000000,71.49835141,0.00000260,0.00302826,110.49161032,1,0.00005439,0.00183716,416.51789506,4.32765089,0.00002837,5,0.06430073,7.76683437,0.05137183,0.00000010,0.05137183,0.00217958,False,53.00000000,2.00000000,260.67207055,49.87272989,0.29259775
5.45709704,0.00000383,70.20405107,0.00000000,0.00042253,0.00019644,0.00000588,2.71255364,MS,2.06943461,0.02900000,0.00058931,1.00000000,71.51446878,0.00000093,0.00085456,110.50995730,1,0.00001248,0.00034246,515.26930588,6.06706749,0.00000285,6,0.01198355,8.77076540,0.01184387,0.00000002,0.01184387,0.00039961,False,53.00000000,2.50000000,260.67299729,56.81583386,0.07644789
5.41975605,0.00000130,70.20416242,0.00000000,0.00014489,0.00006237,0.00000187,2.70190798,MS,2.10090949,0.02900000,0.00018710,1.00000000,71.52073438,0.00000088,0.00036495,110.51708907,1,0.00000428,0.00011622,518.28965450,6.15934401,0.00000116,7,0.00406661,8.81551544,0.00404276,0.00000001,0.00404276,0.00013549,False,53.00000000,3.00000000,260.67366939,57.11878650,0.02633708
5.38225926,0.00000056,70.20422436,0.00000000,0.00006367,0.00002375,0.00000071,2.69894150,MS,2.14218587,0.02900000,0.00007125,1.00000000,71.52424959,0.00000081,0.00018577,110.52109008,1,0.00000188,0.00005040,524.38366139,6.28035610,0.00000054,8,0.00176329,8.87007553,0.00177356,0.00000000,0.00177356,0.00005868,False,53.00000000,3.00000000,260.67404325,57.50095881,0.01164418
5.33718655,0.00000021,70.20427914,0.00000000,0.00002424,0.00000798,0.00000024,2.68841320,MS,2.18481060,0.02900000,0.00002394,1.00000000,71.52729269,0.00000080,0.00008108,110.52455366,1,0.00000071,0.00001893,529.15092103,6.40532119,0.00000023,9,0.00066224,8.92695851,0.00067216,0.00000000,0.00067216,0.00002201,False,53.00000000,3.00000000,260.67437389,57.89004306,0.00446024
5.29658924,0.00000015,70.20429486,0.00000000,0.00001687,0.00000462,0.00000014,2.68378048,MS,2.23016600,0.02900000,0.00001386,1.00000000,71.52822849,0.00000073,0.00005721,110.52561875,1,0.00000050,0.00001298,535.51033699,6.53829194,0.00000015,10,0.00045425,8.98427191,0.00046659,0.00000000,0.00046659,0.00001508,False,53.00000000,3.00000000,260.67446880,58.28944711,0.00312292
11.17163276,0.00214740,0.00168145,0.00005000,-0.26189366,0.17205014,0.00514709,6.04548908,MS,0.50993127,0.02895000,0.51615042,0.00000000,70.88447569,0.00000047,0.10222463,33.73921774,1,0.00367243,0.19027184,603.09903927,1.40887628,0.00017131,3,6.58889523,4.38890472,7.77057700,0.00001069,2.53212918,0.04643038,True,54.00000000,1.00000000,255.69249106,26.65803070,10.55919373
13.34820516,0.00073878,65.37243460,0.00001276,0.03732884,0.09332227,0.00279185,9.23196115,MS,0.83608949,0.02893730,0.27996682,0.23585255,70.86568262,0.00000110,0.03334499,50.17485356,1,0.00157324,0.06544228,1146.81794678,2.31001062,0.00013218,4,2.26655004,5.59335820,5.08344545,0.00000369,2.53239088,0.03470049,True,54.00000000,1.50000000,255.66520647,35.10151534,5.95622277
6.06771775,0.00002083,65.37297029,0.00006379,0.00155395,0.00332051,0.00009934,2.74216713,MS,1.46676123,0.02887378,0.00996154,1.00000000,70.88547027,0.00000245,0.00305524,103.46800626,1,0.00005492,0.00184605,421.63603914,4.05247770,0.00002698,5,0.06391986,7.74875239,0.05270674,0.00000010,0.05270674,0.00205372,False,54.00000000,2.00000000,255.66858699,49.74955857,0.29467435
5.44773674,0.00000385,65.37308883,0.00000000,0.00036720,0.00018644,0.00000558,2.75708032,MS,2.07119790,0.02900000,0.00055931,1.00000000,70.90087275,0.00000088,0.00085727,103.48460438,1,0.00001253,0.00034091,523.96202607,5.72246058,0.00000271,6,0.01180143,8.77381792,0.01209277,0.00000002,0.01209277,0.00037281,False,54.00000000,2.50000000,255.66933507,56.83878920,0.07682493
5.41037930,0.00000130,65.37318261,0.00000000,0.00012603,0.00005917,0.00000177,2.74623391,MS,2.10308658,0.02900000,0.00017752,1.00000000,70.90681200,0.00000084,0.00036605,103.49100417,1,0.00000429,0.00011567,527.09542431,5.81056501,0.00000110,7,0.00400376,8.81905188,0.00412713,0.00000001,0.00412713,0.00012637,False,54.00000000,3.00000000,255.66992689,57.14510642,0.02646489
5.37273883,0.00000057,65.37323473,0.00000000,0.00005544,0.00002252,0.00000067,2.74310080,MS,2.14518573,0.02900000,0.00006756,1.00000000,70.91014487,0.00000076,0.00018628,103.49459536,1,0.00000189,0.00005013,533.40366447,5.92687969,0.00000051,8,0.00173524,8.87458289,0.00181011,0.00000000,0.00181011,0.00005471,False,54.00000000,3.00000000,255.67025579,57.53396238,0.01169950
5.32765929,0.00000021,65.37328092,0.00000000,0.00002113,0.00000757,0.00000023,2.73233970,MS,2.18842258,0.02900000,0.00002270,1.00000000,70.91302896,0.00000075,0.00008130,103.49770291,1,0.00000072,0.00001882,538.33738976,6.04633769,0.00000022,9,0.00065148,8.93211237,0.00068587,0.00000000,0.00068587,0.00002051,False,54.00000000,3.00000000,255.67054730,57.92752177,0.00448099
5.28694981,0.00000015,65.37329409,0.00000000,0.00001472,0.00000438,0.00000013,2.72752902,MS,2.23466799,0.02900000,0.00001313,1.00000000,70.91391668,0.00000069,0.00005735,103.49865940,1,0.00000050,0.00001290,544.92724739,6.17410798,0.00000014,10,0.00044666,8.99036890,0.00047600,0.00000000,0.00047600,0.00001405,False,54.00000000,3.00000000,255.67063039,58.33342524,0.00313713
11.04398993,0.00214906,0.00223185,0.00005000,-0.23344742,0.18648341,0.00557888,6.01429724,MS,0.50938953,0.02895000,0.55945024,0.00000000,69.89677275,0.00000045,0.10238937,31.72762403,1,0.00366838,0.18776560,598.86226338,1.33727694,0.00016474,3,6.45778619,4.39185408,7.72195201,0.00001070,2.45511270,0.04170191,True,55.00000000,1.00000000,250.41106493,26.67973881,10.55612809
13.28468251,0.00074396,61.31507367,0.00001281,0.03296559,0.09049393,0.00270724,9.24178215,MS,0.83225129,0.02893724,0.27148180,0.23507578,69.87766414,0.00000106,0.03347254,47.13209156,1,0.00157972,0.06498261,1144.73114439,2.18487108,0.00012755,4,2.23532570,5.58429927,5.10979527,0.00000372,2.45534633,0.03253045,True,55.00000000,1.50000000,250.38644508,35.04130913,5.97047609
6.05215579,0.00002111,61.31552150,0.00006406,0.00142860,0.00323626,0.00009682,2.78253986,MS,1.45765551,0.02887345,0.00970879,1.00000000,69.89615075,0.00000236,0.00308137,97.29740543,1,0.00005541,0.00184397,426.17752289,3.82671602,0.00002613,5,0.06341453,7.73157247,0.05396764,0.00000011,0.05396764,0.00194867,False,55.00000000,2.00000000,250.38937282,49.63401024,0.29665539
5.43304541,0.00000386,61.31562410,0.00000000,0.00033951,0.00018006,0.00000539,2.79869372,MS,2.07267685,0.02900000,0.00054017,1.00000000,69.91093632,0.00000084,0.00085989,97.31265633,1,0.00001258,0.00033747,532.02087358,5.44130329,0.00000261,6,0.01160306,8.77693202,0.01232691,0.00000002,0.01232691,0.00035037,False,55.00000000,2.50000000,250.39004356,56.86328080,0.07718123
5.39573492,0.00000131,61.31570881,0.00000000,0.00011656,0.00005713,0.00000171,2.78766240,MS,2.10496300,0.02900000,0.00017138,1.00000000,69.91659336,0.00000080,0.00036712,97.31849097,1,0.00000431,0.00011447,535.26460592,5.52606265,0.00000106,7,0.00393547,8.82263354,0.00420646,0.00000001,0.00420646,0.00011873,False,55.00000000,3.00000000,250.39059737,57.17283572,0.02658563
5.35804724,0.00000057,61.31575586,0.00000000,0.00005129,0.00002173,0.00000065,2.78438019,MS,2.14785272,0.02900000,0.00006519,1.00000000,69.91976859,0.00000074,0.00018678,97.32176577,1,0.00000189,0.00004959,541.78218028,5.63865906,0.00000049,8,0.00170487,8.87909831,0.00184446,0.00000000,0.00184446,0.00005137,False,55.00000000,3.00000000,250.39090498,57.56810471,0.01175175
5.31304461,0.00000021,61.31579761,0.00000000,0.00001956,0.00000730,0.00000022,2.77340640,MS,2.19167690,0.02900000,0.00002190,1.00000000,69.92251516,0.00000072,0.00008151,97.32459841,1,0.00000072,0.00001861,546.87828386,5.75370866,0.00000021,9,0.00063986,8.93724970,0.00069876,0.00000000,0.00069876,0.00001926,False,55.00000000,3.00000000,250.39117793,57.96595300,0.00450057
5.27232102,0.00000015,61.31580947,0.00000000,0.00001363,0.00000422,0.00000013,2.76843647,MS,2.23877832,0.02900000,0.00001266,1.00000000,69.92336131,0.00000066,0.00005749,97.32547107,1,0.00000050,0.00001276,553.69348694,5.87736186,0.00000014,10,0.00043850,8.99641255,0.00048483,0.00000000,0.00048483,0.00001318,False,55.00000000,3.00000000,250.39125547,58.37808643,0.00315053
10.91775300,0.00215066,0.00321729,0.00005000,-0.20824946,0.17927687,0.00536329,5.98470333,MS,0.50906621,0.02895000,0.53783062,0.00000000,68.63723100,0.00000043,0.10254770,32.38737088,1,0.00366473,0.18451931,594.88034791,1.38276898,0.00015834,3,6.32740739,4.39564229,7.67631760,0.00001070,2.59273271,0.04264144,True,56.00000000,1.00000000,245.17291420,26.70920047,10.55728057
13.22306513,0.00074896,62.60592733,0.00001286,0.03474046,0.08770355,0.00262376,9.25424783,MS,0.82886547,0.02893719,0.26311066,0.23432556,68.61826790,0.00000102,0.03359554,48.06180584,1,0.00158614,0.06423999,1143.25342228,2.25143498,0.00012300,4,2.20327886,5.57643559,5.13747223,0.00000374,2.59296364,0.03316506,True,56.00000000,1.50000000,245.15033735,34.99099387,5.98612122
6.03672173,0.00002137,62.60641904,0.00006432,0.00150063,0.00315147,0.00009428,2.82424349,MS,1.44959625,0.02887313,0.00945442,1.00000000,68.63660564,0.00000226,0.00310666,99.32059698,1,0.00005591,0.00183339,431.05218369,3.93751679,0.00002529,5,0.06286504,7.71628204,0.05526767,0.00000011,0.05526767,0.00200794,False,56.00000000,2.00000000,245.15339562,49.53280913,0.29870525
5.41924002,0.00000388,62.60653114,0.00000000,0.00035351,0.00017371,0.00000520,2.84112996,MS,2.07466990,0.02900000,0.00052112,1.00000000,68.65162289,0.00000081,0.00086241,99.33677459,1,0.00001264,0.00033264,540.32964065,5.63539507,0.00000252,6,0.01140324,8.78058262,0.01256660,0.00000002,0.01256660,0.00035770,False,56.00000000,2.50000000,245.15409287,56.89248843,0.07754655
5.38200111,0.00000131,62.60662268,0.00000000,0.00012133,0.00005510,0.00000165,2.82990715,MS,2.10733682,0.02900000,0.00016529,1.00000000,68.65732508,0.00000077,0.00036814,99.34291690,1,0.00000433,0.00011280,543.68290836,5.72412775,0.00000102,7,0.00386675,8.82671439,0.00428767,0.00000001,0.00428767,0.00012119,False,56.00000000,3.00000000,245.15466226,57.20501155,0.02670940
5.34428106,0.00000057,62.60667353,0.00000000,0.00005337,0.00002095,0.00000063,2.82643304,MS,2.15098448,0.02900000,0.00006284,1.00000000,68.66052635,0.00000071,0.00018726,99.34636516,1,0.00000190,0.00004885,550.40187360,5.84268723,0.00000048,8,0.00167438,8.88405270,0.00187960,0.00000000,0.00187960,0.00005241,False,56.00000000,3.00000000,245.15497850,57.60626135,0.01180528
5.29938381,0.00000021,62.60671864,0.00000000,0.00002034,0.00000703,0.00000021,2.81523326,MS,2.19537071,0.02900000,0.00002110,1.00000000,68.66329440,0.00000070,0.00008171,99.34934669,1,0.00000072,0.00001833,555.65814050,5.96325288,0.00000020,9,0.00062821,8.94277604,0.00071194,0.00000000,0.00071194,0.00001964,False,56.00000000,3.00000000,245.15525910,58.00803892,0.00452063
5.25867264,0.00000015,62.60673146,0.00000000,0.00001417,0.00000407,0.00000012,2.81007446,MS,2.24329351,0.02900000,0.00001220,1.00000000,68.66414793,0.00000064,0.00005762,99.35026604,1,0.00000050,0.00001256,562.69318642,6.09342487,0.00000013,10,0.00043033,9.00278402,0.00049386,0.00000000,0.00049386,0.00001343,False,56.00000000,3.00000000,245.15533884,58.42596390,0.00316425
10.79482786,0.00215223,0.00476627,0.00005000,-0.18252107,0.17482979,0.00523025,5.95611056,MS,0.50881509,0.02895000,0.52448936,0.00000000,67.28184964,0.00000042,0.10270207,32.18139509,1,0.00366131,0.18100718,591.05615406,1.39389357,0.00015436,3,6.20062355,4.39955980,7.63251852,0.00001071,2.66843029,0.04061347,True,57.00000000,1.00000000,240.08567421,26.74038187,10.55974883
13.16353433,0.00075384,62.30976591,0.00001292,0.03596243,0.08621326,0.00257918,9.26722482,MS,0.82566747,0.02893714,0.25863978,0.23359061,67.26176614,0.00000099,0.03371585,47.70643100,1,0.00159246,0.06338090,1141.97138039,2.26190732,0.00012031,4,2.17165247,5.56896343,5.16519328,0.00000377,2.66865163,0.03304044,True,57.00000000,1.50000000,240.06507014,34.94405240,6.00193121
6.02211874,0.00002163,62.31028768,0.00006458,0.00154505,0.00311085,0.00009306,2.86583320,MS,1.44201873,0.02887282,0.00933255,1.00000000,67.27975919,0.00000220,0.00313149,98.68731718,1,0.00005641,0.00181907,435.95265385,3.95039510,0.00002482,5,0.06231174,7.70176130,0.05657760,0.00000011,0.05657760,0.00201684,False,57.00000000,2.00000000,240.06823867,49.43745451,0.30076726
5.40657794,0.00000389,62.31040573,0.00000000,0.00036071,0.00016986,0.00000508,2.88319774,MS,2.07679011,0.02900000,0.00050957,1.00000000,67.29474600,0.00000079,0.00086487,98.70376566,1,0.00001269,0.00032726,548.60244241,5.68934459,0.00000246,6,0.01120769,8.78427281,0.01280584,0.00000002,0.01280584,0.00035606,False,57.00000000,2.50000000,240.06895553,56.92236211,0.07791073
5.36941380,0.00000132,62.31050096,0.00000000,0.00012376,0.00005386,0.00000161,2.87177927,MS,2.10982717,0.02900000,0.00016158,1.00000000,67.30039460,0.00000075,0.00036914,98.70996469,1,0.00000435,0.00011095,552.06372519,5.77984927,0.00000100,7,0.00379954,8.83081652,0.00436871,0.00000001,0.00436871,0.00012060,False,57.00000000,3.00000000,240.06953380,57.23772194,0.02683275
5.33167494,0.00000057,62.31055384,0.00000000,0.00005442,0.00002047,0.00000061,2.86810417,MS,2.15421203,0.02900000,0.00006140,1.00000000,67.30356648,0.00000069,0.00018772,98.71344554,1,0.00000191,0.00004803,558.98158865,5.90144113,0.00000047,8,0.00164459,8.88899459,0.00191464,0.00000000,0.00191464,0.00005213,False,57.00000000,3.00000000,240.06985496,57.64471275,0.01185860
5.28688907,0.00000021,62.31060076,0.00000000,0.00002073,0.00000687,0.00000021,2.85667333,MS,2.19914406,0.02900000,0.00002061,1.00000000,67.30630807,0.00000068,0.00008191,98.71645412,1,0.00000073,0.00001801,564.39595206,6.02453195,0.00000020,9,0.00061684,8.94826415,0.00072509,0.00000000,0.00072509,0.00001953,False,57.00000000,3.00000000,240.07013988,58.05023531,0.00454061
5.24620348,0.00000015,62.31061410,0.00000000,0.00001443,0.00000397,0.00000012,2.85131754,MS,2.24786646,0.02900000,0.00001191,1.00000000,67.30715418,0.00000062,0.00005775,98.71738262,1,0.00000050,0.00001233,571.64846237,6.15800646,0.00000013,10,0.00042236,9.00908362,0.00050286,0.00000000,0.00050286,0.00001335,False,57.00000000,3.00000000,240.07022090,58.47371259,0.00317791
10.67486316,0.00215377,0.00707753,0.00005000,-0.15939938,0.17186961,0.00514169,5.92704538,MS,0.50857609,0.02895000,0.51560884,0.00000000,65.90966126,0.00000041,0.10285377,31.68774803,1,0.00365801,0.17744269,587.22058603,1.39323884,0.00015170,3,6.07865282,4.40337437,7.58842332,0.00001072,2.72202539,0.03869354,True,58.00000000,1.00000000,235.19444833,26.77111970,10.56235355
13.10514712,0.00075866,61.49853600,0.00001297,0.03745767,0.08542515,0.00255560,9.27874099,MS,0.82254286,0.02893708,0.25627546,0.23286485,65.88887555,0.00000097,0.03383446,46.92646994,1,0.00159868,0.06248405,1140.56505929,2.25334748,0.00011861,4,2.14101836,5.56160103,5.19180509,0.00000379,2.72223718,0.03266536,True,58.00000000,1.50000000,235.17550201,34.89804827,6.01743398
6.00897111,0.00002189,61.49909534,0.00006483,0.00158042,0.00309437,0.00009257,2.90701632,MS,1.43467558,0.02887251,0.00928310,1.00000000,65.90647220,0.00000216,0.00315604,97.17222413,1,0.00005690,0.00180329,440.79865392,3.93027863,0.00002456,5,0.06177416,7.68749222,0.05789204,0.00000011,0.05789204,0.00200839,False,58.00000000,2.00000000,235.17884825,49.34402049,0.30282155
5.39525041,0.00000390,61.49921813,0.00000000,0.00036562,0.00016737,0.00000501,2.92450122,MS,2.07888447,0.02900000,0.00050211,1.00000000,65.92133990,0.00000078,0.00086730,97.18871086,1,0.00001274,0.00032173,556.74042380,5.69508207,0.00000243,6,0.01101900,8.78780038,0.01304263,0.00000002,0.01304263,0.00035142,False,58.00000000,2.50000000,235.17958285,56.95121854,0.07827035
5.35819580,0.00000132,61.49931590,0.00000000,0.00012541,0.00005306,0.00000159,2.91292622,MS,2.11228429,0.02900000,0.00015917,1.00000000,65.92690292,0.00000074,0.00037013,97.19487920,1,0.00000436,0.00010906,560.31652537,5.78658052,0.00000099,7,0.00373470,8.83474261,0.00444896,0.00000001,0.00444896,0.00011899,False,58.00000000,3.00000000,235.18016779,57.26932144,0.02695452
5.32044398,0.00000057,61.49937021,0.00000000,0.00005511,0.00002015,0.00000060,2.90904962,MS,2.15739199,0.02900000,0.00006045,1.00000000,65.93002743,0.00000068,0.00018818,97.19834358,1,0.00000191,0.00004719,567.43246711,5.91015259,0.00000046,8,0.00161586,8.89373997,0.00194934,0.00000000,0.00194934,0.00005142,False,58.00000000,3.00000000,235.18049267,57.68190900,0.01191122
5.27576836,0.00000021,61.49941837,0.00000000,0.00002099,0.00000676,0.00000020,2.89738964,MS,2.20285840,0.02900000,0.00002029,1.00000000,65.93272705,0.00000067,0.00008211,97.20133678,1,0.00000073,0.00001769,573.00408455,6.03470735,0.00000020,9,0.00060588,8.95354085,0.00073809,0.00000000,0.00073809,0.00001925,False,58.00000000,3.00000000,235.18078083,58.09107095,0.00456031
5.23511319,0.00000015,61.49943208,0.00000000,0.00001461,0.00000391,0.00000012,2.89183693,MS,2.25236549,0.02900000,0.00001172,1.00000000,65.93356093,0.00000061,0.00005788,97.20226133,1,0.00000051,0.00001211,580.47334519,6.17033149,0.00000013,10,0.00041468,9.01515145,0.00051176,0.00000000,0.00051176,0.00001316,False,58.00000000,3.00000000,235.18086283,58.51995686,0.00319138
10.56067069,0.00215530,0.00987706,0.00005000,-0.13973450,0.17059964,0.00510370,5.89794775,MS,0.50816141,0.02895000,0.51179892,0.00000000,64.61798132,0.00000041,0.10300430,29.66227120,1,0.00365454,0.17408927,583.36776177,1.32271192,0.00015053,3,5.96404565,4.40606227,7.54401025,0.00001073,2.63612375,0.03531804,True,59.00000000,1.00000000,230.59565476,26.79376806,10.56126670
13.05138069,0.00076346,57.69774430,0.00001302,0.03605117,0.07785461,0.00232912,9.29162687,MS,0.81987332,0.02893703,0.23356383,0.23214125,64.59746901,0.00000097,0.03395253,43.88246873,1,0.00160530,0.06164672,1139.67428620,2.13407824,0.00011807,4,2.11243883,5.55546343,5.22055280,0.00000382,2.63631543,0.03072040,True,59.00000000,1.50000000,230.57828363,34.86032080,6.03582971
5.99703828,0.00002215,57.69827071,0.00006508,0.00152100,0.00310724,0.00009296,2.94543994,MS,1.42692105,0.02887220,0.00932171,1.00000000,64.61411030,0.00000214,0.00318057,90.96017964,1,0.00005738,0.00178895,445.12025218,3.71418499,0.00002453,5,0.06128678,7.67219891,0.05915475,0.00000011,0.05915475,0.00190175,False,59.00000000,2.00000000,230.58155146,49.24321252,0.30476611
5.38465560,0.00000392,57.69838523,0.00000000,0.00035023,0.00016649,0.00000498,2.96300297,MS,2.08041540,0.02900000,0.00049946,1.00000000,64.62835809,0.00000077,0.00086971,90.97533844,1,0.00001279,0.00031655,564.25592852,5.41518932,0.00000241,6,0.01084218,8.79054450,0.01326591,0.00000002,0.01326591,0.00032983,False,59.00000000,2.50000000,230.58226242,56.97438288,0.07860776
5.34771045,0.00000133,57.69847670,0.00000000,0.00012012,0.00005276,0.00000158,2.95129859,MS,2.11417464,0.02900000,0.00015828,1.00000000,64.63365087,0.00000073,0.00037111,90.98096923,1,0.00000438,0.00010727,567.94809919,5.50306251,0.00000098,7,0.00367392,8.83789487,0.00452461,0.00000001,0.00452461,0.00011165,False,59.00000000,3.00000000,230.58283025,57.29529700,0.02706875
5.30998120,0.00000057,57.69852749,0.00000000,0.00005278,0.00002003,0.00000060,2.94728406,MS,2.15999859,0.02900000,0.00006008,1.00000000,64.63662422,0.00000067,0.00018864,90.98413237,1,0.00000192,0.00004640,575.26969377,5.62233934,0.00000046,8,0.00158892,8.89771677,0.00198205,0.00000000,0.00198205,0.00004822,False,59.00000000,3.00000000,230.58314557,57.71352269,0.01196055
5.26539820,0.00000022,57.69857256,0.00000000,0.00002010,0.00000672,0.00000020,2.93541046,MS,2.20599396,0.02900000,0.00002016,1.00000000,64.63919227,0.00000066,0.00008231,90.98686428,1,0.00000073,0.00001739,580.99618969,5.74206235,0.00000020,9,0.00059559,8.95806092,0.00075035,0.00000000,0.00075035,0.00001805,False,59.00000000,3.00000000,230.58342533,58.12640813,0.00457878
5.22477598,0.00000015,57.69858537,0.00000000,0.00001398,0.00000388,0.00000012,2.92969246,MS,2.25627927,0.02900000,0.00001164,1.00000000,64.63998618,0.00000061,0.00005800,90.98770884,1,0.00000051,0.00001190,588.68337251,5.87295184,0.00000013,10,0.00040748,9.02047102,0.00052015,0.00000000,0.00052015,0.00001233,False,59.00000000,3.00000000,230.58350489,58.56076372,0.00320399
10.45175342,0.00215684,0.01372476,0.00005000,-0.12301693,0.16975938,0.00507856,5.87101319,MS,0.50760052,0.02895000,0.50927814,0.00000000,63.37205841,0.00000040,0.10315403,28.00394085,1,0.00365096,0.17085401,579.72106787,1.26592015,0.00014974,3,5.85342801,4.40776990,7.50218334,0.00001073,2.57352719,0.03368922,True,60.00000000,1.00000000,226.15786514,26.80955754,10.55711205
12.99545430,0.00076824,54.59200779,0.00001307,0.03516291,0.08589298,0.00256959,9.29811626,MS,0.81630031,0.02893698,0.25767895,0.23141805,63.35270057,0.00000096,0.03407035,41.38761332,1,0.00161103,0.06083796,1137.40913770,2.03579581,0.00011782,4,2.08478689,5.54637424,5.24285058,0.00000384,2.57370318,0.02912386,True,60.00000000,1.50000000,226.14183082,34.80181040,6.04721225
5.98339669,0.00002241,54.59251334,0.00006534,0.00148048,0.00312832,0.00009359,2.97989574,MS,1.41882646,0.02887190,0.00938495,1.00000000,63.36851537,0.00000213,0.00320512,85.87510583,1,0.00005786,0.00177522,448.73547167,3.53845383,0.00002456,5,0.06081872,7.65624145,0.06034073,0.00000011,0.06034073,0.00181573,False,60.00000000,2.00000000,226.14506162,49.13755715,0.30662242
5.37367673,0.00000393,54.59262227,0.00000000,0.00033896,0.00016605,0.00000497,2.99903364,MS,2.08147634,0.02900000,0.00049816,1.00000000,63.38224648,0.00000077,0.00087211,85.88923585,1,0.00001284,0.00031155,571.21740578,5.19105625,0.00000241,6,0.01067132,8.79272536,0.01347725,0.00000002,0.01347725,0.00031214,False,60.00000000,2.50000000,226.14575775,56.99345685,0.07892703
5.33681908,0.00000133,54.59270919,0.00000000,0.00011623,0.00005261,0.00000157,2.98719015,MS,2.11559253,0.02900000,0.00015783,1.00000000,63.38731089,0.00000073,0.00037209,85.89444702,1,0.00000440,0.00010555,575.02019368,5.27613962,0.00000098,7,0.00361519,8.84049514,0.00459616,0.00000001,0.00459616,0.00010564,False,60.00000000,3.00000000,226.14631327,57.31725876,0.02717680
5.29913114,0.00000058,54.59275746,0.00000000,0.00005106,0.00001996,0.00000060,2.98306619,MS,2.16212784,0.02900000,0.00005988,1.00000000,63.39015654,0.00000067,0.00018909,85.89737504,1,0.00000193,0.00004563,582.54872702,5.39219543,0.00000045,8,0.00156288,8.90114884,0.00201297,0.00000000,0.00201297,0.00004560,False,60.00000000,3.00000000,226.14662172,57.74117502,0.01200720
5.25466799,0.00000022,54.59280028,0.00000000,0.00001944,0.00000670,0.00000020,2.97102218,MS,2.20864797,0.02900000,0.00002009,1.00000000,63.39261338,0.00000066,0.00008250,85.89990295,1,0.00000073,0.00001710,588.43401920,5.50821338,0.00000020,9,0.00058565,8.96204353,0.00076194,0.00000000,0.00076194,0.00001706,False,60.00000000,3.00000000,226.14689541,58.15783574,0.00459623
5.21409749,0.00000015,54.59281246,0.00000000,0.00001352,0.00000386,0.00000012,2.96516868,MS,2.25970690,0.02900000,0.00001159,1.00000000,63.39337356,0.00000060,0.00005813,85.90068511,1,0.00000051,0.00001169,596.34072752,5.63555078,0.00000013,10,0.00040051,9.02526023,0.00052807,0.00000000,0.00052807,0.00001165,False,60.00000000,3.00000000,226.14697323,58.59771221,0.00321591
10.34707342,0.00215836,0.01920114,0.00005000,-0.10867764,0.16763813,0.00501510,5.84453061,MS,0.50697500,0.02895000,0.50291438,0.00000000,62.16471940,0.00000040,0.10330185,26.89556247,1,0.00364738,0.16771693,576.13487433,1.23222684,0.00014781,3,5.74786487,4.40895393,7.46102227,0.00001074,2.55425070,0.03254210,True,61.00000000,1.00000000,221.92303454,26.82165870,10.55152417
