t,plant,axis,organ,C_exudation,Conc_Amino_Acids,Conc_Nitrates,Conc_Sucrose,Conc_cytokinins,Dry_Mass,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,Proteins_N_Mass,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_growth,R_maintenance,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,total_organic_nitrogen
227,1,MS,phloem,NA,116.403822705,NA,378.69248401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.162180006,NA,NA,NA,NA,NA,NA,NA,NA,NA,9881.99034826,NA
227,1,MS,roots,17.7041138126,79.9443760087,1063.82902856,173.389576446,4.49313925159,NA,0.0725233582824,0.0274950623956,0.0232253756493,8.1187607468,0.795872942039,0.00937025279087,NA,NA,2.86890061673,0.66173475714,NA,NA,NA,5.05166442535,4.1305067682,7.93425940281,3.07295970423,NA,1.2287459221,NA,NA,2.65295186345,88.5205690631,1.66683817919,NA,44.1029080672,2.11857248067,0.471512758017,501.608959315,NA,1.65098389398e-07,1.37747559077e-07,0.0152260385112,NA,NA,981.064768818,713.406678844
228,1,MS,grains,NA,NA,NA,NA,NA,0.168285735273,NA,NA,NA,NA,NA,NA,0.00334131638019,1.40823282716e-06,NA,NA,0.0,9.9198294313,NA,NA,NA,NA,NA,0.719676564896,NA,0.0,24.2864789525,NA,NA,NA,0.0,NA,NA,NA,NA,238.665455728,NA,NA,NA,0.0,4790.57441592,NA,NA
228,1,MS,phloem,NA,116.599130024,NA,383.64286041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296.693489886,NA,NA,NA,NA,NA,NA,NA,NA,NA,10012.3313012,NA
228,1,MS,roots,17.7454137831,76.3220275315,1062.22688335,170.212386492,3.819053142,NA,0.118509542558,0.0469908817979,0.0337895185274,8.05312846358,0.775799480606,0.00936649084269,NA,NA,2.8600109114,0.648423336039,NA,NA,NA,5.04956819981,4.08334264539,7.94043553917,3.06470941602,NA,1.22692161648,NA,NA,2.62923218699,88.7270689157,1.63330815123,NA,42.0870957459,1.79998505282,0.471317100309,500.645694529,NA,1.65029465306e-07,1.37854783666e-07,0.0260723758624,NA,NA,962.688101259,711.122155938
229,1,MS,grains,NA,NA,NA,NA,NA,0.168791321407,NA,NA,NA,NA,NA,NA,0.0033513437716,1.40959658906e-06,NA,NA,0.0,9.95927292093,NA,NA,NA,NA,NA,0.712665617802,NA,0.0,24.3830474961,NA,NA,NA,0.0,NA,NA,NA,NA,239.381697971,NA,NA,NA,0.0,4804.96959307,NA,NA
229,1,MS,phloem,NA,116.853907294,NA,389.807357472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,297.407779832,NA,NA,NA,NA,NA,NA,NA,NA,NA,10175.4705716,NA
229,1,MS,roots,17.7956347552,75.3173189255,1060.20363998,173.986688431,3.40002429113,NA,0.1169494745,0.0469013773884,0.03008211185,7.99319229184,0.751098559704,0.00936649084269,NA,NA,2.86910040795,0.652974223626,NA,NA,NA,5.04956819981,4.12036823517,7.94043553917,3.07444947175,NA,1.228302661,NA,NA,2.60064642023,88.978173776,1.64477134415,NA,41.5330582201,1.60248958988,0.471317100309,499.692105332,NA,1.65029465306e-07,1.37854783666e-07,0.0260723758624,NA,NA,984.034817803,710.568118412
230,1,MS,grains,NA,NA,NA,NA,NA,0.169297906851,NA,NA,NA,NA,NA,NA,0.00336127209136,1.41098132922e-06,NA,NA,0.0,9.99904229623,NA,NA,NA,NA,NA,0.705796581344,NA,0.0,24.4804138977,NA,NA,NA,0.0,NA,NA,NA,NA,240.090863668,NA,NA,NA,0.0,4819.42236284,NA,NA
230,1,MS,phloem,NA,117.175374162,NA,396.259940975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298.2566455,NA,NA,NA,NA,NA,NA,NA,NA,NA,10344.9723654,NA
230,1,MS,roots,17.8468197608,71.9488276418,1058.53849644,170.835016622,3.11878668125,NA,0.114264561238,0.0478946909178,0.0282225586768,7.92466378306,0.73284525603,0.00936275568753,NA,NA,2.8603288502,0.639622773798,NA,NA,NA,5.04748653107,4.07454930391,7.94736070702,3.066314189,NA,1.2265346445,NA,NA,2.57271474814,89.2340988039,1.61114048816,NA,39.6591778782,1.46933151794,0.471122801305,498.701621732,NA,1.64960985108e-07,1.37975012275e-07,0.0266774364284,NA,NA,965.811259101,708.427441273
231,1,MS,grains,NA,NA,NA,NA,NA,0.16980554064,NA,NA,NA,NA,NA,NA,0.00337110948007,1.41228254175e-06,NA,NA,0.0,10.0383956774,NA,NA,NA,NA,NA,0.699644751901,NA,0.0,24.5767618308,NA,NA,NA,0.0,NA,NA,NA,NA,240.79353429,NA,NA,NA,0.0,4833.93236446,NA,NA
231,1,MS,phloem,NA,117.523269395,NA,402.508967415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299.202547122,NA,NA,NA,NA,NA,NA,NA,NA,NA,10510.2335433,NA
231,1,MS,roots,17.8950941134,71.1838196583,1056.45487499,174.645031031,2.94735924525,NA,0.113049624116,0.0478004152672,0.0266712756409,7.8614631178,0.71115399963,0.00936275568753,NA,NA,2.86944186011,0.643807685394,NA,NA,NA,5.04748653107,4.11239909489,7.94736070702,3.07608346836,NA,1.22784716719,NA,NA,2.54716401766,89.475470567,1.62168182719,NA,39.2374950143,1.38856814407,0.471122801305,497.719980156,NA,1.64960985108e-07,1.37975012275e-07,0.0266774364284,NA,NA,987.351075042,708.00575841
232,1,MS,grains,NA,NA,NA,NA,NA,0.170314303542,NA,NA,NA,NA,NA,NA,0.00338087080004,1.41337285978e-06,NA,NA,0.0,10.0764180289,NA,NA,NA,NA,NA,0.695232785289,NA,0.0,24.6698510364,NA,NA,NA,0.0,NA,NA,NA,NA,241.490771432,NA,NA,NA,0.0,4848.49864745,NA,NA
232,1,MS,phloem,NA,117.896762684,NA,407.889737619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.189891071,NA,NA,NA,NA,NA,NA,NA,NA,NA,10652.0291506,NA
232,1,MS,roots,17.9356769939,68.3687931304,1054.89851937,171.516519645,2.90214447472,NA,0.091735620192,0.040325861488,0.0221881961074,7.78782355314,0.697066718572,0.00935904978607,NA,NA,2.86078799692,0.630233641478,NA,NA,NA,5.04542073676,4.06884602337,7.9552971488,3.06806207251,NA,1.22616940348,NA,NA,2.52726914608,89.6783849697,1.5874902808,NA,37.6703901455,1.36670685101,0.470929983989,496.783342837,NA,1.64892980457e-07,1.38112797722e-07,0.0225483167917,NA,NA,969.267262205,706.173946294
233,1,MS,grains,NA,NA,NA,NA,NA,0.17082432544,NA,NA,NA,NA,NA,NA,0.00339058373587,1.41423660476e-06,NA,NA,0.0,10.1129788485,NA,NA,NA,NA,NA,0.692504947378,NA,0.0,24.7593620083,NA,NA,NA,0.0,NA,NA,NA,NA,242.184552562,NA,NA,NA,0.0,4863.11875587,NA,NA
233,1,MS,phloem,NA,118.260287883,NA,412.249480344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.180714082,NA,NA,NA,NA,NA,NA,NA,NA,NA,10768.2152425,NA
233,1,MS,roots,17.9679127881,68.1278260788,1052.92482167,175.355041364,2.87804976953,NA,0.0914122963347,0.0402504124676,0.0220039812798,7.71925622746,0.680625978705,0.00935904978607,NA,NA,2.8699031688,0.633845859198,NA,NA,NA,5.04542073676,4.10836499475,7.9552971488,3.07783767041,NA,1.22743930752,NA,NA,2.51276032388,89.8395639404,1.59658906599,NA,37.5376201721,1.35535993188,0.470929983989,495.853869413,NA,1.64892980457e-07,1.38112797722e-07,0.0225483167917,NA,NA,990.959361862,706.04117632
234,1,MS,grains,NA,NA,NA,NA,NA,0.171335726159,NA,NA,NA,NA,NA,NA,0.00340027342964,1.41476861669e-06,NA,NA,0.0,10.1473049669,NA,NA,NA,NA,NA,0.692308336926,NA,0.0,24.8434018154,NA,NA,NA,0.0,NA,NA,NA,NA,242.876673546,NA,NA,NA,0.0,4877.79052157,NA,NA
234,1,MS,phloem,NA,118.606849792,NA,414.978779472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.099675478,NA,NA,NA,NA,NA,NA,NA,NA,NA,10840.8106993,NA
234,1,MS,roots,17.9878060482,66.4409866775,1051.83298122,172.2376117,3.09590187444,NA,0.0518477123652,0.0233847748995,0.0137658677257,7.63648767145,0.67653596735,0.00935537515511,NA,NA,2.86134369554,0.619699719603,NA,NA,NA,5.04337189673,4.06875815758,7.96406979843,3.06990465763,NA,1.22591626931,NA,NA,2.50632103097,89.9390302408,1.56095647255,NA,36.5933259446,1.45736097588,0.470738749154,495.138541897,NA,1.64825494396e-07,1.38265100667e-07,0.0131190974965,NA,NA,972.947014667,704.834408452
235,1,MS,grains,NA,NA,NA,NA,NA,0.171848677013,NA,NA,NA,NA,NA,NA,0.00340997871285,1.41497817618e-06,NA,NA,0.0,10.1794338795,NA,NA,NA,NA,NA,0.694380900405,NA,0.0,24.9220622566,NA,NA,NA,0.0,NA,NA,NA,NA,243.569908061,NA,NA,NA,0.0,4892.51013748,NA,NA
235,1,MS,phloem,NA,118.896345999,NA,416.063227251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.901539738,NA,NA,NA,NA,NA,NA,NA,NA,NA,10871.4554599,NA
235,1,MS,roots,17.9956499863,67.2774795101,1050.32189331,176.090048926,3.25738553321,NA,0.0525004756962,0.0233511797841,0.014483901687,7.55878182694,0.670358393951,0.00935537515511,NA,NA,2.87042620347,0.622371227127,NA,NA,NA,5.04337189673,4.11161749518,7.96406979843,3.07964918201,NA,1.22720612513,NA,NA,2.50698267105,89.9782499314,1.56768571065,NA,37.0540363645,1.53337759142,0.470738749154,494.427214268,NA,1.64825494396e-07,1.38265100667e-07,0.0131190974965,NA,NA,994.708912442,705.295118872
236,1,MS,grains,NA,NA,NA,NA,NA,0.172363283539,NA,NA,NA,NA,NA,NA,0.00341972378572,1.41493962239e-06,NA,NA,0.0,10.209876086,NA,NA,NA,NA,NA,0.698042557777,NA,0.0,24.996593176,NA,NA,NA,0.0,NA,NA,NA,NA,244.265984694,NA,NA,NA,0.0,4907.2751901,NA,NA
236,1,MS,phloem,NA,119.109684434,NA,415.863314444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.484449507,NA,NA,NA,NA,NA,NA,NA,NA,NA,10867.6430041,NA
236,1,MS,roots,17.9942065556,67.2582685182,1050.05042668,172.96675645,3.88068704766,NA,0.0183012400741,0.00814025246778,0.00601681052906,7.46361783399,0.682213577395,0.00935173265591,NA,NA,2.86192450172,0.607359442697,NA,NA,NA,5.04134047185,4.07745012336,7.97321847786,3.07176507765,NA,1.22589910001,NA,NA,2.51248677786,89.9710327782,1.52987265163,NA,37.0285348642,1.82605395217,0.470549139816,494.100325038,NA,1.64758562204e-07,1.38423931907e-07,0.00457636056175,NA,NA,976.672301574,705.009438858
237,1,MS,grains,NA,NA,NA,NA,NA,0.172879616393,NA,NA,NA,NA,NA,NA,0.00342952866502,1.41469255675e-06,NA,NA,0.0,10.2388967292,NA,NA,NA,NA,NA,0.702743522194,NA,0.0,25.0676437164,NA,NA,NA,0.0,NA,NA,NA,NA,244.966333216,NA,NA,NA,0.0,4922.08312854,NA,NA
237,1,MS,phloem,NA,119.204835606,NA,414.586495288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.788940406,NA,NA,NA,NA,NA,NA,NA,NA,NA,10836.4896759,NA
237,1,MS,roots,17.9849601953,69.7414885864,1049.35560308,176.817605736,4.41571836663,NA,0.0189769340464,0.00813486602216,0.00684634974049,7.37376349553,0.691639525202,0.00935173265591,NA,NA,2.87094112695,0.608776355416,NA,NA,NA,5.04134047185,4.12541530961,7.97321847786,3.08144281531,NA,1.22727629914,NA,NA,2.5209418199,89.9248009767,1.5334417013,NA,38.3956530327,2.07781247909,0.470549139816,493.77337639,NA,1.64758562204e-07,1.38423931907e-07,0.00457636056175,NA,NA,998.416467401,706.376557026
238,1,MS,grains,NA,NA,NA,NA,NA,0.173397700636,NA,NA,NA,NA,NA,NA,0.00343940205826,1.41435477965e-06,NA,NA,0.0,10.2673345986,NA,NA,NA,NA,NA,0.70774476752,NA,0.0,25.1372674655,NA,NA,NA,0.0,NA,NA,NA,NA,245.67157559,NA,NA,NA,0.0,4936.93265397,NA,NA
238,1,MS,phloem,NA,119.220029637,NA,412.852805419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.869323428,NA,NA,NA,NA,NA,NA,NA,NA,NA,10792.6540868,NA
238,1,MS,roots,17.9723291333,69.9801013959,1049.17690787,173.676336706,4.99885373055,NA,0.0145409267465,0.00621096563065,0.00591848876585,7.27546526337,0.70606209398,0.00934812177803,NA,NA,2.86246174636,0.593645166656,NA,NA,NA,5.03932618816,4.09198996687,7.98219536413,3.07356976849,NA,1.22603544685,NA,NA,2.53007251519,89.8616456666,1.49532787571,NA,38.5116259301,2.35126649143,0.470361130405,493.492036379,NA,1.64692198936e-07,1.38579780627e-07,0.0034960406725,NA,NA,980.28717669,706.234610075
239,1,MS,grains,NA,NA,NA,NA,NA,0.173917527446,NA,NA,NA,NA,NA,NA,0.003449345591,1.41396096359e-06,NA,NA,0.0,10.2954347102,NA,NA,NA,NA,NA,0.712746486201,NA,0.0,25.2060642905,NA,NA,NA,0.0,NA,NA,NA,NA,246.381827929,NA,NA,NA,0.0,4951.82307394,NA,NA
239,1,MS,phloem,NA,119.153641654,NA,410.84867479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.770924246,NA,NA,NA,NA,NA,NA,NA,NA,NA,10742.7670208,NA
239,1,MS,roots,17.957617294,72.7309668684,1048.57553682,177.5176605,5.51828233394,NA,0.0151125197069,0.00620740560671,0.00653347622489,7.18226493048,0.717350033314,0.00934812177803,NA,NA,2.87139132384,0.594498141174,NA,NA,NA,5.03932618816,4.14061924258,7.98219536413,3.0831579069,NA,1.22736208295,NA,NA,2.53891850773,89.78808647,1.49747642613,NA,40.0254891562,2.59558551648,0.470361130405,493.209174814,NA,1.64692198936e-07,1.38579780627e-07,0.0034960406725,NA,NA,1001.96888952,707.748473301
240,1,MS,grains,NA,NA,NA,NA,NA,0.17443908486,NA,NA,NA,NA,NA,NA,0.00345935858049,1.41354569648e-06,NA,NA,0.0,10.3234454346,NA,NA,NA,NA,NA,0.717637448208,NA,0.0,25.2746422708,NA,NA,NA,0.0,NA,NA,NA,NA,247.097041463,NA,NA,NA,0.0,4966.75415699,NA,NA
240,1,MS,phloem,NA,119.036104254,NA,408.755157058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.50715425,NA,NA,NA,NA,NA,NA,NA,NA,NA,10689.2899325,NA
240,1,MS,roots,17.9421213153,73.7170244829,1048.71911727,174.354732726,6.38852365363,NA,0.00582761154751,0.00236197266158,0.00287770442423,7.07871174702,0.739626496628,0.00934454118514,NA,NA,2.86292507079,0.579072272859,NA,NA,NA,5.03732832931,4.10944334211,7.99066959534,3.07528647164,NA,1.22622679857,NA,NA,2.54720482652,89.7106065764,1.45862033466,NA,40.5520554866,3.00372189877,0.470174654055,493.081148164,NA,1.64626395642e-07,1.38726902697e-07,0.00133061975609,NA,NA,983.726113708,708.019282996
241,1,MS,grains,NA,NA,NA,NA,NA,0.174962348483,NA,NA,NA,NA,NA,NA,0.00346943868514,1.41310268768e-06,NA,NA,0.0,10.3513187065,NA,NA,NA,NA,NA,0.722343837399,NA,0.0,25.3428837296,NA,NA,NA,0.0,NA,NA,NA,NA,247.817048939,NA,NA,NA,0.0,4981.72566387,NA,NA
241,1,MS,phloem,NA,118.847681017,NA,406.543841793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.0933458,NA,NA,NA,NA,NA,NA,NA,NA,NA,10633.7993406,NA
241,1,MS,roots,17.9256095785,77.2366691526,1048.43936082,178.18397991,7.22249936222,NA,0.00610585286373,0.00236134258144,0.00325336799165,6.98020864192,0.757588598957,0.00934454118514,NA,NA,2.8717673394,0.579186564029,NA,NA,NA,5.03732832931,4.1603678116,7.99066959534,3.08478462768,NA,1.22755288353,NA,NA,2.55465276738,89.6280478925,1.45890822174,NA,42.488227313,3.39583613905,0.470174654055,492.949613772,NA,1.64626395642e-07,1.38726902697e-07,0.00133061975609,NA,NA,1005.33109335,709.955454823
242,1,MS,grains,NA,NA,NA,NA,NA,0.175487302077,NA,NA,NA,NA,NA,NA,0.00347958375056,1.41265348777e-06,NA,NA,0.0,10.3792109264,NA,NA,NA,NA,NA,0.726920009103,NA,0.0,25.4111715784,NA,NA,NA,0.0,NA,NA,NA,NA,248.541696468,NA,NA,NA,0.0,4996.73758134,NA,NA
242,1,MS,phloem,NA,118.628053847,NA,404.324526459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302.568071274,NA,NA,NA,NA,NA,NA,NA,NA,NA,10576.96731,NA
242,1,MS,roots,17.9088875451,78.0854812784,1048.46406394,174.998312295,7.94492933084,NA,0.00695117918326,0.00265909972672,0.00402996347495,6.87643225616,0.779129514258,0.00934098930384,NA,NA,2.86330555543,0.563886424659,NA,NA,NA,5.03534605193,4.12856027237,7.99854499423,3.07690599593,NA,1.22643251405,NA,NA,2.56153649925,89.5444377256,1.42036882786,NA,42.9382589391,3.73403441288,0.469989632051,492.767239633,NA,1.64561128919e-07,1.38863628372e-07,0.00149896087558,NA,NA,986.968708862,710.151780642
243,1,MS,grains,NA,NA,NA,NA,NA,0.17601392958,NA,NA,NA,NA,NA,NA,0.00348979203263,1.41218661456e-06,NA,NA,0.0,10.4070367627,NA,NA,NA,NA,NA,0.731385833137,NA,0.0,25.4792969017,NA,NA,NA,0.0,NA,NA,NA,NA,249.270859474,NA,NA,NA,0.0,5011.78980154,NA,NA
243,1,MS,phloem,NA,118.365699045,NA,402.041957335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.963228173,NA,NA,NA,NA,NA,NA,NA,NA,NA,10519.496544,NA
243,1,MS,roots,17.8915293905,81.4685687696,1048.06682721,178.814707438,8.63810630823,NA,0.00725234204938,0.00265809226054,0.00438156860373,6.77738651757,0.794765363876,0.00934098930384,NA,NA,2.87205933213,0.563652882529,NA,NA,NA,5.03534605193,4.17888373317,7.99854499423,3.08631279779,NA,1.22767777691,NA,NA,2.56789093904,89.4576469527,1.41978056053,NA,44.7985777119,4.05982040542,0.469989632051,492.580542485,NA,1.64561128919e-07,1.38863628372e-07,0.00149896087558,NA,NA,1008.49270265,712.012099414
244,1,MS,grains,NA,NA,NA,NA,NA,0.176542236978,NA,NA,NA,NA,NA,NA,0.0035000639107,1.41173202628e-06,NA,NA,0.0,10.4350166206,NA,NA,NA,NA,NA,0.73601119339,NA,0.0,25.5477993124,NA,NA,NA,0.0,NA,NA,NA,NA,250.00456505,NA,NA,NA,0.0,5026.88243096,NA,NA
244,1,MS,phloem,NA,118.145021684,NA,399.842651521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.437252226,NA,NA,NA,NA,NA,NA,NA,NA,NA,10463.2354702,NA
244,1,MS,roots,17.8746492863,82.1844217406,1047.97563549,175.60662991,9.21861327205,NA,0.00805493564106,0.00292628512934,0.00514826681417,6.67331050462,0.815625397096,0.00933746450783,NA,NA,2.86360003175,0.548475767029,NA,NA,NA,5.03337848433,4.14646032709,8.00579881518,3.07842533841,NA,1.22656931463,NA,NA,2.57477009894,89.3732464317,1.38155105045,NA,45.1745576634,4.33095967045,0.469805983031,492.345223622,NA,1.64496371218e-07,1.38989562764e-07,0.00165098987738,NA,NA,990.012544697,712.136308223
245,1,MS,grains,NA,NA,NA,NA,NA,0.177072229983,NA,NA,NA,NA,NA,NA,0.00351039921007,1.41129723617e-06,NA,NA,0.0,10.4632074233,NA,NA,NA,NA,NA,0.74041378444,NA,0.0,25.6168181743,NA,NA,NA,0.0,NA,NA,NA,NA,250.742800719,NA,NA,NA,0.0,5042.01570286,NA,NA
245,1,MS,phloem,NA,117.914181823,NA,397.760220557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.913904817,NA,NA,NA,NA,NA,NA,NA,NA,NA,10411.0119879,NA
245,1,MS,roots,17.8585239701,85.4365837106,1047.46380714,179.410462019,9.77817227293,NA,0.00837368163705,0.00292485593994,0.00546076056456,6.5736644636,0.829175165947,0.00933746450783,NA,NA,2.87226989539,0.547894121551,NA,NA,NA,5.03337848433,4.19620282898,8.00579881518,3.08774560927,NA,1.22773962249,NA,NA,2.58086254649,89.2926198507,1.38008594849,NA,46.9621832904,4.59384383692,0.469805983031,492.104763602,NA,1.64496371218e-07,1.38989562764e-07,0.00165098987738,NA,NA,1011.4573017,713.92393385
246,1,MS,grains,NA,NA,NA,NA,NA,0.177603868136,NA,NA,NA,NA,NA,NA,0.00352078731511,1.4111156384e-06,NA,NA,0.0,10.4933485819,NA,NA,NA,NA,NA,0.743055603271,NA,0.0,25.6906120452,NA,NA,NA,0.0,NA,NA,NA,NA,251.484808222,NA,NA,NA,0.0,5057.19087044,NA,NA
246,1,MS,phloem,NA,117.738772294,NA,396.896488049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.506152302,NA,NA,NA,NA,NA,NA,NA,NA,NA,10389.7836744,NA
246,1,MS,roots,17.8517946203,83.5902014549,1046.2308946,176.183150479,8.50412047139,NA,0.045726133069,0.0163053275607,0.0265070493747,6.47852795417,0.825804980199,0.00933396521935,NA,NA,2.86380967557,0.533610328426,NA,NA,NA,5.03142478082,4.15541211088,8.01244883276,3.07984615041,NA,1.22643976362,NA,NA,2.58165823331,89.2589731015,1.34410662072,NA,45.9294424024,3.99373590921,0.469623628057,491.334748507,NA,1.64432094061e-07,1.39105014458e-07,0.00921827261257,NA,NA,992.877243965,712.641243785
247,1,MS,grains,NA,NA,NA,NA,NA,0.178137005942,NA,NA,NA,NA,NA,NA,0.00353119279618,1.41128532591e-06,NA,NA,0.0,10.5261966022,NA,NA,NA,NA,NA,0.743112029325,NA,0.0,25.7710330607,NA,NA,NA,0.0,NA,NA,NA,NA,252.22805687,NA,NA,NA,0.0,5072.41176762,NA,NA
247,1,MS,phloem,NA,117.618929129,NA,397.703463508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.268139137,NA,NA,NA,NA,NA,NA,NA,NA,NA,10413.261844,NA
247,1,MS,roots,17.8580825171,84.2996585604,1044.58463994,179.983684262,7.55062905315,NA,0.046114225566,0.0162796709666,0.0235350496027,6.38689003911,0.815515310897,0.00933396521935,NA,NA,2.87241167848,0.533431516714,NA,NA,NA,5.03142478082,4.19679369115,8.01244883276,3.08909706041,NA,1.22734137859,NA,NA,2.57470391426,89.2904125857,1.34365621338,NA,46.3192604517,3.54595381006,0.469623628057,490.561628422,NA,1.64432094061e-07,1.39105014458e-07,0.00921827261257,NA,NA,1014.29508953,713.031061834
248,1,MS,grains,NA,NA,NA,NA,NA,0.178671521311,NA,NA,NA,NA,NA,NA,0.00354158395782,1.41179150005e-06,NA,NA,0.0,10.5616720746,NA,NA,NA,NA,NA,0.740921250827,NA,0.0,25.8578868032,NA,NA,NA,0.0,NA,NA,NA,NA,252.970282701,NA,NA,NA,0.0,5087.68209326,NA,NA
248,1,MS,phloem,NA,117.591123688,NA,400.129097789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.238256609,NA,NA,NA,NA,NA,NA,NA,NA,NA,10478.2078321,NA
248,1,MS,roots,17.8768565164,80.8612245193,1042.5599638,176.753921669,6.0068004777,NA,0.0949728260917,0.0348861444259,0.0401999148786,6.2960609536,0.797383097616,0.00933049038922,NA,NA,2.86398998965,0.519679118958,NA,NA,NA,5.02948437886,4.15103707273,8.01870488941,3.08122836272,NA,1.2259207419,NA,NA,2.56118046145,89.384282582,1.30901541299,NA,44.4128449917,2.81984752111,0.469442514626,489.421971053,NA,1.6436826982e-07,1.39213626552e-07,0.019800083051,NA,NA,995.709665498,710.876444222
249,1,MS,grains,NA,NA,NA,NA,NA,0.17920730298,NA,NA,NA,NA,NA,NA,0.00355193100092,1.41255743628e-06,NA,NA,0.0,10.5992295343,NA,NA,NA,NA,NA,0.737057516539,NA,0.0,25.9498378254,NA,NA,NA,0.0,NA,NA,NA,NA,253.709357209,NA,NA,NA,0.0,5103.00544224,NA,NA
249,1,MS,phloem,NA,117.648219273,NA,403.852933932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.451916755,NA,NA,NA,NA,NA,NA,NA,NA,NA,10578.114108,NA
249,1,MS,roots,17.9053145769,80.0632276758,1040.12892757,180.569391796,4.993413095,NA,0.094035565793,0.0348047970848,0.0334179205915,6.20803462689,0.774061612401,0.00933049038922,NA,NA,2.87256806739,0.519587987988,NA,NA,NA,5.02948437886,4.18745497499,8.01870488941,3.09045710184,NA,1.22662691617,NA,NA,2.54283799068,89.5265728845,1.30878586395,NA,43.9745470271,2.34412039988,0.469442514626,488.280739293,NA,1.6436826982e-07,1.39213626552e-07,0.019800083051,NA,NA,1017.20339219,710.438146257
