t,plant,axis,organ,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sum_respi
84,1,MS,roots,16.585741405648257,2.1726179762581146,0.7269571539814732,0.7780685519667521,18.273769298127057,1.0206073941280305,0.00970593131089983,NA,2.8428801750705865,1.2305013028068243,NA,NA,3.7531834412281944,7.425096569612583,2.936881287984652,NA,1.1088624655584498,NA,NA,740.7046533592561,2.8185156658060597,82.92870702824128,3.099499503291749,NA,47.42384543783967,2.5475488432669047,0.4888852927394767,476.04002296425944,NA,1.7121646998826671e-07,1.2890792655577403e-07,0.424192364152945,NA,NA,770.6779721750382,7.826564919105605
85,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3761910077936213e-06,NA,NA,0.0,6.346940107707308,NA,NA,NA,0.5253895539373187,NA,0.0,15.5390602636972,NA,NA,NA,NA,309599.99999999674,NA,NA,NA,NA,146.5936638135973,NA,NA,NA,0.0,3136.487307619497,NA,NA
85,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.40611660848458,NA,NA,NA,NA,NA,NA,NA,NA,NA,7139.891088226496,NA
85,1,MS,roots,16.616876858406453,2.1792712414175734,0.7284140882346388,0.7176059298551062,18.186690438307885,0.9996081722472293,0.00970593131089983,NA,2.8560753210640115,1.2473596034584946,NA,NA,3.8035700457174237,7.425096569612583,2.950512737421086,NA,1.1322267506677883,NA,NA,740.8498806481891,2.809157494827913,83.08438429203227,3.1419637366712707,NA,47.569072726772696,2.349582375361145,0.4888852927394767,476.9940805886131,NA,1.7121646998826671e-07,1.2890792655577403e-07,0.424192364152945,NA,NA,790.7592651952268,7.90700497023993
86,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.37720748475649e-06,NA,NA,0.0,6.370277224986265,NA,NA,NA,0.5244841934591814,NA,0.0,15.596195964621543,NA,NA,NA,NA,313199.99999999674,NA,NA,NA,NA,147.11857642870208,NA,NA,NA,0.0,3145.6964217743316,NA,NA
86,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242.23116329619484,NA,NA,NA,NA,NA,NA,NA,NA,NA,7203.047753620653,NA
86,1,MS,roots,16.651227223092715,2.0533242505954212,0.7033978667242962,0.651171968559128,18.06735281821217,1.0006648275683565,0.009700060254776698,NA,2.8435768949357696,1.2206978591428659,NA,NA,3.7547991698278467,7.435156312134152,2.9394204045563095,NA,1.1143044365602288,NA,NA,739.3646410063885,2.7998191033313518,83.25613611546358,3.074805690536186,NA,46.503194236624346,2.212137941187502,0.48858269634078993,477.9115760078594,NA,1.7110985245881683e-07,1.290825748634402e-07,0.40883775602265654,NA,NA,773.8207964352098,7.8190739239064815
87,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3781309211162716e-06,NA,NA,0.0,6.393277990457873,NA,NA,NA,0.5238477014421299,NA,0.0,15.65250818353479,NA,NA,NA,NA,316799.9999999967,NA,NA,NA,NA,147.64271878188944,NA,NA,NA,0.0,3154.938963526779,NA,NA
87,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.08896554316354,NA,NA,NA,NA,NA,NA,NA,NA,NA,7263.469920773741,NA
87,1,MS,roots,16.682512577608616,2.064884974693529,0.7047997001954702,0.6254810756772654,17.981356944269667,0.9825452717764964,0.009700060254776698,NA,2.856745653892269,1.2374352273848819,NA,NA,3.8058136928758617,7.435156312134152,2.953033020008473,NA,1.1368263276818749,NA,NA,739.6264655078497,2.7915960067194012,83.41256288804307,3.1169653082742617,NA,46.76501873808556,2.124861765874388,0.48858269634078993,478.8640276361666,NA,1.7110985245881683e-07,1.290825748634402e-07,0.40883775602265654,NA,NA,794.0173707005337,7.899994574153013
88,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3788297063548052e-06,NA,NA,0.0,6.415325428883866,NA,NA,NA,0.5243531630698125,NA,0.0,15.7064863948536,NA,NA,NA,NA,320399.9999999964,NA,NA,NA,NA,148.16668151027935,NA,NA,NA,0.0,3164.2144547302446,NA,NA
88,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.96701830871862,NA,NA,NA,NA,NA,NA,NA,NA,NA,7307.793532559873,NA
88,1,MS,roots,16.706237181522617,1.6770281068220334,0.5821675673195121,0.5199289518860507,17.85551613407678,0.9905738279135595,0.009694230732732371,NA,2.84437610930518,1.210608955760888,NA,NA,3.7579828018089936,7.445851919084096,2.9420560327978276,NA,1.1197900352594594,NA,NA,738.523907622456,2.788646705859113,83.53118590761308,3.049392835669743,NA,46.07885528442955,2.142873828531921,0.4882821994358967,479.87773687297437,NA,1.7100394371927647e-07,1.292682624840989e-07,0.3369883633237086,NA,NA,777.1296431848715,7.812967866875062
89,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3791776704539942e-06,NA,NA,0.0,6.435816877648754,NA,NA,NA,0.5260901041221223,NA,0.0,15.756655114243497,NA,NA,NA,NA,323999.9999999964,NA,NA,NA,NA,148.6918266021992,NA,NA,NA,0.0,3173.5205235773983,NA,NA
89,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.79340600555014,NA,NA,NA,NA,NA,NA,NA,NA,NA,7331.681859149881,NA
89,1,MS,roots,16.718067176269795,1.7000451850171945,0.5834377949061993,0.5269439434486943,17.76274443516942,0.9793370884528694,0.009694230732732371,NA,2.8574887551511154,1.2266240061668483,NA,NA,3.810859431614517,7.445851919084096,2.9556189855630297,NA,1.1414548517659724,NA,NA,739.1563362686492,2.79095075627245,83.59033588134896,3.089733013014731,NA,46.711283930622656,2.171785936181306,0.4882821994358967,480.9247789512882,NA,1.7100394371927647e-07,1.292682624840989e-07,0.3369883633237086,NA,NA,797.3989669641142,7.89497219293248
90,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.379251393897341e-06,NA,NA,0.0,6.455093186753202,NA,NA,NA,0.5290242387964075,NA,0.0,15.8038488365337,NA,NA,NA,NA,327599.9999999968,NA,NA,NA,NA,149.21928039756324,NA,NA,NA,0.0,3182.855590773467,NA,NA
90,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.54440817162182,NA,NA,NA,NA,NA,NA,NA,NA,NA,7335.2909466476285,NA
90,1,MS,roots,16.720574991235736,1.0046611301128359,0.34575880698940503,0.3417465202621436,17.62155327354574,1.0004389786076087,0.009688443731633254,NA,2.845201535281008,1.1989559374119458,NA,NA,3.7650558818895314,7.456984138947849,2.9447090687623256,NA,1.125250048632348,NA,NA,738.7303412007421,2.7985554495207574,83.60287495617868,3.020040144614473,NA,46.69864608408115,2.382758622063299,0.4879838513106867,482.1466962568436,NA,1.7089876980256383e-07,1.2946153019006688e-07,0.19920101869047965,NA,NA,780.4855973572694,7.809213354582485
91,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3790103317960572e-06,NA,NA,0.0,6.472948052141653,NA,NA,NA,0.5328671637742286,NA,0.0,15.847562472484736,NA,NA,NA,NA,331199.99999999674,NA,NA,NA,NA,149.75016997827134,NA,NA,NA,0.0,3192.217335361013,NA,NA
91,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.1449564368274,NA,NA,NA,NA,NA,NA,NA,NA,NA,7320.393973595249,NA
91,1,MS,roots,16.71237669393265,1.0326567138006115,0.3466567043935929,0.37017426297414746,17.51337486041221,1.0018105449735264,0.009688443731633254,NA,2.858206223183652,1.2135267863969137,NA,NA,3.8211688603383394,7.456984138947849,2.9581685801285587,NA,1.1460517053521762,NA,NA,740.0316315715619,2.8097307659409796,83.56188346966326,3.0567425350048203,NA,47.9999364549009,2.5809653192401005,0.4879838513106867,483.3987779341732,NA,1.7089876980256383e-07,1.2946153019006688e-07,0.19920101869047965,NA,NA,800.7432376750761,7.892901869918905
92,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3786124481894648e-06,NA,NA,0.0,6.490109632537945,NA,NA,NA,0.5373224409569198,NA,0.0,15.889578755523932,NA,NA,NA,NA,334799.99999999674,NA,NA,NA,NA,150.28523186192697,NA,NA,NA,0.0,3201.6045425464154,NA,NA
92,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.6221491175978,NA,NA,NA,NA,NA,NA,NA,NA,NA,7293.054900669638,NA
92,1,MS,roots,16.698856356568793,0.7552696233566362,0.25299325857066574,0.29619535987333084,17.369381286946023,1.0276631124802669,0.00968269859943243,NA,2.845945201349745,1.18581141155111,NA,NA,3.778674078824944,7.467898401156851,2.9472678911442203,NA,1.1304919152009552,NA,NA,739.8524690836871,2.8234449750850747,83.49428178284396,2.9869305076854156,NA,48.23114055279913,2.837233139930971,0.4876876193055284,484.68069027333075,NA,1.7079434795874034e-07,1.2965101390897313e-07,0.14499423345891266,NA,NA,783.7246255349446,7.810430691725799
93,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.378037727762221e-06,NA,NA,0.0,6.506474163944939,NA,NA,NA,0.5420653286088372,NA,0.0,15.929643642761745,NA,NA,NA,NA,338399.99999999686,NA,NA,NA,NA,150.8249058401761,NA,NA,NA,0.0,3211.015868965944,NA,NA
93,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.93470099014337,NA,NA,NA,NA,NA,NA,NA,NA,NA,7256.656314655099,NA
93,1,MS,roots,16.679351826920065,0.7795597459301885,0.25367738566046977,0.32199565540479735,17.258035321150277,1.0328780933097106,0.00968269859943243,NA,2.8588032005108066,1.1996947497289043,NA,NA,3.8357536213899768,7.467898401156851,2.9605836668850123,NA,1.1503841076521129,NA,NA,741.4036241674611,2.837884679595485,83.39675913460032,3.0219011328183987,NA,49.78229563657313,3.084372236009974,0.4876876193055284,485.9913306911596,NA,1.7079434795874034e-07,1.2965101390897313e-07,0.14499423345891266,NA,NA,803.9055422440573,7.894251571629688
94,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3773920789293893e-06,NA,NA,0.0,6.522534524941566,NA,NA,NA,0.5469085972130525,NA,0.0,15.9689638369259,NA,NA,NA,NA,341999.9999999967,NA,NA,NA,NA,151.36939267722192,NA,NA,NA,0.0,3220.4507023757683,NA,NA
94,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.1029873167741,NA,NA,NA,NA,NA,NA,NA,NA,NA,7215.06059434048,NA
94,1,MS,roots,16.657475103461795,0.5189226277885743,0.1677764573275487,0.23419412653570726,17.112139115443664,1.0637673599069406,0.009676993244661617,NA,2.846536219933134,1.171955099921379,NA,NA,3.794271693169961,7.4780182799024,2.949659472391845,NA,1.135364447247954,NA,NA,741.455938458032,2.8524444149844657,83.28737551730897,2.952027959499695,NA,50.24213526791648,3.4012044438595663,0.48739339878986626,487.3239484513449,NA,1.7069066675693494e-07,1.298267062483056e-07,0.09563365729917071,NA,NA,786.7388574916342,7.812763013024474
95,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3766793671499548e-06,NA,NA,0.0,6.538304998405165,NA,NA,NA,0.5517251876241849,NA,0.0,16.00757430644023,NA,NA,NA,NA,345599.9999999966,NA,NA,NA,NA,151.91870833420467,NA,NA,NA,0.0,3229.9085208642337,NA,NA
95,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.1468511526611,NA,NA,NA,NA,NA,NA,NA,NA,NA,7170.637979145118,NA
95,1,MS,roots,16.633368878946182,0.5373666535059846,0.16824467064600357,0.2557566129780784,16.998515927917527,1.0726170348405801,0.009676993244661617,NA,2.85923514848742,1.1851810453550191,NA,NA,3.852213118800506,7.4780182799024,2.962818452993278,NA,1.15440894782632,NA,NA,743.2416906787978,2.8664707062664436,83.16684439473092,2.985342683513902,NA,52.027887488682246,3.714356723950043,0.48739339878986626,488.6839221133316,NA,1.7069066675693494e-07,1.298267062483056e-07,0.09563365729917071,NA,NA,806.8108341391226,7.896629312642945
96,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3759475672230101e-06,NA,NA,0.0,6.5540109284135495,NA,NA,NA,0.5564946578060206,NA,0.0,16.046026755771102,NA,NA,NA,NA,349199.99999999686,NA,NA,NA,NA,152.4728248356109,NA,NA,NA,0.0,3239.3891748190763,NA,NA
96,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.08789838773157,NA,NA,NA,NA,NA,NA,NA,NA,NA,7124.55901048166,NA
96,1,MS,roots,16.60866365267311,0.4430499543416727,0.13770011318760564,0.22690026242396522,16.85524398460662,1.1055929786218477,0.009671324860918377,NA,2.8469465713652893,1.1577204621063109,NA,NA,3.811599204547021,7.48705569332298,2.9518552783463856,NA,1.1398300197459499,NA,NA,743.3625718049592,2.8800377615864985,83.04331826336553,2.9161724486305056,NA,52.55365316793232,4.037164741228921,0.48710104938658116,490.01092893008206,NA,1.7058768957645317e-07,1.299836057868573e-07,0.0780595476197212,NA,NA,789.482174781404,7.8162662380186205
97,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3751795106117911e-06,NA,NA,0.0,6.569568913975943,NA,NA,NA,0.5611827311177638,NA,0.0,16.08411699628593,NA,NA,NA,NA,352799.9999999968,NA,NA,NA,NA,153.03166493118513,NA,NA,NA,0.0,3248.892411695727,NA,NA
97,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.94603966414388,NA,NA,NA,NA,NA,NA,NA,NA,NA,7077.746290974254,NA
97,1,MS,roots,16.58278507700552,0.45869184571210925,0.1380805020231642,0.24509853128990225,16.74377267779829,1.1146727876464413,0.009671324860918377,NA,2.859487303154988,1.1705976308665107,NA,NA,3.86957799218972,7.48705569332298,2.96485813048983,NA,1.1580907574600492,NA,NA,745.217980040344,2.8929075252318017,82.91392538502761,2.948608641981135,NA,54.409061403317125,4.360960794314513,0.48710104938658116,491.36455662400243,NA,1.7058768957645317e-07,1.299836057868573e-07,0.0780595476197212,NA,NA,809.4337472773997,7.899662926211219
98,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3744062132698178e-06,NA,NA,0.0,6.585125967485454,NA,NA,NA,0.56586590635032,NA,0.0,16.12220495487818,NA,NA,NA,NA,356399.999999997,NA,NA,NA,NA,153.59518670797644,NA,NA,NA,0.0,3258.4182332743567,NA,NA
98,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.75093753635636,NA,NA,NA,NA,NA,NA,NA,NA,NA,7030.233034231699,NA
98,1,MS,roots,16.556782183627558,0.6681348553860844,0.20055001881152495,0.36964520657919947,16.610169030612226,1.1436454738639972,0.009665690432410562,NA,2.847168764628526,1.143900133923056,NA,NA,3.828955061841579,7.494924056679166,2.953848074582146,NA,1.1438536445418641,NA,NA,745.1091856483279,2.905594669837154,82.78391091813779,2.881360538849007,NA,54.702726190430674,4.539637550735751,0.48681042024921184,492.59364384723557,NA,1.704853672853034e-07,1.3012020931734666e-07,0.11309187451885463,NA,NA,791.9422085635655,7.820023960393161
99,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3736006024124652e-06,NA,NA,0.0,6.6005512850661265,NA,NA,NA,0.5705677170541816,NA,0.0,16.159970387575687,NA,NA,NA,NA,359999.999999997,NA,NA,NA,NA,154.16339719931958,NA,NA,NA,0.0,3267.96643458922,NA,NA
99,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.52742369469453,NA,NA,NA,NA,NA,NA,NA,NA,NA,6982.301570092644,NA
99,1,MS,roots,16.529748317562913,0.6879582762835191,0.20106138333831455,0.3846352239841777,16.50774628009158,1.146939116435626,0.009665690432410562,NA,2.8595564367536523,1.1569347716134306,NA,NA,3.8854328054303657,7.494924056679166,2.9666998949273067,NA,1.1613808643577694,NA,NA,746.7322040506284,2.918118206541762,82.64874158781456,2.9141933793789185,NA,56.32574459273122,4.723730958919151,0.48681042024921184,493.84966425091466,NA,1.704853672853034e-07,1.3012020931734666e-07,0.11309187451885463,NA,NA,811.769664644997,7.901924013797449
100,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3727946779345735e-06,NA,NA,0.0,6.615997697933328,NA,NA,NA,0.5754209217383007,NA,0.0,16.197787467354008,NA,NA,NA,NA,363599.9999999969,NA,NA,NA,NA,154.73637485288035,NA,NA,NA,0.0,3277.5370417139493,NA,NA
100,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.32885100510586,NA,NA,NA,NA,NA,NA,NA,NA,NA,6934.023816174077,NA
100,1,MS,roots,16.502760524035647,0.6330980681795623,0.18442670836485708,0.36558287739786177,16.37731981719244,1.17721472205561,0.00966008694004378,NA,2.8472058669958793,1.1305440526761252,NA,NA,3.843249687269842,7.501619009157189,2.9556415776406904,NA,1.1474645299046335,NA,NA,746.6542737871177,2.9312749321800617,82.51380262017824,2.847718016816436,NA,56.64806378399051,4.906719005647426,0.4865213603663285,495.0614982429876,NA,1.7038364708722413e-07,1.302364411312012e-07,0.10348136826288924,NA,NA,794.1197245181335,7.820999606941847
101,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3719679971500682e-06,NA,NA,0.0,6.631366001404141,NA,NA,NA,0.5803414124488081,NA,0.0,16.235413313782548,NA,NA,NA,NA,367199.9999999973,NA,NA,NA,NA,155.31424995404709,NA,NA,NA,0.0,3287.1299046146546,NA,NA
101,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.14517201748876,NA,NA,NA,NA,NA,NA,NA,NA,NA,6886.064852813762,NA
101,1,MS,roots,16.475136296538707,0.6515898108067373,0.18488798404177276,0.3797280118377219,16.277642301912326,1.180288543100739,0.00966008694004378,NA,2.859449576476513,1.143320526872381,NA,NA,3.899565124569572,7.501619009157189,2.9683515882602234,NA,1.1643710568491243,NA,NA,748.3088696048453,2.9445520369054026,82.37568148269354,2.8799005714669543,NA,58.30265960171815,5.096569800869341,0.4865213603663285,496.2997127605138,NA,1.7038364708722413e-07,1.302364411312012e-07,0.10348136826288924,NA,NA,813.8215599937616,7.902335227918465
102,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3714377091809207e-06,NA,NA,0.0,6.648194221208141,NA,NA,NA,0.5844366306903036,NA,0.0,16.276613438130273,NA,NA,NA,NA,370799.9999999979,NA,NA,NA,NA,155.89680089062645,NA,NA,NA,0.0,3296.7458021057614,NA,NA
102,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.14101737926327,NA,NA,NA,NA,NA,NA,NA,NA,NA,6855.049770611243,NA
102,1,MS,roots,16.45744745249584,2.237235758807695,0.650088975740693,1.151486769668197,16.18623119905195,1.1787595264568604,0.009654511433011227,NA,2.8470585789783924,1.1197230111593734,NA,NA,3.857202105457557,7.507164822542796,2.9572370400183217,NA,1.1505418694092726,NA,NA,746.6228308459041,2.9546487589264343,82.28723726247918,2.8204609852880944,NA,57.01487134510221,4.401762516741277,0.4862337221410232,497.01609455515836,NA,1.7028247612821495e-07,1.3033272261359022e-07,0.36332881976529396,NA,NA,796.0226221825325,7.823983695595323
103,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3714000064003863e-06,NA,NA,0.0,6.667454996585679,NA,NA,NA,0.5866970854791115,NA,0.0,16.323769129571833,NA,NA,NA,NA,374399.9999999983,NA,NA,NA,NA,156.48249773140986,NA,NA,NA,0.0,3306.3878464399845,NA,NA
103,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.3347810977973,NA,NA,NA,NA,NA,NA,NA,NA,NA,6853.812972226236,NA
103,1,MS,roots,16.456190724792943,2.240117128414227,0.6510674022209846,1.0161908470191154,16.124366995532096,1.151794743737756,0.009654511433011227,NA,2.8591866666470414,1.134815884148444,NA,NA,3.904913744133463,7.507164822542796,2.9698344731526927,NA,1.1667458090666305,NA,NA,746.6962611568435,2.9572824326564247,82.28095362396472,2.858478297603133,NA,57.088301656041665,3.8845698431717306,0.4862337221410232,497.7641363251173,NA,1.7028247612821495e-07,1.3033272261359022e-07,0.36332881976529396,NA,NA,815.6453094738489,7.898916294928949
104,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3722066178112074e-06,NA,NA,0.0,6.690893162940859,NA,NA,NA,0.5858305961630248,NA,0.0,16.381152226510377,NA,NA,NA,NA,377999.99999999773,NA,NA,NA,NA,157.06913779884596,NA,NA,NA,0.0,3316.0604269477417,NA,NA
104,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.80322724223947,NA,NA,NA,NA,NA,NA,NA,NA,NA,6901.17802301349,NA
104,1,MS,roots,16.483103920337978,3.6603179232265477,1.117923948949166,1.311532141136265,16.070080469511748,1.1229116711138827,0.009648961543844562,NA,2.8468261091236857,1.1139309273181635,NA,NA,3.8543986903515868,7.511791857809625,2.958737925633581,NA,1.1530781700878214,NA,NA,743.5628847014638,2.9473832068544725,82.41551960168988,2.8058713534462556,NA,54.351345855423595,2.92120268642807,0.485947387143454,497.99503046312066,NA,1.7018180274935812e-07,1.3041305308697268e-07,0.6235693355712192,NA,NA,797.8177669633646,7.815155726793436
105,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3739576962719666e-06,NA,NA,0.0,6.719048825492559,NA,NA,NA,0.5813200301465669,NA,0.0,16.45008505551626,NA,NA,NA,NA,381599.99999999756,NA,NA,NA,NA,157.65293543432392,NA,NA,NA,0.0,3325.7705702113853,NA,NA
105,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247.61532789317215,NA,NA,NA,NA,NA,NA,NA,NA,NA,7006.972052666481,NA
105,1,MS,roots,16.541724318501675,3.5739508386239254,1.1185278551049715,1.041346912192823,16.044324781413092,1.0737667142695582,0.009648961543844562,NA,2.8589521378760425,1.1315019566841096,NA,NA,3.894562739591696,7.511791857809625,2.971340641704625,NA,1.168743087679971,NA,NA,742.2804367326754,2.922792084981656,82.70862159250838,2.8501308732597215,NA,53.06889788663518,2.319413533217556,0.485947387143454,498.26404899943526,NA,1.7018180274935812e-07,1.3041305308697268e-07,0.6235693355712192,NA,NA,817.5435753981285,7.885016834151848
106,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3763011330224045e-06,NA,NA,0.0,6.750247194279801,NA,NA,NA,0.574722215269957,NA,0.0,16.526467268753994,NA,NA,NA,NA,385199.9999999976,NA,NA,NA,NA,158.2310819863216,NA,NA,NA,0.0,3335.5239215347897,NA,NA
106,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.71546874724888,NA,NA,NA,NA,NA,NA,NA,NA,NA,7151.956100310991,NA
106,1,MS,roots,16.62059398057908,3.57742251297392,1.1785974478395593,0.8917577176141208,15.99543430055057,1.04782490401242,0.009643437892596756,NA,2.8467715825985977,1.1112814918789822,NA,NA,3.837757953924969,7.516692737072739,2.9604174958847924,NA,1.1556041344148273,NA,NA,739.2465355745268,2.8899777660531765,83.1029699028954,2.799197712541517,NA,50.42954324618714,1.8856146103423774,0.4856623863199866,498.4269882865594,NA,1.7008158550020888e-07,1.3049813779640174e-07,0.6568428027561155,NA,NA,799.9131913274276,7.795811028402549
107,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.37890329329397e-06,NA,NA,0.0,6.782879396913497,NA,NA,NA,0.5672386321331815,NA,0.0,16.606359902788213,NA,NA,NA,NA,388799.9999999974,NA,NA,NA,NA,158.80208602205627,NA,NA,NA,0.0,3345.3236156649596,NA,NA
107,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250.05278692367904,NA,NA,NA,NA,NA,NA,NA,NA,NA,7320.493244146449,NA
107,1,MS,roots,16.70873807299468,3.4925316097668397,1.179076018828932,0.7687807532927903,15.97471862154919,1.0032704830219499,0.009643437892596756,NA,2.859011837447086,1.1293791364030137,NA,NA,3.878726281159267,7.516692737072739,2.9731463937103344,NA,1.170973944911678,NA,NA,738.0498613044444,2.8536782849099223,83.5436903649734,2.844783718899279,NA,49.23286897610476,1.6255807961352366,0.4856623863199866,498.6293751976727,NA,1.7008158550020888e-07,1.3049813779640174e-07,0.6568428027561155,NA,NA,819.9375205637369,7.867117255009367
108,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,1.3810317103457765e-06,NA,NA,0.0,6.813343605801551,NA,NA,NA,0.5621250503123966,NA,0.0,16.680944690065864,NA,NA,NA,NA,392399.9999999974,NA,NA,NA,NA,159.36640598960392,NA,NA,NA,0.0,3355.1696985150174,NA,NA
108,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.49434265301915,NA,NA,NA,NA,NA,NA,NA,NA,NA,7463.0426402951725,NA
108,1,MS,roots,16.781282544967343,2.73283128853593,0.9576249941192237,0.6018939743456623,15.910210782725986,0.9925012093981919,0.00963794519687756,NA,2.8470829757919875,1.1084419938647478,NA,NA,3.8233933433673233,7.52350710805846,2.9624702071768056,NA,1.15860849959069,NA,NA,735.892884861009,2.8275314948181935,83.90641272483671,2.792045324596342,NA,47.468227941183265,1.56820001058157,0.48537895549496757,499.0073301675895,NA,1.699818352119953e-07,1.3061644284823716e-07,0.533072215034513,NA,NA,802.5962461777943,7.778918313024059
