t,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
595,-0.9,0,1.579,0.75,360,2.2
596,-1,0,1.525,0.75,360,2.2
597,-0.7,78.55555556,1.468,0.75,360,2.2
598,-0.2,213.2222222,1.4365,0.75,360,2.2
599,0.3,314.2222222,1.4295,0.75,360,2.2
600,0.9,370.3333333,1.4315,0.75,360,2.2
601,1.1,437.6666667,1.477,0.75,360,2.2
602,1,280.5555556,1.5775,0.75,360,2.2
603,1.2,235.6666667,1.546,0.75,360,2.2
604,0.5,134.6666667,1.484,0.75,360,2.2
605,-0.2,0,1.4215,0.75,360,2.2
606,-0.6,0,1.346,0.75,360,2.2
607,-1.2,0,1.256,0.75,360,2.2
608,-1.2,0,1.164,0.75,360,2.2
609,-1.4,0,1.0765,0.75,360,2.2
610,-1.4,0,0.9985,0.75,360,2.2
611,-1.5,0,0.9515,0.75,360,2.2
612,-1.9,0,0.9215,0.75,360,2.2
613,-2.6,0,0.872,0.75,360,2.2
614,-2.2,0,0.82,0.75,360,2.2
615,-2.1,0,0.7645,0.75,360,2.2
616,-2.7,0,0.7045,0.75,360,2.2
617,-2.5,0,0.6445,0.75,360,2.2
618,-1.7,0,0.58,0.75,360,2.2
619,-1.7,0,0.5135,0.75,360,2.2
620,-1,22.44444444,0.453,0.75,360,2.2
621,-0.3,157.1111111,0.4085,0.75,360,2.2
622,-0.2,145.8888889,0.4275,0.75,360,2.2
623,-0.5,168.3333333,0.4535,0.75,360,2.2
624,0,190.7777778,0.4785,0.75,360,2.2
625,0.2,224.4444444,0.4985,0.75,360,2.2
626,0.1,168.3333333,0.5195,0.75,360,2.2
627,-0.2,123.4444444,0.533,0.75,360,2.2
628,-0.9,33.66666667,0.552,0.75,360,2.2
629,-1.6,0,0.57,0.75,360,2.2
630,-1.2,0,0.5875,0.75,360,2.2
631,-0.6,0,0.594,0.75,360,2.2
632,0,0,0.61,0.75,360,2.2
633,0.9,0,0.622,0.75,360,2.2
634,1.3,0,0.6365,0.75,360,2.2
635,2,0,0.65,0.75,360,2.2
636,1.8,0,0.667,0.75,360,2.2
637,1.7,0,0.6805,0.75,360,2.2
638,0.8,0,0.6965,0.75,360,2.2
639,1.1,0,0.704,0.75,360,2.2
640,1.1,0,0.719,0.75,360,2.2
641,0.2,0,0.729,0.75,360,2.2
642,0.1,0,0.7365,0.75,360,2.2
643,1.5,0,0.7455,0.75,360,2.2
644,0.7,0,0.7535,0.75,360,2.2
645,2.3,179.5555556,0.764,0.75,360,2.2
646,2.1,235.6666667,0.768,0.75,360,2.2
647,3.4,549.8888889,0.7745,0.75,360,2.2
648,3,258.1111111,0.7925,0.75,360,2.2
649,4.5,516.2222222,0.8015,0.75,360,2.2
650,4.4,370.3333333,0.7965,0.75,360,2.2
651,4.4,134.6666667,0.793,0.75,360,2.2
652,3.8,33.66666667,0.8015,0.75,360,2.2
653,3.8,0,0.8885,0.75,360,2.2
654,3.9,0,1.1495,0.75,360,2.2
655,4.1,0,1.6485,0.75,360,2.2
656,4.4,0,2.0565,0.75,360,2.2
657,5,0,2.401,0.75,360,2.2
658,4.8,0,2.7275,0.75,360,2.2
659,5.3,0,3.0445,0.75,360,2.2
660,6.3,0,3.326,0.75,360,2.2
661,7.2,0,3.6575,0.75,360,2.2
662,6.9,0,4.0125,0.75,360,2.2
663,6.7,0,4.1295,0.75,360,2.2
664,6.2,0,4.142,0.75,360,2.2
665,6.3,0,4.0945,0.75,360,2.2
666,5.3,0,4.027,0.75,360,2.2
667,5.1,0,3.7465,0.75,360,2.2
668,4.6,0,3.5665,0.75,360,2.2
669,5.2,123.4444444,3.4125,0.75,360,2.2
670,6.3,392.7777778,3.5175,0.75,360,2.2
671,7.3,572.3333333,4.115,0.75,360,2.2
672,7.5,460.1111111,4.9215,0.75,360,2.2
673,8.1,527.4444444,5.475,0.75,360,2.2
674,7.8,516.2222222,5.765,0.75,360,2.2
675,8,224.4444444,5.85,0.75,360,2.2
676,6.8,134.6666667,5.4625,0.75,360,2.2
677,6.1,11.22222222,4.9705,0.75,360,2.2
678,5.3,0,4.3725,0.75,360,2.2
679,5.5,0,3.873,0.75,360,2.2
680,5.7,0,3.631,0.75,360,2.2
681,5.3,0,3.5825,0.75,360,2.2
682,4.9,0,3.478,0.75,360,2.2
683,4.8,0,3.421,0.75,360,2.2
684,5.5,0,3.3635,0.75,360,2.2
685,5.4,0,3.385,0.75,360,2.2
686,5.3,0,3.444,0.75,360,2.2
687,5.5,0,3.5255,0.75,360,2.2
688,5.6,0,3.69,0.75,360,2.2
689,5.4,0,3.7485,0.75,360,2.2
690,5.2,0,3.664,0.75,360,2.2
691,5.6,0,3.813,0.75,360,2.2
692,5,11.22222222,3.7765,0.75,360,2.2
693,5.2,112.2222222,3.787,0.75,360,2.2
694,6.1,303,3.9515,0.75,360,2.2
695,7.5,460.1111111,4.4365,0.75,360,2.2
696,8.4,561.1111111,5.111,0.75,360,2.2
697,8.7,482.5555556,5.7865,0.75,360,2.2
698,8.9,415.2222222,6.2895,0.75,360,2.2
699,8.7,280.5555556,6.4555,0.75,360,2.2
700,8.1,67.33333333,6.344,0.75,360,2.2
701,7.9,11.22222222,6.032,0.75,360,2.2
702,8.1,0,5.7935,0.75,360,2.2
703,7.9,0,5.7455,0.75,360,2.2
704,7.7,0,5.693,0.75,360,2.2
705,7.6,0,5.655,0.75,360,2.2
706,7.2,0,5.5995,0.75,360,2.2
707,7.5,0,5.58,0.75,360,2.2
708,7.2,0,5.526,0.75,360,2.2
709,7.2,0,5.4745,0.75,360,2.2
710,7.3,0,5.463,0.75,360,2.2
711,7.9,0,5.515,0.75,360,2.2
712,8.3,0,5.6965,0.75,360,2.2
713,8.8,0,5.9595,0.75,360,2.2
714,8.8,0,6.247,0.75,360,2.2
715,8.9,0,6.455,0.75,360,2.2
716,8.8,0,6.4735,0.75,360,2.2
717,9,33.66666667,6.334,0.75,360,2.2
718,9.1,89.77777778,6.3265,0.75,360,2.2
719,9.3,157.1111111,6.468,0.75,360,2.2
720,9.9,280.5555556,6.7035,0.75,360,2.2
721,9.4,179.5555556,7.054,0.75,360,2.2
722,9.2,78.55555556,7.16,0.75,360,2.2
723,9.3,67.33333333,7.145,0.75,360,2.2
724,8.7,33.66666667,7.125,0.75,360,2.2
725,8.4,0,7.09,0.75,360,2.2
726,8.1,0,7.0225,0.75,360,2.2
727,8,0,6.893,0.75,360,2.2
728,7.8,0,6.757,0.75,360,2.2
729,8.2,0,6.71,0.75,360,2.2
730,7.9,0,6.734,0.75,360,2.2
731,7,0,6.7815,0.75,360,2.2
732,6.4,0,6.772,0.75,360,2.2
733,6.4,0,6.607,0.75,360,2.2
734,6.3,0,6.4335,0.75,360,2.2
735,6.1,0,6.234,0.75,360,2.2
736,5.9,0,5.9985,0.75,360,2.2
737,5.7,0,5.828,0.75,360,2.2
738,5.1,0,5.702,0.75,360,2.2
739,4.9,0,5.5475,0.75,360,2.2
740,4.9,0,5.4115,0.75,360,2.2
741,4.9,22.44444444,5.3015,0.75,360,2.2
742,5.3,67.33333333,5.314,0.75,360,2.2
743,5.7,157.1111111,5.462,0.75,360,2.2
744,6.3,157.1111111,5.7145,0.75,360,2.2
745,6.8,291.7777778,6.0115,0.75,360,2.2
746,7,314.2222222,6.3825,0.75,360,2.2
747,7.1,179.5555556,6.6535,0.75,360,2.2
748,7.1,67.33333333,6.7035,0.75,360,2.2
749,6.5,11.22222222,6.5235,0.75,360,2.2
750,6.6,0,6.116,0.75,360,2.2
751,5.4,0,5.963,0.75,360,2.2
752,4.5,0,5.5325,0.75,360,2.2
753,4.6,0,4.8955,0.75,360,2.2
754,3.9,0,4.27,0.75,360,2.2
755,3.8,0,3.7245,0.75,360,2.2
756,3.2,0,3.2955,0.75,360,2.2
757,1.8,0,2.926,0.75,360,2.2
758,2.2,0,2.658,0.75,360,2.2
759,2.7,0,2.475,0.75,360,2.2
760,1.7,0,2.3225,0.75,360,2.2
761,0.5,0,2.203,0.75,360,2.2
762,0.6,0,2.107,0.75,360,2.2
763,-0.4,0,2.0055,0.75,360,2.2
764,0.3,11.22222222,1.913,0.75,360,2.2
765,0.8,269.3333333,1.832,0.75,360,2.2
766,4.8,448.8888889,1.789,0.75,360,2.2
767,6.1,606,1.989,0.75,360,2.2
768,7.5,740.6666667,2.9055,0.75,360,2.2
769,7.8,729.4444444,4.1875,0.75,360,2.2
770,7.8,606,5.0875,0.75,360,2.2
771,7.3,381.5555556,5.41,0.75,360,2.2
772,6.2,101,5.2215,0.75,360,2.2
773,5.6,0,4.8375,0.75,360,2.2
774,4.8,0,4.551,0.75,360,2.2
775,4.9,0,4.337,0.75,360,2.2
776,5.3,0,4.14,0.75,360,2.2
777,5.4,0,4.1255,0.75,360,2.2
778,5.7,0,4.178,0.75,360,2.2
779,6.2,0,4.2795,0.75,360,2.2
780,6.3,0,4.3855,0.75,360,2.2
781,6,0,4.445,0.75,360,2.2
782,5.6,0,4.5015,0.75,360,2.2
783,6.2,0,4.535,0.75,360,2.2
784,6.1,0,4.6135,0.75,360,2.2
785,6,0,4.591,0.75,360,2.2
786,5.4,0,4.5365,0.75,360,2.2
787,5.6,0,4.4855,0.75,360,2.2
788,6.1,11.22222222,4.5085,0.75,360,2.2
789,6.5,123.4444444,4.6935,0.75,360,2.2
790,6.6,145.8888889,5.0215,0.75,360,2.2
791,7.4,280.5555556,5.379,0.75,360,2.2
792,7.9,347.8888889,5.8725,0.75,360,2.2
793,8.8,426.4444444,6.247,0.75,360,2.2
794,8.8,269.3333333,6.563,0.75,360,2.2
795,8.5,157.1111111,6.6525,0.75,360,2.2
796,8.6,67.33333333,6.5935,0.75,360,2.2
797,8.6,0,6.4835,0.75,360,2.2
798,8.7,0,6.368,0.75,360,2.2
799,8.8,0,6.344,0.75,360,2.2
800,8.7,0,6.323,0.75,360,2.2
801,8.7,0,6.3135,0.75,360,2.2
802,8.8,0,6.3305,0.75,360,2.2
803,8.5,0,6.3235,0.75,360,2.2
804,8.2,0,6.31,0.75,360,2.2
805,8.1,0,6.288,0.75,360,2.2
806,8.3,0,6.305,0.75,360,2.2
807,8.6,0,6.376,0.75,360,2.2
808,8.5,0,6.5265,0.75,360,2.2
809,8.1,0,6.6995,0.75,360,2.2
810,7.9,0,6.7495,0.75,360,2.2
811,8,0,6.689,0.75,360,2.2
812,8.1,11.22222222,6.518,0.75,360,2.2
813,8.4,67.33333333,6.301,0.75,360,2.2
814,9.1,123.4444444,6.2935,0.75,360,2.2
815,9.7,258.1111111,6.4515,0.75,360,2.2
816,9.8,291.7777778,6.771,0.75,360,2.2
817,11,303,6.998,0.75,360,2.2
818,10.9,314.2222222,7.325,0.75,360,2.2
819,10.6,179.5555556,7.62,0.75,360,2.2
820,10.3,44.88888889,7.575,0.75,360,2.2
821,10.1,0,7.34,0.75,360,2.2
822,9.7,0,7.145,0.75,360,2.2
823,9.2,0,7.05,0.75,360,2.2
824,9,0,7.02,0.75,360,2.2
825,9.3,0,7.025,0.75,360,2.2
826,9.2,0,7.04,0.75,360,2.2
827,9,0,7.007,0.75,360,2.2
828,8.8,0,6.9735,0.75,360,2.2
829,8.4,0,6.9555,0.75,360,2.2
830,8.3,0,6.95,0.75,360,2.2
831,8.1,0,6.889,0.75,360,2.2
832,7.8,0,6.696,0.75,360,2.2
833,7.7,0,6.4715,0.75,360,2.2
834,8.1,0,6.4055,0.75,360,2.2
835,8,0,6.431,0.75,360,2.2
836,7.1,0,6.398,0.75,360,2.2
837,8,78.55555556,6.225,0.75,360,2.2
838,7.9,101,6.3735,0.75,360,2.2
839,9.7,134.6666667,6.659,0.75,360,2.2
840,9.9,336.6666667,7.047,0.75,360,2.2
841,10.6,448.8888889,7.94,0.75,360,2.2
842,10.8,325.4444444,8.82,0.75,360,2.2
843,10.5,202,9.155,0.75,360,2.2
844,10.2,67.33333333,9.03,0.75,360,2.2
845,9.2,11.22222222,8.61,0.75,360,2.2
846,8.7,0,8.035,0.75,360,2.2
847,7.5,0,7.435,0.75,360,2.2
848,7.5,0,6.922,0.75,360,2.2
849,6.1,0,6.4875,0.75,360,2.2
850,5.8,0,6.0595,0.75,360,2.2
851,4.9,0,5.6425,0.75,360,2.2
852,4.7,0,5.2575,0.75,360,2.2
853,5,0,5.074,0.75,360,2.2
854,5.2,0,5.125,0.75,360,2.2
855,5.6,0,5.1725,0.75,360,2.2
856,6,0,5.3645,0.75,360,2.2
857,6.4,0,5.5895,0.75,360,2.2
858,6.6,0,5.797,0.75,360,2.2
859,6.5,0,5.953,0.75,360,2.2
860,6.6,0,6.032,0.75,360,2.2
861,6.6,78.55555556,6.0775,0.75,360,2.2
862,7,134.6666667,6.2585,0.75,360,2.2
863,7.5,123.4444444,6.5735,0.75,360,2.2
864,7.9,168.3333333,6.9745,0.75,360,2.2
865,8.2,213.2222222,7.5,0.75,360,2.2
866,8.4,101,7.88,0.75,360,2.2
867,8.6,78.55555556,7.985,0.75,360,2.2
868,8.4,44.88888889,8.01,0.75,360,2.2
869,7.9,0,7.93,0.75,360,2.2
870,7.7,0,7.74,0.75,360,2.2
871,7.5,0,7.575,0.75,360,2.2
872,7.3,0,7.455,0.75,360,2.2
873,7.3,0,7.36,0.75,360,2.2
874,7,0,7.28,0.75,360,2.2
875,7.3,0,7.2,0.75,360,2.2
876,7.1,0,7.13,0.75,360,2.2
877,7.1,0,7.06,0.75,360,2.2
878,6.9,0,6.9935,0.75,360,2.2
879,6.6,0,6.9175,0.75,360,2.2
880,6,0,6.7945,0.75,360,2.2
881,5.7,0,6.5215,0.75,360,2.2
882,5.8,0,6.2965,0.75,360,2.2
883,5.9,0,6.2265,0.75,360,2.2
884,5.9,11.22222222,6.231,0.75,360,2.2
885,6.4,78.55555556,6.324,0.75,360,2.2
886,6.8,157.1111111,6.583,0.75,360,2.2
887,7.1,370.3333333,6.966,0.75,360,2.2
888,7.9,583.5555556,7.58,0.75,360,2.2
889,7.7,448.8888889,8.06,0.75,360,2.2
890,7.5,527.4444444,8.47,0.75,360,2.2
891,6.6,392.7777778,8.475,0.75,360,2.2
892,5.7,101,7.955,0.75,360,2.2
893,4.8,11.22222222,7.395,0.75,360,2.2
894,4.3,0,6.9155,0.75,360,2.2
895,3.7,0,6.5595,0.75,360,2.2
896,3.6,0,6.2465,0.75,360,2.2
897,3.9,0,5.988,0.75,360,2.2
898,4.1,0,5.837,0.75,360,2.2
899,4.3,0,5.7685,0.75,360,2.2
900,4.5,0,5.753,0.75,360,2.2
901,4.6,0,5.7455,0.75,360,2.2
902,5,0,5.7465,0.75,360,2.2
903,5.4,0,5.7765,0.75,360,2.2
904,5.6,0,5.8415,0.75,360,2.2
905,5.9,0,5.914,0.75,360,2.2
906,5.9,0,5.9905,0.75,360,2.2
907,5.7,0,6.052,0.75,360,2.2
908,5.8,0,6.087,0.75,360,2.2
909,6,22.44444444,6.13,0.75,360,2.2
910,6.4,56.11111111,6.24,0.75,360,2.2
911,6.8,112.2222222,6.4175,0.75,360,2.2
912,7.2,145.8888889,6.7045,0.75,360,2.2
913,7.7,157.1111111,7.019,0.75,360,2.2
914,8.2,202,7.305,0.75,360,2.2
915,8.6,123.4444444,7.625,0.75,360,2.2
916,8.8,44.88888889,7.805,0.75,360,2.2
917,8.8,11.22222222,7.85,0.75,360,2.2
918,9,0,7.85,0.75,360,2.2
919,9.1,0,7.9,0.75,360,2.2
920,9.2,0,7.985,0.75,360,2.2
921,9.6,0,8.07,0.75,360,2.2
922,9.9,0,8.17,0.75,360,2.2
923,9.9,0,8.31,0.75,360,2.2
924,9.9,0,8.435,0.75,360,2.2
925,10.1,0,8.525,0.75,360,2.2
926,10,0,8.615,0.75,360,2.2
927,10.1,0,8.71,0.75,360,2.2
928,10.4,0,8.8,0.75,360,2.2
929,10.4,0,8.85,0.75,360,2.2
930,10.5,0,8.86,0.75,360,2.2
931,10.3,0,8.835,0.75,360,2.2
932,10.3,0,8.81,0.75,360,2.2
933,11.1,89.77777778,8.82,0.75,360,2.2
934,11.6,303,9,0.75,360,2.2
935,12.3,213.2222222,9.345,0.75,360,2.2
936,12.8,359.1111111,9.605,0.75,360,2.2
937,13,258.1111111,9.94,0.75,360,2.2
938,12.9,202,10.07,0.75,360,2.2
939,12.2,44.88888889,10.12,0.75,360,2.2
940,12.1,67.33333333,10.075,0.75,360,2.2
941,11.8,0,10.085,0.75,360,2.2
942,11.5,0,10.025,0.75,360,2.2
943,8.7,11.22222222,9.985,0.75,360,2.2
944,8.6,0,9.765,0.75,360,2.2
945,8.3,0,9.385,0.75,360,2.2
946,7.4,0,9.11,0.75,360,2.2
947,6.7,0,8.745,0.75,360,2.2
948,6.3,0,8.37,0.75,360,2.2
949,5.8,0,8.015,0.75,360,2.2
950,5.8,0,7.71,0.75,360,2.2
951,5.7,0,7.48,0.75,360,2.2
952,5.5,0,7.27,0.75,360,2.2
953,4.9,0,7.0155,0.75,360,2.2
954,5.2,0,6.602,0.75,360,2.2
955,5.2,0,6.442,0.75,360,2.2
956,5,0,6.32,0.75,360,2.2
957,5.5,89.77777778,6.104,0.75,360,2.2
958,5.9,235.6666667,6.171,0.75,360,2.2
959,6.8,404,6.513,0.75,360,2.2
960,7.4,538.6666667,7.1,0.75,360,2.2
961,8.3,751.8888889,7.635,0.75,360,2.2
962,8.5,594.7777778,8.03,0.75,360,2.2
963,8.1,280.5555556,8.075,0.75,360,2.2
964,8.1,101,7.825,0.75,360,2.2
965,7.4,22.44444444,7.505,0.75,360,2.2
966,7.4,0,7.1,0.75,360,2.2
967,7.5,0,6.834,0.75,360,2.2
968,8,0,6.752,0.75,360,2.2
969,7.5,0,6.789,0.75,360,2.2
970,7.7,0,6.8425,0.75,360,2.2
971,5.7,0,6.8045,0.75,360,2.2
972,5.3,0,6.313,0.75,360,2.2
973,5.4,0,5.872,0.75,360,2.2
974,5.4,0,5.6275,0.75,360,2.2
975,5.2,0,5.4065,0.75,360,2.2
976,4.9,0,5.266,0.75,360,2.2
977,4.9,0,5.13,0.75,360,2.2
978,4.8,0,5.0195,0.75,360,2.2
979,4.6,0,4.899,0.75,360,2.2
980,4.3,11.22222222,4.7065,0.75,360,2.2
981,4.8,89.77777778,4.455,0.75,360,2.2
982,5.5,246.8888889,4.6315,0.75,360,2.2
983,6,426.4444444,5.1615,0.75,360,2.2
984,6.2,448.8888889,5.7485,0.75,360,2.2
985,6.8,796.7777778,6.247,0.75,360,2.2
986,7.2,370.3333333,7.021,0.75,360,2.2
987,7.1,370.3333333,6.8885,0.75,360,2.2
988,6.6,168.3333333,6.6455,0.75,360,2.2
989,5.7,11.22222222,6.2765,0.75,360,2.2
990,4.9,0,5.7915,0.75,360,2.2
991,5.8,0,5.443,0.75,360,2.2
992,5.8,0,5.2545,0.75,360,2.2
993,6.2,0,5.2175,0.75,360,2.2
994,5.6,0,5.265,0.75,360,2.2
995,5.8,0,5.393,0.75,360,2.2
996,6.6,0,5.567,0.75,360,2.2
997,7,0,5.759,0.75,360,2.2
998,7.1,0,5.9635,0.75,360,2.2
999,7.3,0,6.158,0.75,360,2.2
1000,8,0,6.325,0.75,360,2.2
1001,7.9,0,6.5245,0.75,360,2.2
1002,8.4,0,6.768,0.75,360,2.2
1003,9.3,0,6.985,0.75,360,2.2
1004,9.6,0,7.21,0.75,360,2.2
1005,9.8,22.44444444,7.44,0.75,360,2.2
1006,10.4,89.77777778,7.67,0.75,360,2.2
1007,10.5,101,7.97,0.75,360,2.2
1008,10.8,56.11111111,8.195,0.75,360,2.2
1009,10.7,44.88888889,8.285,0.75,360,2.2
1010,10.2,101,8.3,0.75,360,2.2
1011,9.6,67.33333333,8.355,0.75,360,2.2
1012,9.4,22.44444444,8.355,0.75,360,2.2
1013,8.8,11.22222222,8.215,0.75,360,2.2
1014,8.4,0,7.8,0.75,360,2.2
1015,8,0,7.355,0.75,360,2.2
1016,7.1,0,6.876,0.75,360,2.2
1017,5.7,0,6.3625,0.75,360,2.2
1018,4.2,0,5.8175,0.75,360,2.2
1019,3.6,0,5.3005,0.75,360,2.2
1020,3.2,0,4.853,0.75,360,2.2
1021,3,0,4.48,0.75,360,2.2
1022,3.5,0,4.155,0.75,360,2.2
1023,3.5,0,3.885,0.75,360,2.2
1024,2.8,0,3.828,0.75,360,2.2
1025,2.4,0,3.8005,0.75,360,2.2
1026,2.7,0,3.6085,0.75,360,2.2
1027,2.2,0,3.4275,0.75,360,2.2
1028,2.2,22.44444444,3.288,0.75,360,2.2
1029,3.1,101,3.212,0.75,360,2.2
1030,4,101,3.611,0.75,360,2.2
1031,3.7,89.77777778,4.179,0.75,360,2.2
1032,3.5,325.4444444,4.555,0.75,360,2.2
1033,3.8,830.4444444,5.2955,0.75,360,2.2
1034,4.3,572.3333333,6.0305,0.75,360,2.2
1035,3.5,404,6.1415,0.75,360,2.2
1036,2.5,202,5.9715,0.75,360,2.2
1037,1.3,44.88888889,5.243,0.75,360,2.2
1038,0.3,0,4.276,0.75,360,2.2
1039,-0.3,0,3.366,0.75,360,2.2
1040,-0.6,0,2.777,0.75,360,2.2
1041,-0.5,0,2.5665,0.75,360,2.2
1042,-0.5,0,2.408,0.75,360,2.2
1043,-0.8,0,2.2715,0.75,360,2.2
1044,-0.7,0,2.1705,0.75,360,2.2
1045,-0.9,0,2.087,0.75,360,2.2
1046,-1.4,0,2.0055,0.75,360,2.2
1047,-2.1,0,1.8985,0.75,360,2.2
1048,-2.9,0,1.7555,0.75,360,2.2
1049,-2.6,0,1.615,0.75,360,2.2
1050,-3.1,0,1.485,0.75,360,2.2
1051,-3.5,0,1.354,0.75,360,2.2
1052,-3.2,33.66666667,1.2365,0.75,360,2.2
1053,-1.8,370.3333333,0,0.75,360,2.2
1054,-0.4,695.7777778,0,0.75,360,2.2
1055,1.2,886.5555556,0,0.75,360,2.2
1056,1.9,852.8888889,0,0.75,360,2.2
1057,2.7,796.7777778,1.084739767,0.75,360,2.2
1058,2.6,718.2222222,2.4825,0.75,360,2.2
1059,2.6,538.6666667,2.9905,0.75,360,2.2
1060,1.4,280.5555556,2.799,0.75,360,2.2
1061,0.3,44.88888889,2.212,0.75,360,2.2
1062,-0.7,0,1.8105,0.75,360,2.2
1063,-1.5,0,1.6265,0.75,360,2.2
1064,-1.1,0,1.507,0.75,360,2.2
1065,-1.7,0,1.3845,0.75,360,2.2
1066,-1.7,0,1.249,0.75,360,2.2
1067,-2.4,0,1.1225,0.75,360,2.2
1068,-2.9,0,1.006,0.75,360,2.2
1069,-2.9,0,0.8955,0.75,360,2.2
1070,-3,0,0.7875,0.75,360,2.2
1071,-3.1,0,0.6995,0.75,360,2.2
1072,-3.4,0,0.6145,0.75,360,2.2
1073,-2.6,0,0.5325,0.75,360,2.2
1074,-2.8,0,0.4705,0.75,360,2.2
1075,-2.7,0,0.39,0.75,360,2.2
1076,-2.2,22.44444444,0.294,0.75,360,2.2
1077,-0.5,235.6666667,0.198,0.75,360,2.2
1078,0.5,516.2222222,0.2,0.75,360,2.2
1079,1.6,684.5555556,0.265,0.75,360,2.2
1080,3.2,796.7777778,0.3255,0.75,360,2.2
1081,3.2,763.1111111,0.3845,0.75,360,2.2
1082,3.4,740.6666667,0.543,0.75,360,2.2
1083,3.3,549.8888889,1.112,0.75,360,2.2
1084,2.2,280.5555556,1.2645,0.75,360,2.2
1085,1.6,44.88888889,1.0685,0.75,360,2.2
1086,0.5,0,0.961,0.75,360,2.2
1087,-0.1,0,0.9415,0.75,360,2.2
1088,-0.5,0,0.93,0.75,360,2.2
1089,-0.8,0,0.9035,0.75,360,2.2
1090,-0.3,0,0.8655,0.75,360,2.2
1091,-0.1,0,0.8455,0.75,360,2.2
1092,-0.6,0,0.83,0.75,360,2.2
1093,-0.7,0,0.7765,0.75,360,2.2
1094,-1.4,0,0.7135,0.75,360,2.2
1095,-0.6,0,0.6605,0.75,360,2.2
1096,-0.7,0,0.638,0.75,360,2.2
1097,-0.7,0,0.641,0.75,360,2.2
1098,-0.5,0,0.6525,0.75,360,2.2
1099,-0.2,0,0.664,0.75,360,2.2
1100,0.5,0,0.6715,0.75,360,2.2
1101,0.9,56.11111111,0.684,0.75,360,2.2
1102,1.7,134.6666667,0.7015,0.75,360,2.2
1103,2.2,157.1111111,0.719,0.75,360,2.2
1104,1.7,112.2222222,0.743,0.75,360,2.2
1105,1.5,67.33333333,0.765,0.75,360,2.2
1106,1.8,56.11111111,0.784,0.75,360,2.2
1107,2.7,78.55555556,0.924,0.75,360,2.2
1108,3.2,22.44444444,1.299,0.75,360,2.2
1109,3.6,0,1.618,0.75,360,2.2
1110,4,0,1.895,0.75,360,2.2
1111,4.3,0,2.1975,0.75,360,2.2
1112,4.3,0,2.4475,0.75,360,2.2
1113,4.5,0,2.672,0.75,360,2.2
1114,4.3,0,2.871,0.75,360,2.2
1115,4.1,0,2.9835,0.75,360,2.2
1116,4.3,0,3.064,0.75,360,2.2
1117,4.3,0,3.135,0.75,360,2.2
1118,4.3,0,3.1805,0.75,360,2.2
1119,4.4,0,3.217,0.75,360,2.2
1120,4.5,0,3.254,0.75,360,2.2
1121,4.3,0,3.2945,0.75,360,2.2
1122,4.7,0,3.3515,0.75,360,2.2
1123,4.5,0,3.4005,0.75,360,2.2
1124,4.8,11.22222222,3.4395,0.75,360,2.2
1125,5.1,44.88888889,3.541,0.75,360,2.2
1126,5.7,89.77777778,3.796,0.75,360,2.2
1127,6.2,157.1111111,4.2195,0.75,360,2.2
1128,6.5,179.5555556,4.724,0.75,360,2.2
1129,6.9,224.4444444,5.174,0.75,360,2.2
1130,6.8,112.2222222,5.5505,0.75,360,2.2
1131,6.9,101,5.561,0.75,360,2.2
1132,6.6,44.88888889,5.5755,0.75,360,2.2
1133,6.3,11.22222222,5.4565,0.75,360,2.2
1134,6.5,0,5.288,0.75,360,2.2
1135,6.6,0,5.1575,0.75,360,2.2
1136,6.4,0,5.0285,0.75,360,2.2
1137,6.2,0,4.8365,0.75,360,2.2
1138,6.3,0,4.7355,0.75,360,2.2
1139,6.1,0,4.7415,0.75,360,2.2
1140,5.6,0,4.759,0.75,360,2.2
1141,5.4,0,4.752,0.75,360,2.2
1142,3.9,0,4.6115,0.75,360,2.2
1143,3.3,0,4.1595,0.75,360,2.2
1144,3.7,0,3.8035,0.75,360,2.2
1145,2.7,0,3.5655,0.75,360,2.2
1146,2.9,0,3.3325,0.75,360,2.2
1147,2.7,0,3.1685,0.75,360,2.2
1148,3,11.22222222,2.9875,0.75,360,2.2
1149,3.5,67.33333333,3.11,0.75,360,2.2
1150,4.2,123.4444444,3.562,0.75,360,2.2
1151,5,168.3333333,4.1385,0.75,360,2.2
1152,5.8,303,4.8705,0.75,360,2.2
1153,7,246.8888889,5.578,0.75,360,2.2
1154,7.8,325.4444444,6.0465,0.75,360,2.2
1155,7.7,258.1111111,6.6005,0.75,360,2.2
1156,7.6,78.55555556,6.775,0.75,360,2.2
1157,7.5,11.22222222,6.5535,0.75,360,2.2
1158,7.6,0,6.308,0.75,360,2.2
1159,7.4,0,6.1815,0.75,360,2.2
1160,7.3,0,6.134,0.75,360,2.2
1161,7.2,0,6.115,0.75,360,2.2
1162,7.3,0,6.108,0.75,360,2.2
1163,7.3,0,6.123,0.75,360,2.2
1164,7.3,0,6.13,0.75,360,2.2
1165,7.1,0,6.1105,0.75,360,2.2
1166,7.2,0,6.095,0.75,360,2.2
1167,7.3,0,6.095,0.75,360,2.2
1168,7.1,0,6.1225,0.75,360,2.2
1169,7.1,0,6.1665,0.75,360,2.2
1170,7.4,0,6.198,0.75,360,2.2
1171,7.5,0,6.2435,0.75,360,2.2
1172,7.5,0,6.304,0.75,360,2.2
1173,7.4,22.44444444,6.4005,0.75,360,2.2
1174,7.7,56.11111111,6.5515,0.75,360,2.2
