t,air_temperature,humidity,ambient_CO2,Wind,PARi,
710,17,0.33,360,2.8,1464.5,
711,17,0.4,360,2.8,1189.555556,
712,17,0.39,360,2.8,892.1666667,
713,17,0.44,360,2.8,538.6666667,
714,17,0.5,360,2.8,207.6111111,
715,17,0.59,360,2.8,11.22222222,
716,17,0.64,360,2.8,0,
717,17,0.68,360,2.8,0,
718,17,0.77,360,2.8,0,
719,17,0.78,360,2.8,0,
720,17,0.83,360,2.8,0,
721,17,0.83,360,2.8,0,
722,17,0.76,360,2.8,0,
723,17,0.8,360,2.8,0,
724,17,0.9,360,2.8,67.33333333,
725,17,0.72,360,2.8,336.6666667,
726,17,0.68,360,2.8,667.7222222,
727,17,0.67,360,2.8,1026.833333,
728,17,0.63,360,2.8,1290.555556,
729,17,0.62,360,2.8,1548.666667,
730,17,0.57,360,2.8,1739.444444,
731,17,0.55,360,2.8,1548.666667,
732,17,0.53,360,2.8,1795.555556,
733,17,0.43,360,2.8,1582.333333,
734,17,0.33,360,2.8,1464.5,
735,17,0.4,360,2.8,1189.555556,
736,17,0.39,360,2.8,892.1666667,
737,17,0.44,360,2.8,538.6666667,
738,17,0.5,360,2.8,207.6111111,
739,17,0.59,360,2.8,11.22222222,
740,17,0.64,360,2.8,0,
741,17,0.68,360,2.8,0,
742,17,0.77,360,2.8,0,
743,17,0.78,360,2.8,0,
744,17,0.83,360,2.8,0,
745,17,0.83,360,2.8,0,
746,17,0.76,360,2.8,0,
747,17,0.8,360,2.8,0,
748,17,0.9,360,2.8,67.33333333,
749,17,0.72,360,2.8,336.6666667,
750,17,0.68,360,2.8,667.7222222,
751,17,0.67,360,2.8,1026.833333,
752,17,0.63,360,2.8,1290.555556,
753,17,0.62,360,2.8,1548.666667,
754,17,0.57,360,2.8,1739.444444,
755,17,0.55,360,2.8,1548.666667,
756,17,0.53,360,2.8,1795.555556,
757,17,0.43,360,2.8,1582.333333,
758,17,0.33,360,2.8,1464.5,
759,17,0.4,360,2.8,1189.555556,
760,17,0.39,360,2.8,892.1666667,
761,17,0.44,360,2.8,538.6666667,
762,17,0.5,360,2.8,207.6111111,
763,17,0.59,360,2.8,11.22222222,
764,17,0.64,360,2.8,0,
765,17,0.68,360,2.8,0,
766,17,0.77,360,2.8,0,
767,17,0.78,360,2.8,0,
768,17,0.83,360,2.8,0,
769,17,0.83,360,2.8,0,
770,17,0.76,360,2.8,0,
771,17,0.8,360,2.8,0,
772,17,0.9,360,2.8,67.33333333,
773,17,0.72,360,2.8,336.6666667,
774,17,0.68,360,2.8,667.7222222,
775,17,0.67,360,2.8,1026.833333,
776,17,0.63,360,2.8,1290.555556,
777,17,0.62,360,2.8,1548.666667,
778,17,0.57,360,2.8,1739.444444,
779,17,0.55,360,2.8,1548.666667,
780,17,0.53,360,2.8,1795.555556,
781,17,0.43,360,2.8,1582.333333,
782,17,0.33,360,2.8,1464.5,
783,17,0.4,360,2.8,1189.555556,
784,17,0.39,360,2.8,892.1666667,
785,17,0.44,360,2.8,538.6666667,
786,17,0.5,360,2.8,207.6111111,
787,17,0.59,360,2.8,11.22222222,
788,17,0.64,360,2.8,0,
789,17,0.68,360,2.8,0,
790,17,0.77,360,2.8,0,
791,17,0.78,360,2.8,0,
792,17,0.83,360,2.8,0,
793,17,0.83,360,2.8,0,
794,17,0.76,360,2.8,0,
795,17,0.8,360,2.8,0,
796,17,0.9,360,2.8,67.33333333,
797,17,0.72,360,2.8,336.6666667,
798,17,0.68,360,2.8,667.7222222,
799,17,0.67,360,2.8,1026.833333,
800,17,0.63,360,2.8,1290.555556,
801,17,0.62,360,2.8,1548.666667,
802,17,0.57,360,2.8,1739.444444,
803,17,0.55,360,2.8,1548.666667,
804,17,0.53,360,2.8,1795.555556,
805,17,0.43,360,2.8,1582.333333,
806,17,0.33,360,2.8,1464.5,
807,17,0.4,360,2.8,1189.555556,
808,17,0.39,360,2.8,892.1666667,
809,17,0.44,360,2.8,538.6666667,
810,17,0.5,360,2.8,207.6111111,
811,17,0.59,360,2.8,11.22222222,
812,17,0.64,360,2.8,0,
813,17,0.68,360,2.8,0,
814,17,0.77,360,2.8,0,
815,17,0.78,360,2.8,0,
816,17,0.83,360,2.8,0,
817,17,0.83,360,2.8,0,
818,17,0.76,360,2.8,0,
819,17,0.8,360,2.8,0,
820,17,0.9,360,2.8,67.33333333,
821,17,0.72,360,2.8,336.6666667,
822,17,0.68,360,2.8,667.7222222,
823,17,0.67,360,2.8,1026.833333,
824,17,0.63,360,2.8,1290.555556,
825,17,0.62,360,2.8,1548.666667,
826,17,0.57,360,2.8,1739.444444,
827,17,0.55,360,2.8,1548.666667,
828,17,0.53,360,2.8,1795.555556,
829,17,0.43,360,2.8,1582.333333,
830,17,0.33,360,2.8,1464.5,
831,17,0.4,360,2.8,1189.555556,
832,17,0.39,360,2.8,892.1666667,
833,17,0.44,360,2.8,538.6666667,
834,17,0.5,360,2.8,207.6111111,
835,17,0.59,360,2.8,11.22222222,
836,17,0.64,360,2.8,0,
837,17,0.68,360,2.8,0,
838,17,0.77,360,2.8,0,
839,17,0.78,360,2.8,0,
840,17,0.83,360,2.8,0,
841,17,0.83,360,2.8,0,
842,17,0.76,360,2.8,0,
843,17,0.8,360,2.8,0,
844,17,0.9,360,2.8,67.33333333,
845,17,0.72,360,2.8,336.6666667,
846,17,0.68,360,2.8,667.7222222,
847,17,0.67,360,2.8,1026.833333,
848,17,0.63,360,2.8,1290.555556,
849,17,0.62,360,2.8,1548.666667,
850,17,0.57,360,2.8,1739.444444,
851,17,0.55,360,2.8,1548.666667,
852,17,0.53,360,2.8,1795.555556,
853,17,0.43,360,2.8,1582.333333,
854,17,0.33,360,2.8,1464.5,
855,17,0.4,360,2.8,1189.555556,
856,17,0.39,360,2.8,892.1666667,
857,17,0.44,360,2.8,538.6666667,
858,17,0.5,360,2.8,207.6111111,
859,17,0.59,360,2.8,11.22222222,
860,17,0.64,360,2.8,0,
861,17,0.68,360,2.8,0,
862,17,0.77,360,2.8,0,
863,17,0.78,360,2.8,0,
864,17,0.83,360,2.8,0,
865,17,0.83,360,2.8,0,
866,17,0.76,360,2.8,0,
867,17,0.8,360,2.8,0,
868,17,0.9,360,2.8,67.33333333,
869,17,0.72,360,2.8,336.6666667,
870,17,0.68,360,2.8,667.7222222,
871,17,0.67,360,2.8,1026.833333,
872,17,0.63,360,2.8,1290.555556,
873,17,0.62,360,2.8,1548.666667,
874,17,0.57,360,2.8,1739.444444,
875,17,0.55,360,2.8,1548.666667,
876,17,0.53,360,2.8,1795.555556,
877,17,0.43,360,2.8,1582.333333,
878,17,0.33,360,2.8,1464.5,
879,17,0.4,360,2.8,1189.555556,
880,17,0.39,360,2.8,892.1666667,
881,17,0.44,360,2.8,538.6666667,
882,17,0.5,360,2.8,207.6111111,
883,17,0.59,360,2.8,11.22222222,
884,17,0.64,360,2.8,0,
885,17,0.68,360,2.8,0,
886,17,0.77,360,2.8,0,
887,17,0.78,360,2.8,0,
888,17,0.83,360,2.8,0,
889,17,0.83,360,2.8,0,
890,17,0.76,360,2.8,0,
891,17,0.8,360,2.8,0,
892,17,0.9,360,2.8,67.33333333,
893,17,0.72,360,2.8,336.6666667,
894,17,0.68,360,2.8,667.7222222,
895,17,0.67,360,2.8,1026.833333,
896,17,0.63,360,2.8,1290.555556,
897,17,0.62,360,2.8,1548.666667,
898,17,0.57,360,2.8,1739.444444,
899,17,0.55,360,2.8,1548.666667,
900,17,0.53,360,2.8,1795.555556,
901,17,0.43,360,2.8,1582.333333,
902,17,0.33,360,2.8,1464.5,
903,17,0.4,360,2.8,1189.555556,
904,17,0.39,360,2.8,892.1666667,
905,17,0.44,360,2.8,538.6666667,
906,17,0.5,360,2.8,207.6111111,
907,17,0.59,360,2.8,11.22222222,
908,17,0.64,360,2.8,0,
909,17,0.68,360,2.8,0,
910,17,0.77,360,2.8,0,
911,17,0.78,360,2.8,0,
912,17,0.83,360,2.8,0,
913,17,0.83,360,2.8,0,
914,17,0.76,360,2.8,0,
915,17,0.8,360,2.8,0,
916,17,0.9,360,2.8,67.33333333,
917,17,0.72,360,2.8,336.6666667,
918,17,0.68,360,2.8,667.7222222,
919,17,0.67,360,2.8,1026.833333,
920,17,0.63,360,2.8,1290.555556,
921,17,0.62,360,2.8,1548.666667,
922,17,0.57,360,2.8,1739.444444,
923,17,0.55,360,2.8,1548.666667,
924,17,0.53,360,2.8,1795.555556,
925,17,0.43,360,2.8,1582.333333,
926,17,0.33,360,2.8,1464.5,
927,17,0.4,360,2.8,1189.555556,
928,17,0.39,360,2.8,892.1666667,
929,17,0.44,360,2.8,538.6666667,
930,17,0.5,360,2.8,207.6111111,
931,17,0.59,360,2.8,11.22222222,
932,17,0.64,360,2.8,0,
933,17,0.68,360,2.8,0,
934,17,0.77,360,2.8,0,
935,17,0.78,360,2.8,0,
936,17,0.83,360,2.8,0,
937,17,0.83,360,2.8,0,
938,17,0.76,360,2.8,0,
939,17,0.8,360,2.8,0,
940,17,0.9,360,2.8,67.33333333,
941,17,0.72,360,2.8,336.6666667,
942,17,0.68,360,2.8,667.7222222,
943,17,0.67,360,2.8,1026.833333,
944,17,0.63,360,2.8,1290.555556,
945,17,0.62,360,2.8,1548.666667,
946,17,0.57,360,2.8,1739.444444,
947,17,0.55,360,2.8,1548.666667,
948,17,0.53,360,2.8,1795.555556,
949,17,0.43,360,2.8,1582.333333,
950,17,0.33,360,2.8,1464.5,
951,17,0.4,360,2.8,1189.555556,
952,17,0.39,360,2.8,892.1666667,
953,17,0.44,360,2.8,538.6666667,
954,17,0.5,360,2.8,207.6111111,
955,17,0.59,360,2.8,11.22222222,
956,17,0.64,360,2.8,0,
957,17,0.68,360,2.8,0,
958,17,0.77,360,2.8,0,
959,17,0.78,360,2.8,0,
960,17,0.83,360,2.8,0,
961,17,0.83,360,2.8,0,
962,17,0.76,360,2.8,0,
963,17,0.8,360,2.8,0,
964,17,0.9,360,2.8,67.33333333,
965,17,0.72,360,2.8,336.6666667,
966,17,0.68,360,2.8,667.7222222,
967,17,0.67,360,2.8,1026.833333,
968,17,0.63,360,2.8,1290.555556,
969,17,0.62,360,2.8,1548.666667,
970,17,0.57,360,2.8,1739.444444,
971,17,0.55,360,2.8,1548.666667,
972,17,0.53,360,2.8,1795.555556,
973,17,0.43,360,2.8,1582.333333,
974,17,0.33,360,2.8,1464.5,
975,17,0.4,360,2.8,1189.555556,
976,17,0.39,360,2.8,892.1666667,
977,17,0.44,360,2.8,538.6666667,
978,17,0.5,360,2.8,207.6111111,
979,17,0.59,360,2.8,11.22222222,
980,17,0.64,360,2.8,0,
981,17,0.68,360,2.8,0,
982,17,0.77,360,2.8,0,
983,17,0.78,360,2.8,0,
984,17,0.83,360,2.8,0,
985,17,0.83,360,2.8,0,
986,17,0.76,360,2.8,0,
987,17,0.8,360,2.8,0,
988,17,0.9,360,2.8,67.33333333,
989,17,0.72,360,2.8,336.6666667,
990,17,0.68,360,2.8,667.7222222,
991,17,0.67,360,2.8,1026.833333,
992,17,0.63,360,2.8,1290.555556,
993,17,0.62,360,2.8,1548.666667,
994,17,0.57,360,2.8,1739.444444,
995,17,0.55,360,2.8,1548.666667,
996,17,0.53,360,2.8,1795.555556,
997,17,0.43,360,2.8,1582.333333,
998,17,0.33,360,2.8,1464.5,
999,17,0.4,360,2.8,1189.555556,
1000,17,0.39,360,2.8,892.1666667,
1001,17,0.44,360,2.8,538.6666667,
1002,17,0.5,360,2.8,207.6111111,
1003,17,0.59,360,2.8,11.22222222,
1004,17,0.64,360,2.8,0,
1005,17,0.68,360,2.8,0,
1006,17,0.77,360,2.8,0,
1007,17,0.78,360,2.8,0,
1008,17,0.83,360,2.8,0,
1009,17,0.83,360,2.8,0,
1010,17,0.76,360,2.8,0,
1011,17,0.8,360,2.8,0,
1012,17,0.9,360,2.8,67.33333333,
1013,17,0.72,360,2.8,336.6666667,
1014,17,0.68,360,2.8,667.7222222,
1015,17,0.67,360,2.8,1026.833333,
1016,17,0.63,360,2.8,1290.555556,
1017,17,0.62,360,2.8,1548.666667,
1018,17,0.57,360,2.8,1739.444444,
1019,17,0.55,360,2.8,1548.666667,
1020,17,0.53,360,2.8,1795.555556,
1021,17,0.43,360,2.8,1582.333333,
1022,17,0.33,360,2.8,1464.5,
1023,17,0.4,360,2.8,1189.555556,
1024,17,0.39,360,2.8,892.1666667,
1025,17,0.44,360,2.8,538.6666667,
1026,17,0.5,360,2.8,207.6111111,
1027,17,0.59,360,2.8,11.22222222,
1028,17,0.64,360,2.8,0,
1029,17,0.68,360,2.8,0,
1030,17,0.77,360,2.8,0,
1031,17,0.78,360,2.8,0,
1032,17,0.83,360,2.8,0,
1033,17,0.83,360,2.8,0,
1034,17,0.76,360,2.8,0,
1035,17,0.8,360,2.8,0,
1036,17,0.9,360,2.8,67.33333333,
1037,17,0.72,360,2.8,336.6666667,
1038,17,0.68,360,2.8,667.7222222,
1039,17,0.67,360,2.8,1026.833333,
1040,17,0.63,360,2.8,1290.555556,
1041,17,0.62,360,2.8,1548.666667,
1042,17,0.57,360,2.8,1739.444444,
1043,17,0.55,360,2.8,1548.666667,
1044,17,0.53,360,2.8,1795.555556,
1045,17,0.43,360,2.8,1582.333333,
1046,17,0.33,360,2.8,1464.5,
1047,17,0.4,360,2.8,1189.555556,
1048,17,0.39,360,2.8,892.1666667,
1049,17,0.44,360,2.8,538.6666667,
1050,17,0.5,360,2.8,207.6111111,
1051,17,0.59,360,2.8,11.22222222,
1052,17,0.64,360,2.8,0,
1053,17,0.68,360,2.8,0,
1054,17,0.77,360,2.8,0,
1055,17,0.78,360,2.8,0,
1056,17,0.83,360,2.8,0,
1057,17,0.83,360,2.8,0,
1058,17,0.76,360,2.8,0,
1059,17,0.8,360,2.8,0,
1060,17,0.9,360,2.8,67.33333333,
1061,17,0.72,360,2.8,336.6666667,
1062,17,0.68,360,2.8,667.7222222,
1063,17,0.67,360,2.8,1026.833333,
1064,17,0.63,360,2.8,1290.555556,
1065,17,0.62,360,2.8,1548.666667,
1066,17,0.57,360,2.8,1739.444444,
1067,17,0.55,360,2.8,1548.666667,
1068,17,0.53,360,2.8,1795.555556,
1069,17,0.43,360,2.8,1582.333333,
1070,17,0.33,360,2.8,1464.5,
1071,17,0.4,360,2.8,1189.555556,
1072,17,0.39,360,2.8,892.1666667,
1073,17,0.44,360,2.8,538.6666667,
1074,17,0.5,360,2.8,207.6111111,
1075,17,0.59,360,2.8,11.22222222,
1076,17,0.64,360,2.8,0,
1077,17,0.68,360,2.8,0,
1078,17,0.77,360,2.8,0,
1079,17,0.78,360,2.8,0,
1080,17,0.83,360,2.8,0,
1081,17,0.83,360,2.8,0,
1082,17,0.76,360,2.8,0,
1083,17,0.8,360,2.8,0,
1084,17,0.9,360,2.8,67.33333333,
1085,17,0.72,360,2.8,336.6666667,
1086,17,0.68,360,2.8,667.7222222,
1087,17,0.67,360,2.8,1026.833333,
1088,17,0.63,360,2.8,1290.555556,
1089,17,0.62,360,2.8,1548.666667,
1090,17,0.57,360,2.8,1739.444444,
1091,17,0.55,360,2.8,1548.666667,
1092,17,0.53,360,2.8,1795.555556,
1093,17,0.43,360,2.8,1582.333333,
1094,17,0.33,360,2.8,1464.5,
1095,17,0.4,360,2.8,1189.555556,
1096,17,0.39,360,2.8,892.1666667,
1097,17,0.44,360,2.8,538.6666667,
1098,17,0.5,360,2.8,207.6111111,
1099,17,0.59,360,2.8,11.22222222,
1100,17,0.64,360,2.8,0,
1101,17,0.68,360,2.8,0,
1102,17,0.77,360,2.8,0,
1103,17,0.78,360,2.8,0,
1104,17,0.83,360,2.8,0,
1105,17,0.83,360,2.8,0,
1106,17,0.76,360,2.8,0,
1107,17,0.8,360,2.8,0,
1108,17,0.9,360,2.8,67.33333333,
1109,17,0.72,360,2.8,336.6666667,
1110,17,0.68,360,2.8,667.7222222,
1111,17,0.67,360,2.8,1026.833333,
1112,17,0.63,360,2.8,1290.555556,
1113,17,0.62,360,2.8,1548.666667,
1114,17,0.57,360,2.8,1739.444444,
1115,17,0.55,360,2.8,1548.666667,
1116,17,0.53,360,2.8,1795.555556,
1117,17,0.43,360,2.8,1582.333333,
1118,17,0.33,360,2.8,1464.5,
1119,17,0.4,360,2.8,1189.555556,
1120,17,0.39,360,2.8,892.1666667,
1121,17,0.44,360,2.8,538.6666667,
1122,17,0.5,360,2.8,207.6111111,
1123,17,0.59,360,2.8,11.22222222,
1124,17,0.64,360,2.8,0,
1125,17,0.68,360,2.8,0,
1126,17,0.77,360,2.8,0,
1127,17,0.78,360,2.8,0,
1128,17,0.83,360,2.8,0,
1129,17,0.83,360,2.8,0,
1130,17,0.76,360,2.8,0,
1131,17,0.8,360,2.8,0,
1132,17,0.9,360,2.8,67.33333333,
1133,17,0.72,360,2.8,336.6666667,
1134,17,0.68,360,2.8,667.7222222,
1135,17,0.67,360,2.8,1026.833333,
1136,17,0.63,360,2.8,1290.555556,
1137,17,0.62,360,2.8,1548.666667,
1138,17,0.57,360,2.8,1739.444444,
1139,17,0.55,360,2.8,1548.666667,
1140,17,0.53,360,2.8,1795.555556,
1141,17,0.43,360,2.8,1582.333333,
1142,17,0.33,360,2.8,1464.5,
1143,17,0.4,360,2.8,1189.555556,
1144,17,0.39,360,2.8,892.1666667,
1145,17,0.44,360,2.8,538.6666667,
1146,17,0.5,360,2.8,207.6111111,
1147,17,0.59,360,2.8,11.22222222,
1148,17,0.64,360,2.8,0,
1149,17,0.68,360,2.8,0,
1150,17,0.77,360,2.8,0,
1151,17,0.78,360,2.8,0,
1152,17,0.83,360,2.8,0,
1153,17,0.83,360,2.8,0,
1154,17,0.76,360,2.8,0,
1155,17,0.8,360,2.8,0,
1156,17,0.9,360,2.8,67.33333333,
1157,17,0.72,360,2.8,336.6666667,
1158,17,0.68,360,2.8,667.7222222,
1159,17,0.67,360,2.8,1026.833333,
1160,17,0.63,360,2.8,1290.555556,
1161,17,0.62,360,2.8,1548.666667,
1162,17,0.57,360,2.8,1739.444444,
1163,17,0.55,360,2.8,1548.666667,
1164,17,0.53,360,2.8,1795.555556,
1165,17,0.43,360,2.8,1582.333333,
1166,17,0.33,360,2.8,1464.5,
1167,17,0.4,360,2.8,1189.555556,
1168,17,0.39,360,2.8,892.1666667,
1169,17,0.44,360,2.8,538.6666667,
1170,17,0.5,360,2.8,207.6111111,
1171,17,0.59,360,2.8,11.22222222,
1172,17,0.64,360,2.8,0,
1173,17,0.68,360,2.8,0,
1174,17,0.77,360,2.8,0,
1175,17,0.78,360,2.8,0,
1176,17,0.83,360,2.8,0,
1177,17,0.83,360,2.8,0,
1178,17,0.76,360,2.8,0,
1179,17,0.8,360,2.8,0,
1180,17,0.9,360,2.8,67.33333333,
1181,17,0.72,360,2.8,336.6666667,
1182,17,0.68,360,2.8,667.7222222,
1183,17,0.67,360,2.8,1026.833333,
1184,17,0.63,360,2.8,1290.555556,
1185,17,0.62,360,2.8,1548.666667,
1186,17,0.57,360,2.8,1739.444444,
1187,17,0.55,360,2.8,1548.666667,
1188,17,0.53,360,2.8,1795.555556,
1189,17,0.43,360,2.8,1582.333333,
1190,17,0.33,360,2.8,1464.5,
1191,17,0.4,360,2.8,1189.555556,
1192,17,0.39,360,2.8,892.1666667,
1193,17,0.44,360,2.8,538.6666667,
1194,17,0.5,360,2.8,207.6111111,
1195,17,0.59,360,2.8,11.22222222,
1196,17,0.64,360,2.8,0,
1197,17,0.68,360,2.8,0,
1198,17,0.77,360,2.8,0,
1199,17,0.78,360,2.8,0,
1200,17,0.83,360,2.8,0,
1201,17,0.83,360,2.8,0,
1202,17,0.76,360,2.8,0,
1203,17,0.8,360,2.8,0,
1204,17,0.9,360,2.8,67.33333333,
1205,17,0.72,360,2.8,336.6666667,
1206,17,0.68,360,2.8,667.7222222,
1207,17,0.67,360,2.8,1026.833333,
1208,17,0.63,360,2.8,1290.555556,
1209,17,0.62,360,2.8,1548.666667,
1210,17,0.57,360,2.8,1739.444444,
1211,17,0.55,360,2.8,1548.666667,
1212,17,0.53,360,2.8,1795.555556,
1213,17,0.43,360,2.8,1582.333333,
1214,17,0.33,360,2.8,1464.5,
1215,17,0.4,360,2.8,1189.555556,
1216,17,0.39,360,2.8,892.1666667,
1217,17,0.44,360,2.8,538.6666667,
1218,17,0.5,360,2.8,207.6111111,
1219,17,0.59,360,2.8,11.22222222,
1220,17,0.64,360,2.8,0,
1221,17,0.68,360,2.8,0,
1222,17,0.77,360,2.8,0,
1223,17,0.78,360,2.8,0,
1224,17,0.83,360,2.8,0,
1225,17,0.83,360,2.8,0,
1226,17,0.76,360,2.8,0,
1227,17,0.8,360,2.8,0,
1228,17,0.9,360,2.8,67.33333333,
1229,17,0.72,360,2.8,336.6666667,
1230,17,0.68,360,2.8,667.7222222,
1231,17,0.67,360,2.8,1026.833333,
1232,17,0.63,360,2.8,1290.555556,
1233,17,0.62,360,2.8,1548.666667,
1234,17,0.57,360,2.8,1739.444444,
1235,17,0.55,360,2.8,1548.666667,
1236,17,0.53,360,2.8,1795.555556,
1237,17,0.43,360,2.8,1582.333333,
1238,17,0.33,360,2.8,1464.5,
1239,17,0.4,360,2.8,1189.555556,
1240,17,0.39,360,2.8,892.1666667,
1241,17,0.44,360,2.8,538.6666667,
1242,17,0.5,360,2.8,207.6111111,
1243,17,0.59,360,2.8,11.22222222,
1244,17,0.64,360,2.8,0,
1245,17,0.68,360,2.8,0,
1246,17,0.77,360,2.8,0,
1247,17,0.78,360,2.8,0,
1248,17,0.83,360,2.8,0,
1249,17,0.83,360,2.8,0,
1250,17,0.76,360,2.8,0,
1251,17,0.8,360,2.8,0,
1252,17,0.9,360,2.8,67.33333333,
1253,17,0.72,360,2.8,336.6666667,
1254,17,0.68,360,2.8,667.7222222,
1255,17,0.67,360,2.8,1026.833333,
1256,17,0.63,360,2.8,1290.555556,
1257,17,0.62,360,2.8,1548.666667,
1258,17,0.57,360,2.8,1739.444444,
1259,17,0.55,360,2.8,1548.666667,
1260,17,0.53,360,2.8,1795.555556,
1261,17,0.43,360,2.8,1582.333333,
1262,17,0.33,360,2.8,1464.5,
1263,17,0.4,360,2.8,1189.555556,
1264,17,0.39,360,2.8,892.1666667,
1265,17,0.44,360,2.8,538.6666667,
1266,17,0.5,360,2.8,207.6111111,
1267,17,0.59,360,2.8,11.22222222,
1268,17,0.64,360,2.8,0,
1269,17,0.68,360,2.8,0,
1270,17,0.77,360,2.8,0,
1271,17,0.78,360,2.8,0,
1272,17,0.83,360,2.8,0,
1273,17,0.83,360,2.8,0,
1274,17,0.76,360,2.8,0,
1275,17,0.8,360,2.8,0,
1276,17,0.9,360,2.8,67.33333333,
1277,17,0.72,360,2.8,336.6666667,
1278,17,0.68,360,2.8,667.7222222,
1279,17,0.67,360,2.8,1026.833333,
1280,17,0.63,360,2.8,1290.555556,
1281,17,0.62,360,2.8,1548.666667,
1282,17,0.57,360,2.8,1739.444444,
1283,17,0.55,360,2.8,1548.666667,
1284,17,0.53,360,2.8,1795.555556,
1285,17,0.43,360,2.8,1582.333333,
1286,17,0.33,360,2.8,1464.5,
1287,17,0.4,360,2.8,1189.555556,
1288,17,0.39,360,2.8,892.1666667,
1289,17,0.44,360,2.8,538.6666667,
1290,17,0.5,360,2.8,207.6111111,
1291,17,0.59,360,2.8,11.22222222,
1292,17,0.64,360,2.8,0,
1293,17,0.68,360,2.8,0,
1294,17,0.77,360,2.8,0,
1295,17,0.78,360,2.8,0,
1296,17,0.83,360,2.8,0,
1297,17,0.83,360,2.8,0,
1298,17,0.76,360,2.8,0,
1299,17,0.8,360,2.8,0,
1300,17,0.9,360,2.8,67.33333333,
1301,17,0.72,360,2.8,336.6666667,
1302,17,0.68,360,2.8,667.7222222,
1303,17,0.67,360,2.8,1026.833333,
1304,17,0.63,360,2.8,1290.555556,
1305,17,0.62,360,2.8,1548.666667,
1306,17,0.57,360,2.8,1739.444444,
1307,17,0.55,360,2.8,1548.666667,
1308,17,0.53,360,2.8,1795.555556,
1309,17,0.43,360,2.8,1582.333333,
1310,17,0.33,360,2.8,1464.5,
1311,17,0.4,360,2.8,1189.555556,
1312,17,0.39,360,2.8,892.1666667,
1313,17,0.44,360,2.8,538.6666667,
1314,17,0.5,360,2.8,207.6111111,
1315,17,0.59,360,2.8,11.22222222,
1316,17,0.64,360,2.8,0,
1317,17,0.68,360,2.8,0,
1318,17,0.77,360,2.8,0,
1319,17,0.78,360,2.8,0,
1320,17,0.83,360,2.8,0,
1321,17,0.83,360,2.8,0,
1322,17,0.76,360,2.8,0,
1323,17,0.8,360,2.8,0,
1324,17,0.9,360,2.8,67.33333333,
1325,17,0.72,360,2.8,336.6666667,
1326,17,0.68,360,2.8,667.7222222,
1327,17,0.67,360,2.8,1026.833333,
1328,17,0.63,360,2.8,1290.555556,
1329,17,0.62,360,2.8,1548.666667,
1330,17,0.57,360,2.8,1739.444444,
1331,17,0.55,360,2.8,1548.666667,
1332,17,0.53,360,2.8,1795.555556,
1333,17,0.43,360,2.8,1582.333333,
1334,17,0.33,360,2.8,1464.5,
1335,17,0.4,360,2.8,1189.555556,
1336,17,0.39,360,2.8,892.1666667,
1337,17,0.44,360,2.8,538.6666667,
1338,17,0.5,360,2.8,207.6111111,
1339,17,0.59,360,2.8,11.22222222,
1340,17,0.64,360,2.8,0,
1341,17,0.68,360,2.8,0,
1342,17,0.77,360,2.8,0,
1343,17,0.78,360,2.8,0,
1344,17,0.83,360,2.8,0,
1345,17,0.83,360,2.8,0,
1346,17,0.76,360,2.8,0,
1347,17,0.8,360,2.8,0,
1348,17,0.9,360,2.8,67.33333333,
1349,17,0.72,360,2.8,336.6666667,
1350,17,0.68,360,2.8,667.7222222,
1351,17,0.67,360,2.8,1026.833333,
1352,17,0.63,360,2.8,1290.555556,
1353,17,0.62,360,2.8,1548.666667,
1354,17,0.57,360,2.8,1739.444444,
1355,17,0.55,360,2.8,1548.666667,
1356,17,0.53,360,2.8,1795.555556,
1357,17,0.43,360,2.8,1582.333333,
1358,17,0.33,360,2.8,1464.5,
1359,17,0.4,360,2.8,1189.555556,
1360,17,0.39,360,2.8,892.1666667,
1361,17,0.44,360,2.8,538.6666667,
1362,17,0.5,360,2.8,207.6111111,
1363,17,0.59,360,2.8,11.22222222,
1364,17,0.64,360,2.8,0,
1365,17,0.68,360,2.8,0,
1366,17,0.77,360,2.8,0,
1367,17,0.78,360,2.8,0,
1368,17,0.83,360,2.8,0,
1369,17,0.83,360,2.8,0,
1370,17,0.76,360,2.8,0,
1371,17,0.8,360,2.8,0,
1372,17,0.9,360,2.8,67.33333333,
1373,17,0.72,360,2.8,336.6666667,
1374,17,0.68,360,2.8,667.7222222,
1375,17,0.67,360,2.8,1026.833333,
1376,17,0.63,360,2.8,1290.555556,
1377,17,0.62,360,2.8,1548.666667,
1378,17,0.57,360,2.8,1739.444444,
1379,17,0.55,360,2.8,1548.666667,
1380,17,0.53,360,2.8,1795.555556,
1381,17,0.43,360,2.8,1582.333333,
1382,17,0.33,360,2.8,1464.5,
1383,17,0.4,360,2.8,1189.555556,
1384,17,0.39,360,2.8,892.1666667,
1385,17,0.44,360,2.8,538.6666667,
1386,17,0.5,360,2.8,207.6111111,
1387,17,0.59,360,2.8,11.22222222,
1388,17,0.64,360,2.8,0,
1389,17,0.68,360,2.8,0,
1390,17,0.77,360,2.8,0,
1391,17,0.78,360,2.8,0,
1392,17,0.83,360,2.8,0,
1393,17,0.83,360,2.8,0,
1394,17,0.76,360,2.8,0,
1395,17,0.8,360,2.8,0,
1396,17,0.9,360,2.8,67.33333333,
1397,17,0.72,360,2.8,336.6666667,
1398,17,0.68,360,2.8,667.7222222,
1399,17,0.67,360,2.8,1026.833333,
1400,17,0.63,360,2.8,1290.555556,
