t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,mstruct,nitrates,proteins,rate_mstruct_death,rate_mstruct_growth,regul_transpiration,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
311,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.39584,NA,NA,NA,1.09135,NA,0.00000,32.79671,NA,NA,NA,NA,1123200.00000,NA,NA,NA,NA,276.02892,NA,NA,NA,0.00000,6282.99939,NA,NA,NA
311,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1764.51084,NA,NA,NA,NA,NA,NA,NA,NA,NA,53026.22465,NA,NA
311,1,MS,roots,0.93761,16.77590,0.00671,0.00833,0.00000,107.36610,1.26435,0.01185,NA,0.91189,0.85035,NA,NA,0.87036,24.28404,0.52712,NA,0.00000,NA,NA,855.38361,3.10692,93.36777,2.14194,NA,9.05905,0.00000,0.87371,337.17027,NA,0.00000,0.00000,0.00069,NA,NA,120.19905,97.13615,2.63259
312,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.43679,NA,NA,NA,1.09780,NA,0.00000,32.89696,NA,NA,NA,NA,1126800.00000,NA,NA,NA,NA,277.12378,NA,NA,NA,0.00000,6302.43055,NA,NA,NA
312,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766.05405,NA,NA,NA,NA,NA,NA,NA,NA,NA,52922.18476,NA,NA
312,1,MS,roots,0.74718,8.82814,0.02529,0.03051,0.00000,66.52156,0.97890,0.01186,NA,0.41479,0.37163,NA,NA,0.40836,19.35197,0.23920,NA,0.00000,NA,NA,856.40112,2.65466,79.55054,0.93610,NA,9.32939,0.00000,0.87580,337.60746,NA,0.00000,0.00000,0.00251,NA,NA,84.13615,77.40787,1.19479
313,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.47724,NA,NA,NA,1.10227,NA,0.00000,32.99600,NA,NA,NA,NA,1130400.00000,NA,NA,NA,NA,278.22393,NA,NA,NA,0.00000,6321.92071,NA,NA,NA
313,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763.77120,NA,NA,NA,NA,NA,NA,NA,NA,NA,52797.72916,NA,NA
313,1,MS,roots,0.74718,8.82592,0.03034,0.03059,0.00000,66.35889,0.68810,0.01186,NA,0.65224,0.62232,NA,NA,0.67187,19.35197,0.37613,NA,0.00000,NA,NA,858.26539,2.65681,79.53047,1.56756,NA,11.19366,0.00000,0.87580,338.56672,NA,0.00000,0.00000,0.00251,NA,NA,143.57643,77.40787,1.94643
314,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.51850,NA,NA,NA,1.10893,NA,0.00000,33.09702,NA,NA,NA,NA,1134000.00000,NA,NA,NA,NA,279.32984,NA,NA,NA,0.00000,6341.47013,NA,NA,NA
314,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765.89629,NA,NA,NA,NA,NA,NA,NA,NA,NA,52704.89931,NA,NA
314,1,MS,roots,0.86642,8.92010,0.03611,0.03615,0.00000,67.14048,1.09308,0.01187,NA,0.45289,0.40874,NA,NA,0.44832,22.44015,0.26045,NA,0.00000,NA,NA,859.22862,2.67144,79.73184,1.02957,NA,11.29047,0.00000,0.87823,339.07176,NA,0.00000,0.00000,0.00296,NA,NA,92.13620,89.76061,1.30996
315,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.55922,NA,NA,NA,1.11341,NA,0.00000,33.19672,NA,NA,NA,NA,1137600.00000,NA,NA,NA,NA,280.44113,NA,NA,NA,0.00000,6361.07915,NA,NA,NA
315,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763.68095,NA,NA,NA,NA,NA,NA,NA,NA,NA,52584.74718,NA,NA
315,1,MS,roots,0.86642,8.01004,0.04186,0.03625,0.00000,61.75966,0.69502,0.01187,NA,0.63127,0.60568,NA,NA,0.66071,22.44015,0.36303,NA,0.00000,NA,NA,861.02635,2.60430,77.64809,1.52563,NA,13.08820,0.00000,0.87823,340.01718,NA,0.00000,0.00000,0.00296,NA,NA,150.84090,89.76061,1.89765
316,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.60076,NA,NA,NA,1.12034,NA,0.00000,33.29841,NA,NA,NA,NA,1141200.00000,NA,NA,NA,NA,281.55843,NA,NA,NA,0.00000,6380.74708,NA,NA,NA
316,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766.25851,NA,NA,NA,NA,NA,NA,NA,NA,NA,52496.09148,NA,NA
316,1,MS,roots,0.90946,9.01307,0.04075,0.03561,0.00000,67.78075,1.24488,0.01188,NA,0.46494,0.41977,NA,NA,0.46045,23.55510,0.26661,NA,0.00000,NA,NA,861.83662,2.68877,79.91463,1.05734,NA,12.98901,0.00000,0.88077,340.53805,NA,0.00000,0.00000,0.00290,NA,NA,94.04224,94.22041,1.34515
317,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.64171,NA,NA,NA,1.12476,NA,0.00000,33.39868,NA,NA,NA,NA,1144800.00000,NA,NA,NA,NA,282.68106,NA,NA,NA,0.00000,6400.47446,NA,NA,NA
317,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1763.83383,NA,NA,NA,NA,NA,NA,NA,NA,NA,52375.49619,NA,NA
317,1,MS,roots,0.90946,9.60725,0.04614,0.03572,0.00000,70.93908,0.91622,0.01188,NA,0.73778,0.70868,NA,NA,0.75873,23.55510,0.42306,NA,0.00000,NA,NA,863.55560,2.73328,81.16243,1.78508,NA,14.70799,0.00000,0.88077,341.64267,NA,0.00000,0.00000,0.00290,NA,NA,154.22387,94.22041,2.20519
318,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.68390,NA,NA,NA,1.13219,NA,0.00000,33.50196,NA,NA,NA,NA,1148400.00000,NA,NA,NA,NA,283.81041,NA,NA,NA,0.00000,6420.26239,NA,NA,NA
318,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1768.30428,NA,NA,NA,NA,NA,NA,NA,NA,NA,52324.85250,NA,NA
318,1,MS,roots,1.08617,10.57236,0.08427,0.07469,0.00000,76.63956,1.77814,0.01190,NA,0.43746,0.38654,NA,NA,0.42002,28.13177,0.24999,NA,0.00000,NA,NA,862.79566,2.80841,83.10192,0.97364,NA,12.86188,0.00000,0.88381,342.01186,NA,0.00000,0.00000,0.00607,NA,NA,76.47359,112.52707,1.24403
319,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.72561,NA,NA,NA,1.13507,NA,0.00000,33.60408,NA,NA,NA,NA,1152000.00000,NA,NA,NA,NA,284.94416,NA,NA,NA,0.00000,6440.11078,NA,NA,NA
319,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765.30721,NA,NA,NA,NA,NA,NA,NA,NA,NA,52262.40989,NA,NA
319,1,MS,roots,1.08617,10.68365,0.09394,0.07491,0.00000,77.05906,1.11033,0.01190,NA,0.73089,0.68940,NA,NA,0.73329,28.13177,0.41766,NA,0.00000,NA,NA,864.27161,2.81399,83.30910,1.73652,NA,14.33783,0.00000,0.88381,343.00357,NA,0.00000,0.00000,0.00607,NA,NA,137.95927,112.52707,2.15357
320,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.76837,NA,NA,NA,1.14196,NA,0.00000,33.70876,NA,NA,NA,NA,1155600.00000,NA,NA,NA,NA,286.08381,NA,NA,NA,0.00000,6460.02077,NA,NA,NA
320,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770.00369,NA,NA,NA,NA,NA,NA,NA,NA,NA,52247.64498,NA,NA
320,1,MS,roots,0.94820,10.02482,0.06792,0.06002,0.00000,73.77038,1.66923,0.01191,NA,0.42692,0.37726,NA,NA,0.41156,24.55842,0.24323,NA,0.00000,NA,NA,863.83616,2.77840,82.01384,0.95028,NA,12.95417,0.00000,0.88647,343.38334,NA,0.00000,0.00000,0.00485,NA,NA,77.79822,98.23367,1.21575
321,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.81023,NA,NA,NA,1.14448,NA,0.00000,33.81125,NA,NA,NA,NA,1159200.00000,NA,NA,NA,NA,287.22713,NA,NA,NA,0.00000,6479.99288,NA,NA,NA
321,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766.01700,NA,NA,NA,NA,NA,NA,NA,NA,NA,52173.26754,NA,NA
321,1,MS,roots,0.94820,12.25498,0.07568,0.06022,0.00000,85.55945,1.26088,0.01191,NA,0.82191,0.77558,NA,NA,0.81350,24.55842,0.46827,NA,0.00000,NA,NA,865.31485,2.91753,86.19218,1.95360,NA,14.43287,0.00000,0.88647,344.53795,NA,0.00000,0.00000,0.00485,NA,NA,140.27822,98.23367,2.41098
322,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.85294,NA,NA,NA,1.14597,NA,0.00000,33.91582,NA,NA,NA,NA,1162800.00000,NA,NA,NA,NA,288.37250,NA,NA,NA,0.00000,6500.02507,NA,NA,NA
322,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1761.09211,NA,NA,NA,NA,NA,NA,NA,NA,NA,52120.78114,NA,NA
322,1,MS,roots,1.25753,13.18963,0.10270,0.10979,0.00000,91.02898,2.84509,0.01193,NA,0.35012,0.29922,NA,NA,0.32049,32.57014,0.19868,NA,0.00000,NA,NA,862.88464,2.96631,87.79018,0.75370,NA,10.74512,0.00000,0.88999,344.61518,NA,0.00000,0.00000,0.00885,NA,NA,49.81357,130.28056,0.96982
323,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.89585,NA,NA,NA,1.14649,NA,0.00000,34.02087,NA,NA,NA,NA,1166400.00000,NA,NA,NA,NA,289.51876,NA,NA,NA,0.00000,6520.12017,NA,NA,NA
323,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756.90227,NA,NA,NA,NA,NA,NA,NA,NA,NA,52134.12230,NA,NA
323,1,MS,roots,1.25753,13.89812,0.11300,0.11008,0.00000,94.45202,1.44119,0.01193,NA,0.76080,0.69819,NA,NA,0.72689,32.57014,0.43174,NA,0.00000,NA,NA,863.96240,2.99762,88.95096,1.75867,NA,11.82288,0.00000,0.88999,345.50937,NA,0.00000,0.00000,0.00885,NA,NA,114.01401,130.28056,2.18588
324,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.93884,NA,NA,NA,1.14688,NA,0.00000,34.12612,NA,NA,NA,NA,1170000.00000,NA,NA,NA,NA,290.66539,NA,NA,NA,0.00000,6540.27626,NA,NA,NA
324,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1753.33059,NA,NA,NA,NA,NA,NA,NA,NA,NA,52171.27515,NA,NA
324,1,MS,roots,1.19345,14.79539,0.08506,0.10815,0.00000,99.65103,3.31875,0.01195,NA,0.31376,0.26523,NA,NA,0.28063,30.91041,0.17738,NA,0.00000,NA,NA,862.39027,3.03685,90.36296,0.66808,NA,9.05730,0.00000,0.89333,345.45880,NA,0.00000,0.00000,0.00870,NA,NA,40.37850,123.64163,0.85962
325,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,13.98215,NA,NA,NA,1.14768,NA,0.00000,34.23215,NA,NA,NA,NA,1173600.00000,NA,NA,NA,NA,291.81267,NA,NA,NA,0.00000,6560.49651,NA,NA,NA
325,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750.07584,NA,NA,NA,NA,NA,NA,NA,NA,NA,52199.91090,NA,NA
325,1,MS,roots,1.19345,15.42417,0.09506,0.10842,0.00000,102.57071,1.47782,0.01195,NA,0.77119,0.70156,NA,NA,0.72268,30.91041,0.43600,NA,0.00000,NA,NA,863.45450,3.06165,91.32064,1.76716,NA,10.12153,0.00000,0.89333,346.32669,NA,0.00000,0.00000,0.00870,NA,NA,105.63946,123.64163,2.19543
326,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.02541,NA,NA,NA,1.14847,NA,0.00000,34.33807,NA,NA,NA,NA,1177200.00000,NA,NA,NA,NA,292.96071,NA,NA,NA,0.00000,6580.77803,NA,NA,NA
326,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1747.15365,NA,NA,NA,NA,NA,NA,NA,NA,NA,52238.27166,NA,NA
326,1,MS,roots,1.22347,16.24461,0.08277,0.11520,0.00000,107.38339,3.83530,0.01196,NA,0.29497,0.24798,NA,NA,0.25954,31.68775,0.16613,NA,0.00000,NA,NA,862.84725,3.09465,92.52726,0.62464,NA,8.29082,0.00000,0.89676,346.17630,NA,0.00000,0.00000,0.00924,NA,NA,35.11620,126.75099,0.80249
327,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.06906,NA,NA,NA,1.14945,NA,0.00000,34.44494,NA,NA,NA,NA,1180800.00000,NA,NA,NA,NA,294.10968,NA,NA,NA,0.00000,6601.12318,NA,NA,NA
327,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744.43965,NA,NA,NA,NA,NA,NA,NA,NA,NA,52274.83656,NA,NA
327,1,MS,roots,1.22347,13.47070,0.09386,0.11543,0.00000,93.18255,1.26570,0.01196,NA,0.66549,0.60240,NA,NA,0.62585,31.68775,0.37480,NA,0.00000,NA,NA,863.95870,2.94544,88.26478,1.51737,NA,9.40226,0.00000,0.89676,346.87115,NA,0.00000,0.00000,0.00924,NA,NA,100.06684,126.75099,1.89373
328,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.11255,NA,NA,NA,1.15060,NA,0.00000,34.55142,NA,NA,NA,NA,1184400.00000,NA,NA,NA,NA,295.25962,NA,NA,NA,0.00000,6621.53044,NA,NA,NA
328,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1741.87447,NA,NA,NA,NA,NA,NA,NA,NA,NA,52306.93665,NA,NA
328,1,MS,roots,1.13910,15.74864,0.07344,0.10724,0.00000,105.42204,3.27736,0.01198,NA,0.31089,0.26259,NA,NA,0.27405,29.50279,0.17447,NA,0.00000,NA,NA,863.61184,3.05729,91.80764,0.66143,NA,7.91630,0.00000,0.89995,346.77177,NA,0.00000,0.00000,0.00859,NA,NA,38.04003,118.01116,0.84753
329,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.15623,NA,NA,NA,1.15234,NA,0.00000,34.65835,NA,NA,NA,NA,1188000.00000,NA,NA,NA,NA,296.41110,NA,NA,NA,0.00000,6642.00164,NA,NA,NA
329,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1739.45217,NA,NA,NA,NA,NA,NA,NA,NA,NA,52316.65533,NA,NA
329,1,MS,roots,1.13910,11.50579,0.08576,0.10743,0.00000,83.19235,1.04164,0.01198,NA,0.60189,0.54659,NA,NA,0.57341,29.50279,0.33778,NA,0.00000,NA,NA,864.93957,2.82145,84.85943,1.37679,NA,9.24403,0.00000,0.89995,347.40932,NA,0.00000,0.00000,0.00859,NA,NA,102.10780,118.01116,1.72189
330,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.19967,NA,NA,NA,1.15460,NA,0.00000,34.76470,NA,NA,NA,NA,1191600.00000,NA,NA,NA,NA,297.56448,NA,NA,NA,0.00000,6662.53510,NA,NA,NA
330,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1737.16563,NA,NA,NA,NA,NA,NA,NA,NA,NA,52305.51766,NA,NA
330,1,MS,roots,0.81672,10.91249,0.04504,0.06638,0.00000,80.26227,1.37119,0.01199,NA,0.37485,0.32590,NA,NA,0.34775,21.15307,0.20983,NA,0.00000,NA,NA,864.37630,2.78142,83.74756,0.82090,NA,7.86404,0.00000,0.90223,347.64718,NA,0.00000,0.00000,0.00530,NA,NA,62.58541,84.61227,1.04850
331,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.24313,NA,NA,NA,1.15756,NA,0.00000,34.87111,NA,NA,NA,NA,1195200.00000,NA,NA,NA,NA,298.72053,NA,NA,NA,0.00000,6683.13168,NA,NA,NA
331,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1734.89595,NA,NA,NA,NA,NA,NA,NA,NA,NA,52263.21759,NA,NA
331,1,MS,roots,0.81672,10.45841,0.05532,0.06654,0.00000,77.57522,0.80454,0.01199,NA,0.66782,0.62125,NA,NA,0.65196,21.15307,0.37383,NA,0.00000,NA,NA,866.17087,2.75075,82.86547,1.56486,NA,9.65861,0.00000,0.90223,348.50279,NA,0.00000,0.00000,0.00530,NA,NA,125.55475,84.61227,1.94102
332,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.28633,NA,NA,NA,1.16105,NA,0.00000,34.97688,NA,NA,NA,NA,1198800.00000,NA,NA,NA,NA,299.87975,NA,NA,NA,0.00000,6703.79085,NA,NA,NA
332,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1732.73147,NA,NA,NA,NA,NA,NA,NA,NA,NA,52198.85941,NA,NA
332,1,MS,roots,0.85790,9.70631,0.03328,0.04162,0.00000,73.61980,1.15535,0.01200,NA,0.41920,0.37055,NA,NA,0.39779,22.21956,0.23403,NA,0.00000,NA,NA,866.66806,2.70016,81.34290,0.93339,NA,9.29790,0.00000,0.90464,348.88983,NA,0.00000,0.00000,0.00331,NA,NA,78.11335,88.87822,1.18754
333,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.32960,NA,NA,NA,1.16514,NA,0.00000,35.08281,NA,NA,NA,NA,1202400.00000,NA,NA,NA,NA,301.04284,NA,NA,NA,0.00000,6724.51309,NA,NA,NA
333,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730.55438,NA,NA,NA,NA,NA,NA,NA,NA,NA,52107.82379,NA,NA
333,1,MS,roots,0.85790,9.39882,0.03991,0.04174,0.00000,71.69599,0.74812,0.01200,NA,0.67515,0.63660,NA,NA,0.67295,22.21956,0.37693,NA,0.00000,NA,NA,868.52238,2.67979,80.68967,1.60354,NA,11.15222,0.00000,0.90464,349.83635,NA,0.00000,0.00000,0.00331,NA,NA,140.10866,88.87822,1.98470
334,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.37271,NA,NA,NA,1.16941,NA,0.00000,35.18837,NA,NA,NA,NA,1206000.00000,NA,NA,NA,NA,302.21009,NA,NA,NA,0.00000,6745.29752,NA,NA,NA
334,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728.43681,NA,NA,NA,NA,NA,NA,NA,NA,NA,52009.89045,NA,NA
334,1,MS,roots,0.95454,9.91088,0.03993,0.04428,0.00000,74.95050,1.29722,0.01202,NA,0.43739,0.38713,NA,NA,0.41472,24.72261,0.24347,NA,0.00000,NA,NA,868.85353,2.71627,81.73449,0.97514,NA,10.52883,0.00000,0.90731,350.24886,NA,0.00000,0.00000,0.00351,NA,NA,80.44131,98.89046,1.23924
335,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.41607,NA,NA,NA,1.17391,NA,0.00000,35.29452,NA,NA,NA,NA,1209600.00000,NA,NA,NA,NA,303.38177,NA,NA,NA,0.00000,6766.14504,NA,NA,NA
335,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1726.27882,NA,NA,NA,NA,NA,NA,NA,NA,NA,51901.72685,NA,NA
335,1,MS,roots,0.95454,9.90862,0.04669,0.04440,0.00000,74.76355,0.85340,0.01202,NA,0.71481,0.67483,NA,NA,0.70942,24.72261,0.39790,NA,0.00000,NA,NA,870.63565,2.71791,81.71584,1.69982,NA,12.31095,0.00000,0.90731,351.25709,NA,0.00000,0.00000,0.00351,NA,NA,142.94003,98.89046,2.09906
336,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.45929,NA,NA,NA,1.17847,NA,0.00000,35.40033,NA,NA,NA,NA,1213200.00000,NA,NA,NA,NA,304.55793,NA,NA,NA,0.00000,6787.05461,NA,NA,NA
336,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1724.15913,NA,NA,NA,NA,NA,NA,NA,NA,NA,51792.34294,NA,NA
336,1,MS,roots,1.07789,11.01508,0.01060,0.01242,0.00000,81.39000,1.59394,0.01203,NA,0.41368,0.36106,NA,NA,0.38427,27.91728,0.22951,NA,0.00000,NA,NA,869.40200,2.79183,83.86434,0.90947,NA,9.99941,0.00000,0.91033,351.61522,NA,0.00000,0.00000,0.00098,NA,NA,69.10185,111.66912,1.15901
337,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.50279,NA,NA,NA,1.18323,NA,0.00000,35.50683,NA,NA,NA,NA,1216800.00000,NA,NA,NA,NA,305.73881,NA,NA,NA,0.00000,6808.02771,NA,NA,NA
337,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1721.96700,NA,NA,NA,NA,NA,NA,NA,NA,NA,51673.65746,NA,NA
337,1,MS,roots,1.07789,11.24775,0.01242,0.01246,0.00000,82.48445,0.99133,0.01203,NA,0.74155,0.69199,NA,NA,0.71956,27.91728,0.41141,NA,0.00000,NA,NA,871.11827,2.80868,84.28435,1.74305,NA,11.71568,0.00000,0.91033,352.65064,NA,0.00000,0.00000,0.00098,NA,NA,132.92780,111.66912,2.15310
338,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.54625,NA,NA,NA,1.18790,NA,0.00000,35.61324,NA,NA,NA,NA,1220400.00000,NA,NA,NA,NA,306.92436,NA,NA,NA,0.00000,6829.06315,NA,NA,NA
338,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1719.84640,NA,NA,NA,NA,NA,NA,NA,NA,NA,51560.82453,NA,NA
338,1,MS,roots,0.93778,10.11340,0.00784,0.00867,0.00000,76.47301,1.41470,0.01204,NA,0.42315,0.37168,NA,NA,0.39755,24.28860,0.23409,NA,0.00000,NA,NA,870.98044,2.73778,82.07828,0.93622,NA,10.64006,0.00000,0.91295,353.05965,NA,0.00000,0.00000,0.00068,NA,NA,76.06377,97.15439,1.19238
339,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.59001,NA,NA,NA,1.19267,NA,0.00000,35.72038,NA,NA,NA,NA,1224000.00000,NA,NA,NA,NA,308.11471,NA,NA,NA,0.00000,6850.16260,NA,NA,NA
339,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1717.67855,NA,NA,NA,NA,NA,NA,NA,NA,NA,51444.23948,NA,NA
339,1,MS,roots,0.93778,10.00391,0.00914,0.00869,0.00000,75.67425,0.89308,0.01204,NA,0.70532,0.66124,NA,NA,0.69435,24.28860,0.39018,NA,0.00000,NA,NA,872.75480,2.73266,81.84278,1.66558,NA,12.41443,0.00000,0.91295,354.07284,NA,0.00000,0.00000,0.00068,NA,NA,139.06135,97.15439,2.06090
340,1,MS,grains,NA,NA,NA,NA,NA,NA,NA,NA,0.00000,NA,NA,0.00000,14.63371,NA,NA,NA,1.19735,NA,0.00000,35.82736,NA,NA,NA,NA,1227600.00000,NA,NA,NA,NA,309.30970,NA,NA,NA,0.00000,6871.32439,NA,NA,NA
340,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1715.55885,NA,NA,NA,NA,NA,NA,NA,NA,NA,51333.50993,NA,NA
