t,plant,axis,metamer,organ,element,Ag,Amino_Acids_import,An,D_Fructan,D_Proteins,D_Starch,D_cytokinins,Loading_Amino_Acids,Loading_Sucrose,N_content_total,Nitrates_import,Nresidual,Nstruct,PARa,PARa_prim,Photosynthesis,R_Nnit_red,R_phloem_loading,R_residual,Rd,Regul_S_Fructan,S_Amino_Acids,S_Fructan,S_Proteins,S_Starch,S_Sucrose,Total_Organic_Nitrogen,Tr,Transpiration,Ts,Wmax,age,amino_acids,area_prim,cytokinins,cytokinins_import,fructan,green_area,gs,height,is_growing,is_over,length,max_mstruct,max_proteins,mstruct,nb_replications,nitrates,proteins,senesced_length_element,senesced_mstruct,starch,sucrose,sum_respi,triosesP,width
24,1,MS,3,blade,LeafElement1,0.84652987,0.00387310,0.65302012,0.41490542,3.27572725,8.80986562,1.66833993,0.02217423,0.44425995,NA,0.00490094,0.00000000,0.00002182,13.53158014,NA,0.60333635,0.00485344,0.00001161,0.10055463,0.19350975,0.00000066,1.12558193,0.00031859,1.59817999,8.52665619,126.26071392,25.28268936,0.04462096,0.00000883,7.81874248,0.00400000,85.69080600,0.39052824,NA,0.36006743,0.00061008,0.41490542,0.00019798,0.07389171,0.05812560,True,False,0.06759149,0.00435549,0.00000000,0.00435549,1.00000000,0.00003731,23.33334553,0,0.00000000,0.07130169,12.20160880,0.10541968,0.00006906,0.00288242
24,1,MS,4,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000001,NA,NA,NA,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,0.00000000,NA,6.43300000,0.00467028,0.26329693,0.00018689,NA,0.00040534,NA,0.00000000,0.00000011,0.00000000,NA,True,False,0.00025571,0.00000203,0.00000000,0.00000203,NA,0.00000000,0.01992568,0,0.00000000,0.00000000,0.02098511,NA,NA,0.00043335
24,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45874229,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001103,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
24,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.45874229,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005516,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
25,1,MS,1,blade,LeafElement1,1.76914998,0.00363595,1.66272698,0.03287675,4.42413152,14.03917007,1.24875342,0.02183515,0.81042796,0.06405517,0.00454060,0.00000000,0.00002050,31.35570773,NA,1.24406326,0.00449519,0.00001997,0.08045616,0.10642299,0.00000009,1.10563713,0.00004840,1.95039770,19.42949679,279.82979464,18.77645498,0.07001739,0.00001368,8.24067904,0.00300000,245.95994426,0.47608536,NA,0.24989935,0.00056470,0.03287675,0.00019533,0.10901898,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00001651,16.83608391,0,0.00000000,0.10535645,13.04668868,0.08497131,0.00014607,0.00232481
25,1,MS,1,sheath,StemElement,0.40654794,0.00371113,0.50480847,0.07018241,3.60761370,10.23751629,0.50278244,0.01430979,0.27464052,0.02288559,0.00463448,0.00000000,0.00000855,12.66445976,NA,0.39312463,0.00458812,0.00000282,0.01164526,0.01640684,0.00000017,2.71021520,0.00008736,1.99422428,14.16203207,206.73749226,2.78910599,0.05197011,0.00001396,8.06978890,NA,245.95994426,0.20482388,NA,0.04189522,0.00057637,0.07018241,0.00026861,0.10874560,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00002225,1.97356783,0,0.00000000,0.03198971,5.19582541,0.01623620,0.00004431,0.00300000
25,1,MS,2,blade,LeafElement1,1.70516694,0.00414754,1.58301284,0.05139628,3.94820849,14.17198227,1.46271968,0.02348029,0.93330004,0.07485816,0.00517948,0.00000000,0.00002420,29.31399307,NA,1.47982847,0.00512768,0.00002709,0.11062865,0.12215410,0.00000010,1.07066132,0.00005191,1.94101246,19.63958979,282.70446587,25.85289231,0.06471611,0.00001560,8.20659025,0.00330000,165.95994426,0.55687232,NA,0.34481264,0.00064415,0.05139628,0.00024107,0.10357381,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00001866,23.56744856,0,0.00000000,0.12528063,15.42170841,0.11578342,0.00017393,0.00255729
25,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,3.30753831,4.87625932,0.00000000,0.47358818,0.00962579,-0.00238613,0.02934762,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01747648,0.00000000,0.01500000,0.00000000,7.35903153,1.85252724,0.00000000,0.00000000,4.76985529,0.00000000,0.00000000,6.62600000,NA,165.95994426,0.24534161,NA,0.05261674,0.00000000,6.70100816,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.71022796,0,0.00000000,0.00000000,6.37358905,0.01747648,0.00000000,0.00300000
25,1,MS,2,sheath,StemElement,0.24289043,0.00004199,0.27887232,0.00212787,4.54232694,4.29102824,0.56653911,0.00029072,0.00267348,0.02927061,0.00005243,0.00000000,0.00000020,6.53706826,NA,0.00412054,0.00005191,0.00000000,0.00033681,0.03252567,0.00000234,1.31084387,0.00115836,1.72886282,6.20357313,92.45789731,0.08341658,0.03351346,0.00000016,7.95740690,NA,165.95994426,0.00390472,NA,0.00110428,0.00000652,0.00212787,0.00000471,0.07619005,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000054,0.06522615,0,0.00000000,0.00031365,0.11312607,0.00038872,0.00000045,0.00300000
25,1,MS,3,blade,LeafElement1,1.65377758,0.00316516,1.50310397,0.41390931,3.40324488,12.42956611,1.67299339,0.02142078,0.93726745,NA,0.00395267,0.00000000,0.00002190,27.06316029,NA,1.18300668,0.00391314,0.00002458,0.10345985,0.15067361,0.00000007,0.90419081,0.00003486,1.60112774,17.28641956,250.32981678,25.35753105,0.05991719,0.00001191,8.19129191,0.00400000,85.95994426,0.38412590,NA,0.35637954,0.00049158,0.41390931,0.00019870,0.09722726,0.05618868,True,False,0.06777871,0.00437150,0.00000000,0.00437150,1.00000000,0.00001588,23.40887375,0,0.00000000,0.09929006,12.23572396,0.10739758,0.00013831,0.00288237
25,1,MS,4,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000002,NA,NA,NA,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,0.00000000,NA,6.62600000,0.00467028,0.53243520,0.00028458,NA,0.00062333,NA,0.00000000,0.00000017,0.00000000,NA,True,False,0.00038534,0.00000312,0.00000000,0.00000312,NA,0.00000000,0.03054971,0,0.00000000,0.00000000,0.03221718,NA,NA,0.00044224
25,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72788056,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001108,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
25,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72788056,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005541,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
26,1,MS,1,blade,LeafElement1,2.17649330,0.00501619,2.07728534,0.03274215,4.67770385,18.57610747,1.26804219,0.02327315,1.05255343,0.06400912,0.00618794,0.00000000,0.00002050,39.19463466,NA,1.53050639,0.00612606,0.00002594,0.08392646,0.09920796,0.00000004,1.50676738,0.00002328,2.01405786,24.09120288,343.58538357,18.76480429,0.09768223,0.00001908,8.70755072,0.00300000,246.23536096,0.47517719,NA,0.24541814,0.00076905,0.03274215,0.00019533,0.12191244,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00001869,16.82534138,0,0.00000000,0.13482143,13.45796961,0.09007846,0.00017522,0.00232481
26,1,MS,1,sheath,StemElement,0.48383305,0.00498098,0.60464010,0.07006260,3.72992344,13.24721812,0.51833376,0.01499472,0.33950005,0.02283497,0.00614451,0.00000000,0.00000855,15.83057470,NA,0.46785796,0.00608306,0.00000348,0.01204305,0.01565868,0.00000009,3.59328055,0.00004836,2.05621532,16.86285345,244.80860095,2.78539915,0.07053687,0.00001895,8.49428227,NA,246.23536096,0.20397454,NA,0.04177134,0.00076365,0.07006260,0.00026861,0.11927645,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00002521,1.97071032,0,0.00000000,0.04003362,5.29050444,0.01812960,0.00005104,0.00300000
26,1,MS,2,blade,LeafElement1,2.10133050,0.00571694,1.98758827,0.05114845,4.19043954,18.78615815,1.48451288,0.02498151,1.22099853,0.07481758,0.00705239,0.00000000,0.00002420,36.64249133,NA,1.82363886,0.00698187,0.00003544,0.11542837,0.11374223,0.00000004,1.45781596,0.00002445,2.00340763,24.40005731,347.72846394,25.84110855,0.09020675,0.00002175,8.66716278,0.00330000,166.23536096,0.55542449,NA,0.33844693,0.00087648,0.05114845,0.00024107,0.11538119,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00002107,23.55711263,0,0.00000000,0.16061121,15.93275573,0.12244568,0.00020906,0.00255729
26,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,3.43130137,5.07067163,0.00000000,0.47941386,0.00992112,-0.02348603,0.02928859,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01759733,0.00000000,0.01500000,0.00000000,7.59241296,1.90058840,0.00000000,0.00000000,4.75995081,0.00000000,0.00000000,6.77300000,NA,166.23536096,0.24262041,NA,0.05151316,0.00000000,6.70534833,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.70304468,0,0.00000000,0.00000000,6.35175883,0.01759733,0.00000000,0.00300000
26,1,MS,2,sheath,StemElement,0.29934269,0.00005620,0.35184414,0.00212780,4.71918404,5.79643131,0.57802603,0.00029985,0.00327707,0.02919599,0.00006933,0.00000000,0.00000020,8.17133533,NA,0.00507823,0.00006863,0.00000000,0.00034611,0.03192854,0.00000127,1.73313364,0.00065231,1.76831069,7.64318193,113.55838874,0.08324088,0.04536352,0.00000021,8.36204733,NA,166.23536096,0.00384631,NA,0.00108963,0.00000862,0.00212780,0.00000471,0.08198813,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000058,0.06510886,0,0.00000000,0.00040976,0.11365394,0.00041475,0.00000054,0.00300000
26,1,MS,3,blade,LeafElement1,2.04149390,0.00436410,1.90124669,0.41282203,3.59428096,16.48860738,1.70594077,0.02483941,1.16422467,NA,0.00538352,0.00000000,0.00002199,33.82895036,NA,1.46581508,0.00532970,0.00003065,0.10722151,0.14024721,0.00000004,1.22691933,0.00001905,1.63023295,21.49386339,308.49540771,25.43335754,0.08323060,0.00001660,8.64920169,0.00400000,86.23536096,0.37763744,NA,0.35276705,0.00066907,0.41282203,0.00019945,0.10773964,0.05626002,True,False,0.06796995,0.00438785,0.00000000,0.00438785,1.00000000,0.00001788,23.48535045,0,0.00000000,0.12786136,12.31299292,0.11258185,0.00016699,0.00288231
26,1,MS,4,blade,LeafElement1,0.00000000,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000002,NA,NA,NA,NA,NA,NA,0.00000000,NA,NA,NA,NA,NA,NA,NA,0.00000000,NA,6.77300000,0.00467028,0.80785190,0.00038655,NA,0.00085553,NA,0.00000000,0.00000023,0.00000000,NA,True,False,0.00051821,0.00000428,0.00000000,0.00000428,NA,0.00000000,0.04179755,0,0.00000000,0.00000000,0.04415180,NA,NA,0.00045135
26,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00329726,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001114,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
26,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.00329726,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005568,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
27,1,MS,1,blade,LeafElement1,1.34272780,0.00684098,1.21806434,0.03260810,4.81574738,16.83627928,1.25696409,0.02517018,0.95262522,0.06396941,0.00835042,0.00000000,0.00002050,23.51678080,NA,0.94420391,0.00827803,0.00002347,0.08314488,0.12466345,0.00000006,2.03606479,0.00003141,2.03655006,14.29146741,208.87221398,18.75549161,0.05742308,0.00001122,8.64666676,0.00300000,246.51908268,0.47710440,NA,0.24125348,0.00103744,0.03260810,0.00019533,0.09480470,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00003958,16.81410149,0,0.00000000,0.12117921,13.27993783,0.09144639,0.00010299,0.00232481
27,1,MS,1,sheath,StemElement,0.32080682,0.00734117,0.39303415,0.06994300,3.74913680,12.10029496,0.52538987,0.01685271,0.29748626,0.02280464,0.00896099,0.00000000,0.00000855,9.49834482,NA,0.31021449,0.00890419,0.00000305,0.01198870,0.01825665,0.00000013,5.25972778,0.00007194,2.09389221,10.40905042,153.60718714,2.78553145,0.04481190,0.00001204,8.50855010,NA,246.51908268,0.20696102,NA,0.04198831,0.00111330,0.06994300,0.00026861,0.09644058,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00005716,1.96785614,0,0.00000000,0.03626385,5.22800437,0.02089595,0.00003122,0.00300000
27,1,MS,2,blade,LeafElement1,1.29162191,0.00788670,1.14867048,0.05090180,4.33089392,17.01254101,1.47051775,0.02704370,1.11296242,0.07478349,0.00962689,0.00000000,0.00002420,21.98549480,NA,1.12093357,0.00954340,0.00003230,0.11451288,0.14295143,0.00000006,1.99266410,0.00003231,2.02548022,14.42003083,210.68409958,25.83230155,0.05364103,0.00001293,8.62113152,0.00330000,166.51908268,0.55755071,NA,0.33247166,0.00119603,0.05090180,0.00024107,0.09058384,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00004527,23.54617941,0,0.00000000,0.14423970,15.73051754,0.12408858,0.00012241,0.00255729
27,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,3.46737104,5.14096327,0.00000000,0.47320575,0.01008728,-0.02744759,0.02922777,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01773958,0.00000000,0.01500000,0.00000000,7.64522559,1.90118471,0.00000000,0.00000000,4.74985223,0.00000000,0.00000000,6.93100000,NA,166.51908268,0.23986449,NA,0.05042378,0.00000000,6.71419168,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.69570203,0,0.00000000,0.00000000,6.33784709,0.01773958,0.00000000,0.00300000
27,1,MS,2,sheath,StemElement,0.18397634,0.00008821,0.20083546,0.00212775,4.77146533,5.19640646,0.57761340,0.00034047,0.00198763,0.02913451,0.00010767,0.00000000,0.00000020,4.90280120,NA,0.00312108,0.00010474,0.00000000,0.00034616,0.03503164,0.00000570,2.64485680,0.00293546,1.77835489,4.32170398,64.76168016,0.08310727,0.03069200,0.00000014,8.42751097,NA,166.51908268,0.00383209,NA,0.00107981,0.00001338,0.00212775,0.00000471,0.06988658,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000154,0.06498947,0,0.00000000,0.00036429,0.11294898,0.00045089,0.00000030,0.00300000
27,1,MS,3,blade,LeafElement1,1.24976621,0.00612022,1.07403187,0.41202889,3.69662681,14.90937423,1.69786650,0.02870946,0.68653830,NA,0.00747063,0.00000000,0.00002207,20.29737022,NA,0.90078374,0.00741173,0.00001814,0.10719734,0.17573434,0.00000018,1.69970149,0.00009468,1.61926040,12.68878020,186.18778448,25.51145839,0.05012118,0.00001003,8.60914018,0.00400000,86.51908268,0.37148947,NA,0.34951517,0.00092814,0.41202889,0.00020021,0.08570169,0.05633289,True,False,0.06816662,0.00440466,0.00000000,0.00440466,1.00000000,0.00003942,23.56359554,0,0.00000000,0.11509413,12.34293417,0.11462722,0.00009806,0.00288225
27,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00004201,0.95053576,0.00000000,4.18886756,0.00000380,-0.00036074,NA,0.00000000,0.00000000,0.00000003,NA,NA,0.00000000,0.00000000,0.00000000,0.00021022,0.00000000,0.01500000,0.00000000,7.68247887,1.61850163,0.00000000,0.00000000,0.05622375,0.00000000,0.00000000,6.93100000,0.00467028,1.09157362,0.00046546,NA,0.00108111,0.00000000,0.00004201,0.00000030,0.00000000,NA,True,False,0.00065534,0.00000552,0.00000000,0.00000552,1.50000000,0.00000000,0.05378602,0,0.00000000,0.00000000,0.01546748,0.00021022,0.00000000,0.00046075
27,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28701897,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001119,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
27,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28701897,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005595,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
28,1,MS,1,blade,LeafElement1,0.45959104,0.00399331,0.27868280,0.03247470,5.09674042,11.82057479,1.27429119,0.02569959,0.68044598,0.06393773,0.00479920,0.00000000,0.00002050,7.83431892,NA,0.32318364,0.00475121,0.00001677,0.08307682,0.18090824,0.00000015,1.16860849,0.00008678,2.09090268,4.68261072,70.13298163,18.73856485,0.03250846,0.00000635,8.85808019,0.00300000,246.80936099,0.47227137,NA,0.23656848,0.00059586,0.03247470,0.00019533,0.06532431,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00006424,16.80200777,0,0.00000000,0.08229209,12.71650637,0.08784480,0.00003261,0.00232481
28,1,MS,1,sheath,StemElement,0.11609842,0.00476014,0.12665607,0.06982373,3.87887208,8.51406431,0.54038655,0.01664894,0.20562270,0.02280599,0.00572078,0.00000000,0.00000855,3.16405091,NA,0.11226511,0.00566355,0.00000211,0.01208549,0.02218806,0.00000040,3.34547395,0.00022065,2.14004692,3.40385909,51.14126317,2.77908687,0.02818007,0.00000757,8.79347516,NA,246.80936099,0.20346889,NA,0.04177233,0.00071028,0.06982373,0.00026861,0.06680121,0.01424321,False,False,0.02850000,0.00171000,1183.15614503,0.00171000,1.00000000,0.00010586,1.96490369,0,0.00000000,0.02468041,5.05866783,0.01775115,0.00000987,0.00300000
28,1,MS,2,blade,LeafElement1,0.44056712,0.00477884,0.23597218,0.05065646,4.60101784,11.93056812,1.49030027,0.02771990,0.80095491,0.07475807,0.00574326,0.00000000,0.00002420,7.32315553,NA,0.38234601,0.00568582,0.00002325,0.11456555,0.20459494,0.00000015,1.18720120,0.00008724,2.08042351,4.70023211,70.39385733,25.81512230,0.03152236,0.00000760,8.85008350,0.00330000,166.80936099,0.55225942,NA,0.32590846,0.00071307,0.05065646,0.00024107,0.06383182,0.06200019,False,False,0.09200000,0.00483764,4889.19198098,0.00483764,1.00000000,0.00007661,23.53429145,0,0.00000000,0.09783950,15.05677884,0.12027462,0.00003856,0.00255729
28,1,MS,2,sheath,HiddenElement,0.00000000,0.00000000,0.00000000,3.59802483,5.34335654,0.00000000,0.47853479,0.01039659,-0.01031010,0.02916576,0.00000000,0.00000000,0.00001140,NA,NA,0.00000000,0.00000000,0.00000000,0.01793449,0.00000000,0.01500000,0.00000000,7.88471192,1.94999561,0.00000000,0.00000000,4.73947112,0.00000000,0.00000000,7.14000000,NA,166.80936099,0.23717439,NA,0.04932151,0.00000000,6.72343884,0.00024800,0.00000000,NA,False,False,0.02850000,0.00228000,1678.21735658,0.00228000,1.00000000,0.00000000,3.68801102,0,0.00000000,0.00000000,6.31368213,0.01793449,0.00000000,0.00300000
28,1,MS,2,sheath,StemElement,0.06259979,0.00007065,0.04083101,0.00212792,4.95272236,3.55032352,0.58987940,0.00034164,0.00086016,0.02908808,0.00008491,0.00000000,0.00000020,1.63390173,NA,0.00106198,0.00008351,0.00000000,0.00035220,0.03942514,0.00007005,2.10888310,0.03697392,1.81473003,1.20995305,18.27769417,0.08291412,0.02384001,0.00000011,8.77109274,NA,166.80936099,0.00376369,NA,0.00106662,0.00001054,0.00212792,0.00000471,0.05677135,0.02873631,False,False,0.00050000,0.00004000,1678.21735000,0.00004000,1.00000000,0.00000438,0.06486472,0,0.00000000,0.00024074,0.11147916,0.00043572,0.00000008,0.00300000
28,1,MS,3,blade,LeafElement1,0.42563621,0.00385253,0.17874887,0.41188985,3.90160759,10.42549985,1.73126876,0.02495112,0.21265626,NA,0.00463001,0.00000000,0.00002217,6.77557127,NA,0.30813275,0.00458371,0.00000564,0.10899906,0.24688734,0.00000630,1.04655677,0.00331722,1.64657764,4.13660171,62.03839221,25.60254502,0.03046408,0.00000613,8.84539128,0.00400000,86.80936099,0.36496879,NA,0.34623583,0.00057485,0.41188985,0.00020109,0.06215222,0.05640783,True,False,0.06836744,0.00442404,0.00000000,0.00442404,1.00000000,0.00006985,23.65427823,0,0.00000000,0.07818720,12.28776449,0.11358842,0.00003103,0.00294721
28,1,MS,4,blade,LeafElement1,0.00000000,0.00000000,0.00000000,0.00009562,1.01701782,0.00000000,4.25374542,0.00000575,-0.00031035,NA,0.00000000,0.00000000,0.00000003,NA,NA,0.00000000,0.00000000,0.00000000,0.00026262,0.00000000,0.01500000,0.00000000,7.89906429,1.64589277,0.00000000,0.00000000,0.06947187,0.00000000,0.00000000,7.14000000,0.00467028,1.38185193,0.00056454,NA,0.00131660,0.00000000,0.00009562,0.00000037,0.00000000,NA,True,False,0.00079589,0.00000685,0.00000000,0.00000685,1.50000000,0.00000000,0.06646201,0,0.00000000,0.00000000,0.01901389,0.00026262,0.00000000,0.00047039
28,1,MS,4,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57729729,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00001125,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
28,1,MS,5,internode,HiddenElement,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57729729,0.00000000,NA,0.00000000,NA,0.00000000,0.00000000,NA,NA,True,False,0.00005623,0.00000000,0.00000000,0.00000000,NA,0.00000000,0.00000000,0,0.00000000,0.00000000,0.00000000,NA,NA,NA
29,1,MS,1,blade,LeafElement1,0.00000000,0.00234691,0.00000000,0.03234234,5.35679799,6.61494673,1.27901790,0.02493816,0.42867800,0.06388011,0.00276987,0.00000000,0.00002050,0.00000000,NA,0.00000000,0.00000000,0.00001056,0.08264468,0.22988881,0.00000062,0.00000000,0.00034497,2.11182319,0.00000000,0.00000000,18.71540336,0.02747785,0.00000537,9.05051502,0.00300000,247.10440774,0.46210504,NA,0.23160381,0.00034363,0.03234234,0.00019533,0.05000000,0.04750747,False,False,0.08200000,0.00410677,4400.00000000,0.00410677,1.00000000,0.00283352,16.78901261,0,0.00000000,0.04491865,12.10143737,0.08265525,-0.00000754,0.00232481
