t,plant,axis,organ,AA_consumption_mstruct,C_exudation,Export_Amino_Acids,Export_Nitrates,Export_cytokinins,HATS_LATS,N_exudation,Nstruct,RGR_Structure,R_Nnit_red,R_Nnit_upt,R_grain_growth_starch,R_grain_growth_struct,R_min_upt,R_residual,Respi_growth,S_Amino_Acids,S_Proteins,S_cytokinins,S_grain_starch,S_grain_structure,Total_Organic_Nitrogen,Unloading_Amino_Acids,Unloading_Sucrose,Uptake_Nitrates,age_from_flowering,amino_acids,cytokinins,delta_mstruct_growth,mstruct,nitrates,proteins,rate_mstruct_death,regul_transpiration,senesced_mstruct,starch,structure,sucrose,sucrose_consumption_mstruct,sum_respi
37,1,MS,roots,0.01757672,7.97393454,0.03423443,0.03664131,0.00453849,1.13275292,0.33256327,0.00018180,NA,0.07939204,0.05475039,NA,NA,NA,0.05023856,0.60698272,1.10397553,NA,0.85475777,NA,NA,15.68502857,1.14646218,39.86967270,0.13791031,NA,2.69933440,9.64275912,0.00004921,0.03632054,26.00201740,NA,0.00000000,0.00007829,0.00000000,NA,NA,64.72246886,1.76259345,0.18438100
38,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76967847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.80993709,NA,NA
38,1,MS,roots,0.01709402,7.68694563,0.04625837,0.04950830,0.00613696,1.12761031,0.32878252,0.00018204,NA,0.07874026,0.05343410,NA,NA,NA,0.04952559,0.59031357,1.09347121,NA,0.83506713,NA,NA,15.70692550,1.10761132,38.43472815,0.13459470,NA,2.70413731,9.66691681,0.00004786,0.03636841,26.04707160,NA,0.00000000,0.00010560,0.00000000,NA,NA,63.22281583,1.71418857,0.18169994
39,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71691886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.47080144,NA,NA
39,1,MS,roots,0.01607111,7.35150684,0.03233116,0.03445613,0.00427297,1.09947618,0.32360748,0.00018226,NA,0.07653628,0.05112205,NA,NA,NA,0.04799516,0.55498893,1.06155098,NA,0.79945097,NA,NA,15.74027199,1.06346945,36.75753421,0.12877090,NA,2.72141269,9.69168077,0.00004500,0.03641341,26.10250256,NA,0.00000000,0.00007334,0.00000000,NA,NA,61.82330469,1.61161071,0.17565348
40,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66070748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.05877839,NA,NA
40,1,MS,roots,0.01543730,7.25387473,0.03830541,0.04073229,0.00505446,1.08681385,0.32758668,0.00018248,NA,0.07540058,0.04961269,NA,NA,NA,0.04707784,0.53310136,1.04455902,NA,0.77546021,NA,NA,15.76656989,1.05325126,36.26937366,0.12496900,NA,2.73227330,9.71481971,0.00004322,0.03645663,26.14841529,NA,0.00000000,0.00008654,0.00000000,NA,NA,60.50175161,1.54805226,0.17209111
41,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61235905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.70980486,NA,NA
41,1,MS,roots,0.01517870,6.92200932,0.03697293,0.03922404,0.00487029,1.08930079,0.32093982,0.00018269,NA,0.07530493,0.04879105,NA,NA,NA,0.04666691,0.52417100,1.04201914,NA,0.76157887,NA,NA,15.79286822,1.01062252,34.61004661,0.12289937,NA,2.74339293,9.73766904,0.00004250,0.03649913,26.19382777,NA,0.00000000,0.00008319,0.00000000,NA,NA,59.16932220,1.52211972,0.17076289
42,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57033341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.42188932,NA,NA
42,1,MS,roots,0.01478048,6.59846402,0.02373173,0.02501940,0.00310743,1.08584379,0.31558387,0.00018290,NA,0.07482439,0.04770610,NA,NA,NA,0.04605738,0.51041917,1.03419716,NA,0.74330826,NA,NA,15.83091520,0.97011818,32.99232008,0.12016649,NA,2.76665943,9.76164691,0.00004139,0.03654052,26.25098670,NA,0.00000000,0.00005295,0.00000000,NA,NA,57.84738893,1.48218631,0.16858788
43,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52956475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.20328907,NA,NA
43,1,MS,roots,0.01431761,6.31550752,0.02678347,0.02809668,0.00349096,1.07990701,0.31112332,0.00018310,NA,0.07415599,0.04653279,NA,NA,NA,0.04539098,0.49443475,1.02383547,NA,0.72289965,NA,NA,15.86447420,0.93499906,31.57753760,0.11721107,NA,2.78590082,9.78452435,0.00004009,0.03658061,26.30245452,NA,0.00000000,0.00005935,0.00000000,NA,NA,56.55113713,1.43576978,0.16607976
44,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49231248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.06824222,NA,NA
44,1,MS,roots,0.01358816,6.06021442,0.02607687,0.02722122,0.00338348,1.06199723,0.30724780,0.00018329,NA,0.07267362,0.04490572,NA,NA,NA,0.04432263,0.46924450,1.00232651,NA,0.69497446,NA,NA,15.89701403,0.90392416,30.30107211,0.11311264,NA,2.80485249,9.80651496,0.00003805,0.03661865,26.35145625,NA,0.00000000,0.00005739,0.00000000,NA,NA,55.32344686,1.36262080,0.16190196
45,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60774772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.71591628,NA,NA
45,1,MS,roots,0.01259822,6.88843124,0.13306436,0.14289956,0.01782089,1.03603436,0.34456054,0.00018347,NA,0.07039897,0.04314478,NA,NA,NA,0.04293976,0.43505865,0.97001977,NA,0.66216390,NA,NA,15.82390212,1.04668872,34.44215619,0.10867704,NA,2.71914235,9.81285919,0.00003528,0.03665393,26.28110466,NA,0.00000000,0.00030207,0.00000000,NA,NA,54.36091218,1.26334986,0.15648351
46,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68743551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.44605047,NA,NA
46,1,MS,roots,0.01210996,9.41473807,0.25769379,0.29712803,0.03732425,1.03500431,0.43904242,0.00018364,NA,0.06954328,0.04272770,NA,NA,NA,0.04211917,0.41819736,0.95734378,NA,0.64723869,NA,NA,15.62760952,1.37276884,47.07369036,0.10762645,NA,2.51073980,9.79907084,0.00003391,0.03668784,26.05456856,NA,0.00000000,0.00063356,0.00000000,NA,NA,53.83980349,1.21438701,0.15439016
47,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85940094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.11226580,NA,NA
47,1,MS,roots,0.01237024,12.99219101,0.24928608,0.30776875,0.03895306,1.06378075,0.56107767,0.00018381,NA,0.07078479,0.04385883,NA,NA,NA,0.04214804,0.42718557,0.97351549,NA,0.65686917,NA,NA,15.45290553,1.82850433,64.96095503,0.11047565,NA,2.32366556,9.78392773,0.00003464,0.03672247,25.81919131,NA,0.00000000,0.00066223,0.00000000,NA,NA,53.80628839,1.24048752,0.15679166
48,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06744843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.92352869,NA,NA
48,1,MS,roots,0.01294311,18.81319011,0.37009634,0.51639641,0.06621492,1.11084041,0.69698202,0.00018399,NA,0.07286883,0.04628050,NA,NA,NA,0.04285152,0.44696865,1.00118961,NA,0.68214512,NA,NA,15.16296135,2.51842757,94.06595055,0.11657558,NA,2.02077828,9.74217206,0.00003624,0.03675871,25.37637564,NA,0.00000000,0.00113053,0.00000000,NA,NA,54.54557650,1.29793483,0.16200086
49,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40459631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166.30605977,NA,NA
49,1,MS,roots,0.01375563,24.61340596,0.29730262,0.45271568,0.05871402,1.15825859,0.80159365,0.00018418,NA,0.07529195,0.04928649,NA,NA,NA,0.04357219,0.47502763,1.03339951,NA,0.71839631,NA,NA,14.98043589,3.25941572,123.06702979,0.12414734,NA,1.82449719,9.70917504,0.00003852,0.03679723,25.00417421,NA,0.00000000,0.00100587,0.00000000,NA,NA,56.02226290,1.37941420,0.16815063
50,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.74853725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177.19846687,NA,NA
50,1,MS,roots,0.01439018,28.67946896,0.20255551,0.31822340,0.04159255,1.18168277,0.86621499,0.00018438,NA,0.07661142,0.05169321,NA,NA,NA,0.04417461,0.49694077,1.05035947,NA,0.74888854,NA,NA,14.92242313,3.84273999,143.39734479,0.13020960,NA,1.75209426,9.69448983,0.00004029,0.03683752,24.77353792,NA,0.00000000,0.00071363,0.00000000,NA,NA,58.01000129,1.44304692,0.17247925
51,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00963317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.61135699,NA,NA
51,1,MS,roots,0.01478718,30.83007783,0.15482022,0.24317391,0.03196421,1.18419502,0.89109299,0.00018459,NA,0.07681612,0.05338565,NA,NA,NA,0.04465549,0.51065068,1.05198349,NA,0.76953688,NA,NA,14.92693436,4.18304115,154.15038916,0.13447268,NA,1.74181831,9.69025380,0.00004140,0.03687892,24.62264272,NA,0.00000000,0.00054867,0.00000000,NA,NA,60.26351323,1.48285861,0.17485726
52,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17684370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.56524911,NA,NA
52,1,MS,roots,0.01513896,29.25669906,0.04585976,0.06826460,0.00898100,1.17593425,0.86488791,0.00018480,NA,0.07669383,0.05436466,NA,NA,NA,0.04506809,0.52279874,1.04910290,NA,0.78309074,NA,NA,15.04023151,4.10308438,146.28349530,0.13693868,NA,1.83997649,9.70959608,0.00004239,0.03692131,24.65008965,NA,0.00000000,0.00015385,0.00000000,NA,NA,62.24117331,1.51813488,0.17612658
53,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19989180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.90554144,NA,NA
53,1,MS,roots,0.01493325,26.28348060,0.02938612,0.04150506,0.00546120,1.14662628,0.80044517,0.00018501,NA,0.07515556,0.05403626,NA,NA,NA,0.04499732,0.51569497,1.02689774,NA,0.77770092,NA,NA,15.15865858,3.75665453,131.41740302,0.13611148,NA,1.94347031,9.73240494,0.00004181,0.03696313,24.70468310,NA,0.00000000,0.00009334,0.00000000,NA,NA,63.81594425,1.49750653,0.17418913
54,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16116869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.61987007,NA,NA
54,1,MS,roots,0.01444628,23.59436374,0.02407751,0.03246322,0.00427100,1.11165951,0.74010854,0.00018521,NA,0.07317726,0.05316371,NA,NA,NA,0.04461747,0.49887824,0.99877407,NA,0.76444649,NA,NA,15.27071257,3.40876106,117.97181869,0.13391363,NA,2.04107802,9.75604273,0.00004045,0.03700358,24.76749971,NA,0.00000000,0.00007282,0.00000000,NA,NA,65.06874934,1.44867307,0.17095844
55,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09493901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.13362822,NA,NA
55,1,MS,roots,0.01416958,21.19094482,0.01479335,0.01910401,0.00251221,1.08974452,0.68619795,0.00018541,NA,0.07201324,0.05267138,NA,NA,NA,0.04452887,0.48932277,0.98183403,NA,0.75706631,NA,NA,15.38131519,3.08240549,105.95472410,0.13267351,NA,2.13751106,9.78125464,0.00003967,0.03704325,24.84327044,NA,0.00000000,0.00004272,0.00000000,NA,NA,66.00993020,1.42092531,0.16921349
56,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.00880771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.66368921,NA,NA
56,1,MS,roots,0.01383049,19.56615222,0.01727260,0.02149967,0.00282611,1.06892361,0.65182616,0.00018561,NA,0.07086944,0.05209029,NA,NA,NA,0.04438951,0.47761280,0.96523024,NA,0.74842740,NA,NA,15.48176583,2.85450856,97.83076111,0.13120979,NA,2.22413121,9.80590299,0.00003873,0.03708198,24.91592177,NA,0.00000000,0.00004794,0.00000000,NA,NA,66.76272340,1.38692117,0.16734923
57,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91523441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.28822106,NA,NA
57,1,MS,roots,0.01365861,17.95272227,0.01950735,0.02353423,0.00309248,1.05666816,0.61382779,0.00018580,NA,0.07024431,0.05178211,NA,NA,NA,0.04442865,0.47167718,0.95573039,NA,0.74385323,NA,NA,15.57250464,2.62174731,89.76361136,0.13043354,NA,2.30121142,9.83017944,0.00003824,0.03712022,24.98623044,NA,0.00000000,0.00005233,0.00000000,NA,NA,67.30390919,1.36968498,0.16645507
58,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82017544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.04051651,NA,NA
58,1,MS,roots,0.01356049,16.48263569,0.02011205,0.02361545,0.00310211,1.04889971,0.57774200,0.00018599,NA,0.06987950,0.05156536,NA,NA,NA,0.04452429,0.46828904,0.94979533,NA,0.74083132,NA,NA,15.65586383,2.40696035,82.41317846,0.12988755,NA,2.37101012,9.85439173,0.00003797,0.03715819,25.05623336,NA,0.00000000,0.00005236,0.00000000,NA,NA,67.64350913,1.35984629,0.16596914
59,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.73065318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.98752924,NA,NA
59,1,MS,roots,0.01355965,14.98028962,0.01527833,0.01749331,0.00229678,1.04594163,0.53916936,0.00018618,NA,0.06981121,0.05144980,NA,NA,NA,0.04470077,0.46825975,0.94789859,NA,0.73972165,NA,NA,15.73730472,2.18740773,74.90144810,0.12959648,NA,2.43889136,9.87942141,0.00003797,0.03719616,25.13223662,NA,0.00000000,0.00003867,0.00000000,NA,NA,67.76219418,1.35976123,0.16596178
60,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64444583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.04326648,NA,NA
60,1,MS,roots,0.01355538,13.71571745,0.01186712,0.01327365,0.00174173,1.04409386,0.50743660,0.00018637,NA,0.06979517,0.05127717,NA,NA,NA,0.04485595,0.46811241,0.94671475,NA,0.73814874,NA,NA,15.81647456,2.00265966,68.57858723,0.12916164,NA,2.50450582,9.90499586,0.00003796,0.03723411,25.21214400,NA,0.00000000,0.00002925,0.00000000,NA,NA,67.69534239,1.35933339,0.16592829
61,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56083867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.23340988,NA,NA
61,1,MS,roots,0.01341796,12.68613839,0.01042977,0.01141896,0.00149744,1.03838744,0.48245088,0.00018656,NA,0.06950170,0.05083734,NA,NA,NA,0.04482832,0.46336681,0.94178391,NA,0.73292721,NA,NA,15.89227216,1.85169839,63.43069194,0.12805375,NA,2.56688546,9.93066482,0.00003757,0.03727168,25.29303882,NA,0.00000000,0.00002508,0.00000000,NA,NA,67.49674569,1.34555281,0.16516736
62,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47983742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.54751462,NA,NA
62,1,MS,roots,0.01318302,11.81187390,0.01052571,0.01130363,0.00148144,1.02990552,0.46141036,0.00018674,NA,0.06900392,0.05020822,NA,NA,NA,0.04466056,0.45525353,0.93411355,NA,0.72504737,NA,NA,15.96374906,1.72309121,59.05936952,0.12646906,NA,2.62517935,9.95609830,0.00003691,0.03730860,25.37279625,NA,0.00000000,0.00002475,0.00000000,NA,NA,67.20327587,1.32199296,0.16387270
63,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.40148076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.97368768,NA,NA
63,1,MS,roots,0.01289552,11.06373429,0.00915684,0.00965778,0.00126498,1.02004817,0.44383212,0.00018692,NA,0.06840280,0.04947612,NA,NA,NA,0.04440880,0.44532533,0.92508081,NA,0.71573107,NA,NA,16.03285656,1.61275830,55.31867145,0.12462500,NA,2.68139133,9.98143903,0.00003611,0.03734470,25.45272606,NA,0.00000000,0.00002108,0.00000000,NA,NA,66.84104132,1.29316287,0.16228772
64,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32500609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.49520709,NA,NA
64,1,MS,roots,0.01264556,10.42059392,0.00779079,0.00807838,0.00105746,1.01195938,0.42924643,0.00018710,NA,0.06791050,0.04880039,NA,NA,NA,0.04419271,0.43669328,0.91755298,NA,0.70724401,NA,NA,16.10009453,1.51752818,52.10296962,0.12292289,NA,2.73598374,10.00670581,0.00003541,0.03738011,25.53283784,NA,0.00000000,0.00001758,0.00000000,NA,NA,66.42006376,1.26809659,0.16090360
65,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.25162069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.10874824,NA,NA
65,1,MS,roots,0.01245547,9.79286883,0.00783250,0.00799564,0.00104601,1.00642844,0.41404342,0.00018727,NA,0.06757555,0.04821393,NA,NA,NA,0.04403791,0.43012903,0.91217631,NA,0.70001236,NA,NA,16.16425368,1.42481420,48.96434414,0.12144568,NA,2.78768741,10.03174907,0.00003488,0.03741499,25.61177962,NA,0.00000000,0.00001734,0.00000000,NA,NA,65.93380295,1.24903492,0.15982739
66,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17974478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.77956593,NA,NA
66,1,MS,roots,0.01225773,9.29675333,0.00803133,0.00808078,0.00105656,1.00102949,0.40325400,0.00018744,NA,0.06723806,0.04761134,NA,NA,NA,0.04386134,0.42330017,0.90678891,NA,0.69246514,NA,NA,16.22572485,1.35130663,46.48376664,0.11992782,NA,2.83690086,10.05653205,0.00003432,0.03744931,25.68933291,NA,0.00000000,0.00001748,0.00000000,NA,NA,65.40286654,1.22920485,0.15871075
67,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.11199745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.46797322,NA,NA
67,1,MS,roots,0.01200679,8.73641199,0.00959314,0.00952844,0.00124524,0.99402296,0.38841730,0.00018761,NA,0.06677732,0.04690951,NA,NA,NA,0.04359972,0.41463440,0.89976753,NA,0.68333867,NA,NA,16.28293011,1.26969034,43.68205997,0.11815997,NA,2.88209933,10.08081841,0.00003362,0.03748293,25.76395249,NA,0.00000000,0.00002055,0.00000000,NA,NA,64.82514278,1.20404067,0.15728655
68,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04702752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.31541891,NA,NA
68,1,MS,roots,0.01171484,8.31749607,0.00974218,0.00956077,0.00124889,0.98581295,0.37881947,0.00018778,NA,0.06622811,0.04614513,NA,NA,NA,0.04327383,0.40455257,0.89158717,NA,0.67316700,NA,NA,16.33778497,1.20809081,41.58748037,0.11623458,NA,2.92523935,10.10474448,0.00003280,0.03751573,25.83690919,NA,0.00000000,0.00002056,0.00000000,NA,NA,64.22760412,1.17476444,0.15564707
69,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08208035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.51789953,NA,NA
69,1,MS,roots,0.01141678,8.00830695,0.01811501,0.01761451,0.00230041,0.97778127,0.37249875,0.00018794,NA,0.06566815,0.04539378,NA,NA,NA,0.04293438,0.39425951,0.88329605,NA,0.66284285,NA,NA,16.38353296,1.18859263,40.04153477,0.11434201,NA,2.95957056,10.12725405,0.00003197,0.03754769,25.90020699,NA,0.00000000,0.00003778,0.00000000,NA,NA,63.62746097,1.14487481,0.15399630
70,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.06819034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.06431401,NA,NA
70,1,MS,roots,0.01120842,8.06227557,0.02749744,0.02656836,0.00346987,0.97336224,0.38153858,0.00018809,NA,0.06533410,0.04483694,NA,NA,NA,0.04269917,0.38706407,0.87806893,NA,0.65500410,NA,NA,16.41971272,1.19647743,40.31137783,0.11293940,NA,2.98454190,10.14831715,0.00003138,0.03757908,25.95330035,NA,0.00000000,0.00005687,0.00000000,NA,NA,63.06622855,1.12398025,0.15287021
71,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05270034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138.83104174,NA,NA
71,1,MS,roots,0.01116170,8.81830879,0.05471808,0.05292742,0.00691735,0.97559186,0.42021124,0.00018825,NA,0.06540602,0.04465634,NA,NA,NA,0.04268241,0.38545064,0.87830501,NA,0.65192616,NA,NA,16.43060056,1.28710275,44.09154394,0.11248448,NA,2.98426804,10.16582528,0.00003125,0.03761033,25.97946322,NA,0.00000000,0.00011318,0.00000000,NA,NA,62.62611353,1.11929509,0.15274477
72,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04172308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.21923649,NA,NA
72,1,MS,roots,0.01141870,9.98982070,0.07511769,0.07311230,0.00956716,0.98928014,0.47548525,0.00018841,NA,0.06622362,0.04507645,NA,NA,NA,0.04302599,0.39432594,0.88852885,NA,0.65707831,NA,NA,16.42428001,1.41950168,49.94910348,0.11354269,NA,2.96652879,10.18088288,0.00003197,0.03764230,25.98599348,NA,0.00000000,0.00015631,0.00000000,NA,NA,62.32599428,1.14506771,0.15432606
73,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04035409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.91678656,NA,NA
73,1,MS,roots,0.01184410,11.51303468,0.10305790,0.10166875,0.01332982,1.00989447,0.54135301,0.00018857,NA,0.06746771,0.04590464,NA,NA,NA,0.04358666,0.40901628,0.90442409,NA,0.66745409,NA,NA,16.39404810,1.58309809,57.56517339,0.11562881,NA,2.92445278,10.19257238,0.00003316,0.03767547,25.96529821,NA,0.00000000,0.00021753,0.00000000,NA,NA,62.19477084,1.18772642,0.15695901
74,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05782166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.47556409,NA,NA
74,1,MS,roots,0.01205879,12.99896806,0.09756756,0.09728513,0.01277828,1.02139792,0.60376344,0.00018874,NA,0.06814778,0.04643193,NA,NA,NA,0.04383289,0.41643034,0.91272265,NA,0.67356666,NA,NA,16.37334424,1.74112222,64.99484028,0.11695700,NA,2.89169012,10.20504070,0.00003376,0.03770923,25.94987591,NA,0.00000000,0.00020828,0.00000000,NA,NA,62.25780616,1.20925583,0.15841260
75,1,MS,phloem,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08073286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.60170061,NA,NA
